Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,FluorescenceColor,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean
H531-201679,Subject to Prior Sale,ROUND,0.7,I,SI2,EX,EX,EX,,NON,5.66 - 5.61 X 3.57,GIA,6411808419,2900.0,16.5,2421.5,,,,63.4,56.0,THN,STK,3.5,Faceted,NON,,16.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201679R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201679R,https://thnk18.azureedge.net/img/CertImages/6411808419.jpg,,,,Crystal  Feather,NONE,PIN POINT BLACK,NONE,90.0
H522-201689,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,EX,EX,,NON,4.33 - 4.30 X 2.62,GIA,2406633125,2100.0,22.0,1638.0,,,,60.8,59.0,MED,STK,4.0,Faceted,NON,,14.0,34.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H522-201689/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H522-201689,https://thnk18.azureedge.net/img/CertImages/2406633125.jpg,,,,Feather,NONE,NONE,NONE,90.0
H531-201694,Subject to Prior Sale,ROUND,0.32,I,SI1,EX,EX,EX,,NON,4.37 - 4.35 X 2.73,GIA,6402652203,1600.0,21.5,1256.0,,,,62.7,58.0,STK,,4.5,FACETED,NON,,14.0,33.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201694/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201694,https://thnk18.azureedge.net/img/CertImages/6402652203.jpg,,,,CRYSTAL  CLOUD  FEATHER,INSPECTION ADVISABLE,MINOR BLACK,NONE,90.0
H527-201707,Subject to Prior Sale,PEAR,1.01,H,I1,,VG,VG,BLUE,VST,8.73 - 5.82 X 3.18,GIA,6402419408,2700.0,28.5,1930.5,,,,54.6,63.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H527-201707/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H527-201707,https://thnk18.azureedge.net/img/CertImages/6402419408.jpg,,,,TWINNING WISP  CRYSTAL  FEATHER  CAVITY  NEEDLE  INDENTED NATURAL  NATURAL,NONE,MEDIUM BLACK,NONE,85.0
H532-201712,Subject to Prior Sale,ROUND,0.34,F,VS2,EX,EX,EX,,NON,4.47 - 4.43 X 2.80,GIA,6405632109,2200.0,24.5,1661.0,,,,63.0,58.0,STK,,4.0,Faceted,NON,,14.5,34.5,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201712/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201712,https://thnk18.azureedge.net/img/CertImages/6405632109.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H537-201717,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,EX,,FNT,4.33 - 4.31 X 2.66,GIA,7403649670,2000.0,25.0,1500.0,,,,61.5,55.0,MED,STK,3.5,Faceted,NON,,14.0,31.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-201717/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-201717,https://thnk18.azureedge.net/img/CertImages/7403649670.jpg,,,,Cloud  Crystal,NONE,PIN POINT BLACK,NONE,90.0
H523-201723,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,EX,EX,,NON,4.31 - 4.28 X 2.68,GIA,5403631650,2100.0,23.0,1617.0,,,,62.5,54.0,MED,STK,4.0,Faceted,NON,,14.5,32.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H523-201723/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H523-201723,https://thnk18.azureedge.net/img/CertImages/5403631650.jpg,,,,Feather  Cloud  Crystal,NONE,NONE,NONE,80.0
H306-201729,Subject to Prior Sale,ROUND,1.01,H,SI2,EX,EX,EX,,NON,6.42 - 6.38 X 3.99,GIA,1403419671,6100.0,18.0,5002.0,,,,62.4,58.0,MED,STK,3.5,FACETED,NON,,15.5,36.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H306-201729/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H306-201729,https://thnk18.azureedge.net/img/CertImages/1403419671.jpg,,,,FEATHER  TWINNING WISP  NEEDLE  NATURAL,NONE,PIN POINT BLACK,NONE,90.0
H532-201731,Subject to Prior Sale,ROUND,0.4,H,SI1,VG,G,VG,,NON,4.63 - 4.59 X 2.98,GIA,1408697914,2100.0,28.5,1501.5,,,,64.7,58.0,MED,THK,5.0,Faceted,NON,,15.5,36.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201731/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201731,https://thnk18.azureedge.net/img/CertImages/1408697914.jpg,,,,Crystal  Cloud,NONE,NONE,NONE,80.0
H514-201733,Subject to Prior Sale,ROUND,0.37,E,SI1,EX,EX,EX,,NON,4.61 - 4.58 X 2.90,GIA,1405653543,2100.0,27.5,1522.5,,,,63.2,56.0,MED,,3.5,FACETED,NON,,16.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-201733/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-201733,https://thnk18.azureedge.net/img/CertImages/1405653543.jpg,,,,TWINNING WISP,NONE,PIN POINT BLACK,NONE,80.0
H532-201757,Subject to Prior Sale,ROUND,0.3,D,SI1,EX,EX,EX,,FNT,4.31 - 4.27 X 2.66,GIA,2406649732,2200.0,26.5,1617.0,,,,62.0,56.0,THN,MED,3.5,Faceted,NON,,16.0,36.0,42.5,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201757/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201757,https://thnk18.azureedge.net/img/CertImages/2406649732.jpg,,,,Crystal,NONE,MINOR BLACK,NONE,90.0
H531-201789,Subject to Prior Sale,CUSHION MODIFIED,1.01,*,SI2,,VG,VG,,FNT,5.51 - 5.29 X 3.79,GIA,2225003780,2900.0,0.0,2610.0,YELLOW,FANCY INTENSE,,71.6,55.0,ETK,,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201789/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201789,https://thnk18.azureedge.net/img/CertImages/2225003780.jpg,,,,CRYSTAL  FEATHER  KNOT  CLOUD  NEEDLE  NATURAL,NONE,MINOR BLACK,NONE,90.0
H537-201828,Subject to Prior Sale,ROUND,0.5,F,SI2,EX,EX,EX,,FNT,5.21 - 5.18 X 3.09,GIA,1408651361,2800.0,27.5,2030.0,,,,59.4,57.0,MED,,2.5,FACETED,NON,,14.0,33.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-201828/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-201828,https://thnk18.azureedge.net/img/CertImages/1408651361.jpg,,,,TWINNING WISP,NONE,MINOR BLACK,NONE,80.0
H536-201838,Subject to Prior Sale,ROUND,0.7,G,SI2,EX,VG,VG,,NON,5.70 - 5.62 X 3.54,GIA,2407635354,3400.0,31.05,2344.3,,,,62.6,58.0,THN,STK,3.5,Faceted,NON,,15.0,35.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-201838/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-201838,https://thnk18.azureedge.net/img/CertImages/2407635354.jpg,,,,Crystal  Cloud  Feather,NONE,MEDIUM BLACK,NONE,80.0
H536-201858,Subject to Prior Sale,ROUND,0.33,E,SI1,EX,EX,EX,,NON,4.49 - 4.47 X 2.76,GIA,6401652056,2100.0,23.5,1606.5,,,,61.6,58.0,MED,,3.5,Faceted,NON,,14.5,34.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-201858/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-201858,https://thnk18.azureedge.net/img/CertImages/6401652056.jpg,,,,Crystal  Cloud  Feather,NONE,MINOR BLACK,NONE,90.0
H532-201859,Subject to Prior Sale,ROUND,0.33,G,SI1,VG,EX,EX,,NON,4.43 - 4.40 X 2.76,GIA,1409649761,1900.0,25.5,1415.5,,,,62.6,57.0,VTN,MED,3.5,Faceted,NON,,16.0,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201859/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201859,https://thnk18.azureedge.net/img/CertImages/1409649761.jpg,,,,Crystal  Cloud  Feather,NONE,PIN POINT BLACK,NONE,90.0
H532-201865,Subject to Prior Sale,ROUND,0.3,J,VS2,EX,EX,EX,,NON,4.36 - 4.34 X 2.62,GIA,7402652781,1600.0,20.5,1272.0,,,,60.3,59.0,MED,STK,3.5,Faceted,NON,,13.5,33.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201865/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201865,https://thnk18.azureedge.net/img/CertImages/7402652781.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H532-201866,Subject to Prior Sale,ROUND,0.4,D,SI1,EX,EX,EX,Blue,STG,4.71 - 4.69 X 2.96,GIA,2407649713,2500.0,35.0,1625.0,,,,63.0,56.0,MED,STK,3.5,Faceted,NON,,16.5,36.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-201866/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-201866,https://thnk18.azureedge.net/img/CertImages/2407649713.jpg,,,,Crystal  Feather,NONE,NONE,NONE,80.0
H531-201872,Subject to Prior Sale,ROUND,0.4,H,SI1,EX,EX,VG,,NON,4.81 - 4.77 X 2.86,GIA,1408649712,2100.0,25.0,1575.0,,,,59.6,59.0,THN,STK,3.5,Faceted,NON,,13.5,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201872/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201872,https://thnk18.azureedge.net/img/CertImages/1408649712.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H531-201875,Subject to Prior Sale,ROUND,0.5,G,SI2,EX,EX,VG,,NON,5.05 - 5.01 X 3.15,GIA,7401698728,2700.0,26.5,1984.5,,,,62.6,58.0,MED,STK,4.0,Faceted,NON,,15.5,36.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201875/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201875,https://thnk18.azureedge.net/img/CertImages/7401698728.jpg,,,,Crystal  Cloud  Feather,MIX TINGE 1,PIN POINT BLACK,NONE,80.0
H527-201879,Subject to Prior Sale,ROUND,0.5,D,SI2,EX,EX,EX,,FNT,5.10 - 5.06 X 3.17,GIA,2404692787,3000.0,26.5,2205.0,,,,62.5,56.0,THN,STK,3.5,Faceted,NON,,15.5,35.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H527-201879/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H527-201879,https://thnk18.azureedge.net/img/CertImages/2404692787.jpg,,,,Feather  Crystal,NONE,MINOR BLACK,NONE,80.0
H530-201886,Subject to Prior Sale,MARQUISE,1.2,K,VS1,,VG,VG,,NON,11.76 - 5.57 X 3.13,GIA,5221008383,3300.0,22.0,2574.0,BROWN,FAINT,BROWN,56.2,58.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H530-201886/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H530-201886,https://thnk18.azureedge.net/img/CertImages/5221008383.jpg,,,,FEATHER  INDENTED NATURAL,BROWN,NONE,NONE,100.0
H314-201890,Subject to Prior Sale,ROUND,1.01,H,VS2,G,VG,VG,,NON,6.20 - 6.14 X 4.08,GIA,1409722187,8700.0,40.0,5220.0,,,,66.2,56.0,THK,VTK,6.0,FACETED,NON,,17.5,38.5,42.5,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H314-201890R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H314-201890R,https://thnk18.azureedge.net/img/CertImages/1409722187.jpg,,,,CRYSTAL  CLOUD  INDENTED NATURAL  NATURAL,LIGHT BROWN,PIN POINT BLACK,NONE,100.0
H301-201920,Subject to Prior Sale,OVAL,0.5,E,VVS1,,VG,VG,,FNT,6.60 - 4.40 X 2.79,GIA,6402846307,3600.0,31.0,2484.0,,,,63.3,59.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H301-201920/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H301-201920,https://thnk18.azureedge.net/img/CertImages/6402846307.jpg,,,,PINPOINT  FEATHER,NONE,NONE,NONE,100.0
H537-201925,Subject to Prior Sale,ROUND,0.9,J,SI1,VG,EX,VG,,NON,6.12 - 6.05 X 3.85,GIA,5416422932,4200.0,19.0,3402.0,,,,63.3,57.0,STK,THK,4.5,Faceted,NON,,16.5,37.5,42.5,40.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-201925/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-201925,https://thnk18.azureedge.net/img/CertImages/5416422932.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,80.0
H536-201930,Subject to Prior Sale,ROUND,0.5,I,SI2,EX,EX,VG,,NON,5.13 - 5.12 X 3.12,GIA,2406698464,2400.0,23.0,1848.0,,,,60.9,56.0,MED,STK,3.0,Faceted,NON,,15.5,35.0,42.5,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-201930/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-201930,https://thnk18.azureedge.net/img/CertImages/2406698464.jpg,,,,Cloud  Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H535-201957,Subject to Prior Sale,ROUND,0.5,I,VS2,EX,EX,EX,,NON,5.15 - 5.12 X 3.12,GIA,2407698498,3100.0,25.5,2309.5,,,,60.8,59.0,MED,STK,3.5,Faceted,NON,,13.0,33.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H535-201957/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H535-201957,https://thnk18.azureedge.net/img/CertImages/2407698498.jpg,,,,Feather  Crystal  Indented Natural,LIGHT BROWN,PIN POINT BLACK,NONE,95.0
H537-201966,Subject to Prior Sale,ROUND,0.9,K,VVS2,VG,EX,VG,,FNT,6.08 - 6.01 X 3.91,GIA,5416158729,4400.0,30.5,3058.0,BROWN,FAINT,BROWN,64.7,57.0,STK,THK,4.5,FACETED,NON,,16.0,36.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-201966/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-201966,https://thnk18.azureedge.net/img/CertImages/5416158729.jpg,,,,FEATHER  PINPOINT  INDENTED NATURAL,LIGHT BROWN,NONE,NONE,100.0
H531-201973,Subject to Prior Sale,ROUND,0.35,K,VVS1,EX,EX,EX,,NON,4.49 - 4.45 X 2.83,GIA,6402697878,1700.0,18.0,1394.0,,,,63.4,57.0,MED,STK,3.5,FACETED,NON,,16.0,36.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-201973/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-201973,https://thnk18.azureedge.net/img/CertImages/6402697878.jpg,,,,FEATHER,NONE,NONE,NONE,100.0
H309-201991,Subject to Prior Sale,ROUND,0.5,J,SI2,EX,EX,EX,,FNT,5.22 - 5.20 X 3.05,GIA,6402698443,2100.0,21.0,1659.0,,,,58.6,60.0,MED,STK,3.0,Faceted,NON,,12.5,32.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H309-201991/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H309-201991,https://thnk18.azureedge.net/img/CertImages/6402698443.jpg,,,,Crystal  Feather,NONE,PIN POINT BLACK,NONE,90.0
H514-202012,Subject to Prior Sale,ROUND,0.31,G,SI2,EX,EX,EX,,NON,4.37 - 4.34 X 2.72,GIA,7401697754,1600.0,24.0,1216.0,,,,62.4,58.0,MED,STK,4.0,Faceted,NON,,15.0,35.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202012/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202012,https://thnk18.azureedge.net/img/CertImages/7401697754.jpg,,,,Twinning Wisp  Feather,NONE,MINOR BLACK,NONE,80.0
H312-202018,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,2.01,J,SI1,,EX,EX,,NON,8.98 - 6.10 X 4.10,IGI,485168699,7700.0,39.0,4697.0,,,,67.2,67.5,SLIGHTLY THICK,THICK,5.0,,NON,,13.0,43.3,49.5,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H312-202018/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H312-202018,https://thnk18.azureedge.net/img/CertImages/485168699.jpg,,,,,NONE,MINOR BLACK,NONE,95.0
H537-202023,Subject to Prior Sale,ROUND,1.01,L,SI2,VG,EX,VG,,NON,6.33 - 6.24 X 4.01,GIA,6401301457,3300.0,39.5,1996.5,,,,63.8,56.0,MED,THK,4.5,FACETED,NON,,17.0,38.0,42.0,40.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202023/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202023,https://thnk18.azureedge.net/img/CertImages/6401301457.jpg,,,,CRYSTAL  FEATHER  NEEDLE  EXTRA FACET,NONE,MEDIUM BLACK,NONE,90.0
H514-202024,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,EX,,NON,4.38 - 4.37 X 2.60,GIA,5406697892,2000.0,21.5,1570.0,,,,59.5,60.0,MED,STK,3.5,Faceted,NON,,13.0,33.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202024/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202024,https://thnk18.azureedge.net/img/CertImages/5406697892.jpg,,,,Twinning Wisp,NONE,PIN POINT BLACK,NONE,90.0
H522-202033,Subject to Prior Sale,ROUND,0.45,G,VS2,EX,EX,EX,,NON,4.91 - 4.89 X 3.04,GIA,6402692969,2600.0,9.0,2366.0,,,,62.0,59.0,MED,STK,4.0,Faceted,NON,,14.5,35.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H522-202033/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H522-202033,https://thnk18.azureedge.net/img/CertImages/6402692969.jpg,,,,Feather  Cloud,MIX TINGE 1,NONE,NONE,100.0
H537-202035,Subject to Prior Sale,ROUND,0.5,F,SI2,VG,EX,VG,,NON,4.98 - 4.92 X 3.19,GIA,1405692892,2800.0,27.5,2030.0,,,,64.5,57.0,MED,THK,5.0,Faceted,NON,,17.0,38.5,42.5,40.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202035/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202035,https://thnk18.azureedge.net/img/CertImages/1405692892.jpg,,,,Twinning Wisp,NONE,PIN POINT BLACK,NONE,80.0
H537-202036,Subject to Prior Sale,ROUND,0.5,K,SI1,VG,VG,VG,,NON,4.99 - 4.91 X 3.19,GIA,1405693503,1900.0,26.25,1401.25,,,,64.4,57.0,STK,THK,5.0,Faceted,NON,,17.5,38.5,42.0,40.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202036/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202036,https://thnk18.azureedge.net/img/CertImages/1405693503.jpg,,,,Crystal,NONE,MINOR BLACK,NONE,90.0
H532-202039,Subject to Prior Sale,ROUND,0.37,G,SI2,EX,EX,EX,,NON,4.58 - 4.55 X 2.86,GIA,2407693860,1600.0,22.5,1240.0,,,,62.6,57.0,MED,STK,4.0,Faceted,NON,,15.5,35.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202039/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202039,https://thnk18.azureedge.net/img/CertImages/2407693860.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,80.0
H531-202043,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,EX,,NON,4.38 - 4.36 X 2.61,GIA,1409693864,2000.0,21.5,1570.0,,,,59.8,61.0,MED,STK,4.0,Faceted,NON,,13.0,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202043/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202043,https://thnk18.azureedge.net/img/CertImages/1409693864.jpg,,,,Feather,NONE,PIN POINT BLACK,NONE,80.0
H514-202057,Subject to Prior Sale,ROUND,0.43,G,SI2,EX,EX,EX,,NON,4.89 - 4.87 X 2.99,GIA,5403698435,1900.0,25.5,1415.5,,,,61.3,56.0,MED,,3.5,Faceted,NON,,14.5,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202057/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202057,https://thnk18.azureedge.net/img/CertImages/5403698435.jpg,,,,Twinning Wisp  Feather,NONE,MINOR BLACK,NONE,80.0
H532-202068,Subject to Prior Sale,ROUND,0.31,E,SI1,EX,EX,EX,,NON,4.32 - 4.30 X 2.72,GIA,1407698501,2100.0,23.5,1606.5,,,,63.1,57.0,MED,STK,3.5,FACETED,NON,,16.0,36.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202068/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202068,https://thnk18.azureedge.net/img/CertImages/1407698501.jpg,,,,CRYSTAL  TWINNING WISP  FEATHER,NONE,MINOR BLACK,NONE,90.0
H514-202069,Subject to Prior Sale,ROUND,0.32,F,SI1,EX,EX,EX,,NON,4.44 - 4.42 X 2.69,GIA,5403693908,2000.0,23.5,1530.0,,,,60.7,57.0,THN,STK,3.5,FACETED,NON,,14.5,34.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202069/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202069,https://thnk18.azureedge.net/img/CertImages/5403693908.jpg,,,,TWINNING WISP  CLOUD  FEATHER,INSPECTION ADVISABLE,NONE,NONE,80.0
H537-202092,Subject to Prior Sale,ROUND,0.71,E,SI1,EX,EX,EX,,FNT,5.70 - 5.65 X 3.56,GIA,1409635319,4600.0,25.9,3408.6,,,,62.7,57.0,THN,MED,3.5,Faceted,NON,,16.0,36.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202092/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202092,https://thnk18.azureedge.net/img/CertImages/1409635319.jpg,,,,Crystal  Feather  Cloud  Knot,NONE,MEDIUM BLACK,NONE,90.0
H531-202093,Subject to Prior Sale,ROUND,0.57,D,VVS2,EX,EX,EX,,NON,5.44 - 5.41 X 3.20,GIA,6402693415,5000.0,21.0,3950.0,,,,58.9,60.0,MED,,3.0,Faceted,NON,,13.0,32.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202093/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202093,https://thnk18.azureedge.net/img/CertImages/6402693415.jpg,,,,Needle  Feather  Pinpoint  Cloud,NONE,NONE,NONE,100.0
H523-202096,Subject to Prior Sale,PEAR,2.01,F,SI2,,VG,G,,FNT,11.45 - 6.96 X 4.23,GIA,6402549468,10800.0,21.0,8532.0,,,,60.8,64.0,THK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H523-202096/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H523-202096,https://thnk18.azureedge.net/img/CertImages/6402549468.jpg,,,,FEATHER  CLOUD  CRYSTAL  NEEDLE,NONE,PIN POINT BLACK,NONE,85.0
H311-202100,Subject to Prior Sale,ROUND,5.05,H,SI2,EX,EX,EX,,STG,11.03 - 10.95 X 6.80,IGI,502148841,23000.0,55.0,10350.0,,,,61.9,60.0,MEDIUM,SLIGHTLY THICK (FACETE,4.0,,NON,,13.5,33.6,44.5,41.7,MUM,https://thnk18.azureedge.net/img/images/imaged/H311-202100/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H311-202100,https://thnk18.azureedge.net/img/CertImages/502148841.jpg,,,,,NONE,MEDIUM BLACK,NONE,70.0
H512-202120,Subject to Prior Sale,HEART,1.2,G,SI2,,VG,VG,,NON,6.20 - 7.30 X 4.51,GIA,3405774054,4800.0,29.5,3384.0,,,,61.8,61.0,MED,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H512-202120/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H512-202120,https://thnk18.azureedge.net/img/CertImages/3405774054.jpg,,,,TWINNING WISP  FEATHER  KNOT  CLOUD  NEEDLE,NONE,PIN POINT BLACK,NONE,90.0
H314-202127,Subject to Prior Sale,CUSHION MODIFIED BRILLIANT,1.01,F,VVS1,,VG,VG,,NON,6.24 - 5.47 X 3.72,GIA,6224009835,8500.0,39.0,5185.0,,,,68.0,68.0,STK,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H314-202127/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H314-202127,https://thnk18.azureedge.net/img/CertImages/6224009835.jpg,,,,CLOUD  PINPOINT  FEATHER  CAVITY,NONE,NONE,NONE,100.0
H536-202129,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,1.0,D,SI2,,EX,VG,,NON,6.24 - 5.00 X 3.70,GIA,5403776492,5500.0,42.5,3162.5,,,,74.0,70.0,THK,ETK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-202129/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-202129,https://thnk18.azureedge.net/img/CertImages/5403776492.jpg,,,,CRYSTAL  FEATHER  CAVITY  NEEDLE,NONE,MINOR BLACK,NONE,90.0
H300-202135,Subject to Prior Sale,HEART,0.8,F,VS1,,VG,VG,,FNT,5.85 - 6.37 X 3.75,GIA,7403670433,4600.0,19.5,3703.0,,,,58.9,57.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H300-202135/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H300-202135,https://thnk18.azureedge.net/img/CertImages/7403670433.jpg,,,,CRYSTAL  PINPOINT,NONE,NONE,NONE,100.0
