Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,FluorescenceColor,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean
J107-217956,Subject to Prior Sale,ROUND,1.51,H,SI2,EX,EX,EX,,FNT,7.33 - 7.26 X 4.58,GIA,2417837318,8300.0,14.0,7138.0,,,,62.8,57.0,MED,STK,3.5,Faceted,NON,,16.0,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J107-217956/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J107-217956,https://thnk18.azureedge.net/img/CertImages/2417837318.jpg,,,,Feather  Cloud  Crystal  Needle  Indented Natural  Natural,NONE,PIN POINT BLACK,NONE,80.0
H618-217957,Subject to Prior Sale,OVAL MIX CUT,1.5,F,VS1,,VG,VG,,NON,11.22 - 5.98 X 2.75,GIA,5413838182,12200.0,30.0,8540.0,,,,46.0,62.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H618-217957/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H618-217957,https://thnk18.azureedge.net/img/CertImages/5413838182.jpg,,,,FEATHER  NEEDLE  PINPOINT,NONE,PIN POINT BLACK,NONE,100.0
J109-217960,Subject to Prior Sale,PRINCESS,1.21,K,SI2,,EX,EX,,NON,6.14 - 6.02 X 4.06,IGI,502149248,2800.0,35.0,1820.0,,,,67.4,67.0,MEDIUM,,2.0,,NON,,7.5,33.6,57.5,38.9,MUM,https://thnk18.azureedge.net/img/images/imaged/J109-217960/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J109-217960,https://thnk18.azureedge.net/img/CertImages/502149248.jpg,,,,,NONE,PIN POINT BLACK,NONE,80.0
H615-217963,Subject to Prior Sale,ROUND,0.3,F,VS1,EX,EX,VG,,NON,4.33 - 4.27 X 2.68,GIA,7413846593,2300.0,29.0,1633.0,,,,62.3,59.0,MED,STK,3.5,Faceted,NON,,14.5,34.5,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-217963/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-217963,https://thnk18.azureedge.net/img/CertImages/7413846593.jpg,,,,Crystal  Feather  Cloud  Needle,NONE,MINOR BLACK,NONE,100.0
H386-217964,Subject to Prior Sale,PEAR,1.2,G,SI1,,VG,VG,,NON,8.71 - 5.71 X 3.83,GIA,5416968145,5600.0,15.5,4732.0,,,,67.2,58.0,VTK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-217964/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-217964,https://thnk18.azureedge.net/img/CertImages/5416968145.jpg,,,,TWINNING WISP  CRYSTAL  CLOUD  INDENTED NATURAL  FEATHER  NEEDLE,NONE,MINOR BLACK,NONE,80.0
H615-217966,Subject to Prior Sale,ROUND,0.41,G,SI1,EX,EX,EX,,NON,4.76 - 4.74 X 2.97,GIA,2416844779,2200.0,22.0,1716.0,,,,62.6,57.0,STK,,4.0,FACETED,NON,,15.0,35.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-217966/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-217966,https://thnk18.azureedge.net/img/CertImages/2416844779.jpg,,,,FEATHER  KNOT,INSPECTION ADVISABLE,PIN POINT BLACK,NONE,90.0
H385-217968,Subject to Prior Sale,HEART,2.5,D,SI2,,EX,VG,,NON,8.15 - 9.39 X 5.51,GIA,6411968030,12100.0,17.0,10043.0,,,,58.7,62.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H385-217968/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H385-217968,https://thnk18.azureedge.net/img/CertImages/6411968030.jpg,,,,Feather  Crystal  Cavity  Needle  Indented Natural  Natural,NONE,MINOR BLACK,NONE,80.0
J105-217971,Subject to Prior Sale,ROUND,0.5,I,VVS2,EX,EX,EX,,NON,5.19 - 5.16 X 3.07,IGI,502149146,3400.0,29.5,2397.0,,,,59.3,60.0,Medium (Faceted) ,,3.0,,,,12.5,31.9,43.0,40.9,MUM,https://thnk18.azureedge.net/img/images/imaged/J105-217971/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J105-217971,https://thnk18.azureedge.net/img/CertImages/502149146.jpg,,,,,NONE,PIN POINT BLACK,NONE,100.0
H565-217972,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,0.7,I,VS2,,VG,VG,,NON,6.22 - 4.27 X 2.94,GIA,2417879744,3100.0,24.0,2356.0,,,,68.9,69.0,VTK,,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H565-217972/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H565-217972,https://thnk18.azureedge.net/img/CertImages/2417879744.jpg,,,,CRYSTAL  CAVITY,LIGHT BROWN,MINOR BLACK,NONE,100.0
J105-217973,Subject to Prior Sale,ROUND,0.7,H,VVS2,EX,EX,EX,,NON,5.67 - 5.62 X 3.54,IGI,510178819,5000.0,28.5,3575.0,,,,62.6,57.0,Medium (Faceted) ,,3.0,,,,15.5,35.7,44.0,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/J105-217973/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J105-217973,https://thnk18.azureedge.net/img/CertImages/510178819.jpg,,,,,NONE,NONE,NONE,100.0
H386-217977,Subject to Prior Sale,OVAL,3.02,H,VS1,,EX,EX,BLUE,VST,11.84 - 7.90 X 5.01,GIA,7416871920,20000.0,33.0,13400.0,,,,63.5,62.0,THN,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-217977/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-217977,https://thnk18.azureedge.net/img/CertImages/7416871920.jpg,,,,CRYSTAL  FEATHER  PINPOINT,NONE,NONE,NONE,100.0
H604-217978,Subject to Prior Sale,ROUND,0.32,J,VS1,EX,EX,EX,,NON,4.42 - 4.40 X 2.70,GIA,1415844862,1700.0,17.0,1411.0,,,,61.2,57.0,MED,,3.0,Faceted,NON,,15.0,34.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H604-217978/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H604-217978,https://thnk18.azureedge.net/img/CertImages/1415844862.jpg,,,,Cloud  Needle,NONE,PIN POINT BLACK,NONE,100.0
H384-217982,Subject to Prior Sale,HEART,1.01,E,SI2,,EX,VG,,NON,6.69 - 7.00 X 3.73,GIA,5416968047,5300.0,37.0,3339.0,,,,53.3,60.0,STK,THK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H384-217982/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H384-217982,https://thnk18.azureedge.net/img/CertImages/5416968047.jpg,,,,Feather  Twinning Wisp  Knot  Crystal  Needle  Natural,NONE,PIN POINT BLACK,NONE,80.0
J105-217984,Subject to Prior Sale,ROUND,1.2,J,VVS1,EX,EX,EX,,VSL,6.78 - 6.72 X 4.25,IGI,502149100,6600.0,37.0,4158.0,,,,62.9,56.5,MEDIUM (FACETED) ,,3.0,,NON,,16.0,36.5,43.0,40.9,MUM,https://thnk18.azureedge.net/img/images/imaged/J105-217984/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J105-217984,https://thnk18.azureedge.net/img/CertImages/502149100.jpg,,,,,NONE,NONE,NONE,100.0
J100-217985,Subject to Prior Sale,ROUND,1.7,N,SI1,EX,EX,EX,,FNT,7.60 - 7.54 X 4.76,GIA,2416846173,4300.0,18.0,3526.0,,,,62.9,57.0,STK,,4.0,FACETED,NON,,15.5,35.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J100-217985/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J100-217985,https://thnk18.azureedge.net/img/CertImages/2416846173.jpg,,,,CRYSTAL  FEATHER  CLOUD  NEEDLE  NATURAL,NONE,MEDIUM BLACK,NONE,85.0
H615-217990,Subject to Prior Sale,ROUND,0.4,I,VVS2,EX,EX,EX,,NON,4.73 - 4.70 X 2.95,GIA,6412843833,2400.0,16.0,2016.0,,,,62.5,57.0,MED,,3.5,Faceted,NON,,15.0,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-217990/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-217990,https://thnk18.azureedge.net/img/CertImages/6412843833.jpg,,,,Needle  Cloud  Indented Natural,NONE,PIN POINT BLACK,NONE,100.0
J403-217991,Subject to Prior Sale,ROUND,0.35,F,SI1,EX,EX,EX,,NON,4.60 - 4.57 X 2.77,GIA,6415844360,2000.0,26.0,1480.0,,,,60.5,59.0,MED,STK,3.5,Faceted,NON,,13.5,34.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-217991/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-217991,https://thnk18.azureedge.net/img/CertImages/6415844360.jpg,,,,Crystal  Cloud,NONE,MEDIUM BLACK,NONE,80.0
H618-217992,Subject to Prior Sale,OVAL,0.6,H,VVS2,,EX,G,,FNT,6.95 - 4.75 X 2.82,GIA,7411873643,2800.0,19.0,2268.0,,,,59.3,60.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H618-217992/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H618-217992,https://thnk18.azureedge.net/img/CertImages/7411873643.jpg,,,,PINPOINT  INTERNAL GRAINING  SURFACE GRAINING,LIGHT BROWN,PIN POINT BLACK,NONE,100.0
Z510-217993,Subject to Prior Sale,OVAL,2.16,J,SI2,,VG,VG,BLUE,STG,10.64 - 7.03 X 4.53,GIA,6412968118,7400.0,24.0,5624.0,,,,64.4,61.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/Z510-217993/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=Z510-217993,https://thnk18.azureedge.net/img/CertImages/6412968118.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  KNOT  CAVITY  NEEDLE,NONE,MINOR BLACK,NONE,80.0
H623-217994,Subject to Prior Sale,ROUND,0.9,I,SI1,VG,VG,VG,,FNT,6.05 - 6.01 X 3.88,GIA,2417860269,4800.0,19.0,3888.0,,,,64.4,58.0,STK,THK,5.0,FACETED,NON,,15.5,36.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H623-217994/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H623-217994,https://thnk18.azureedge.net/img/CertImages/2417860269.jpg,,,,CRYSTAL,BROWN,NONE,NONE,90.0
J403-217997,Subject to Prior Sale,ROUND,0.3,G,SI1,EX,EX,VG,,NON,4.30 - 4.27 X 2.66,GIA,1413869943,1900.0,25.0,1425.0,,,,62.1,59.0,MED,STK,4.0,Faceted,NON,,14.0,34.5,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-217997/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-217997,https://thnk18.azureedge.net/img/CertImages/1413869943.jpg,,,,Crystal  Cloud,NONE,MINOR BLACK,NONE,90.0
H569-218004,Subject to Prior Sale,EMERALD,0.8,F,VS2,,EX,VG,,NON,5.94 - 4.36 X 3.00,GIA,2416872468,4300.0,25.0,3225.0,,,,68.6,65.0,THK,VTK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H569-218004/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H569-218004,https://thnk18.azureedge.net/img/CertImages/2416872468.jpg,,,,FEATHER  INDENTED NATURAL  CRYSTAL,NONE,NONE,NONE,100.0
H603-218007,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,VG,,NON,4.31 - 4.26 X 2.63,GIA,2414846643,2000.0,24.0,1520.0,,,,61.4,59.0,STK,,4.0,Faceted,NON,,14.5,35.5,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H603-218007/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H603-218007,https://thnk18.azureedge.net/img/CertImages/2414846643.jpg,,,,Crystal  Feather,NONE,NONE,NONE,90.0
J106-218013,Subject to Prior Sale,ROUND,0.9,J,VVS1,EX,EX,EX,,NON,6.18 - 6.14 X 3.87,IGI,502149244,5500.0,23.0,4235.0,,,,62.8,57.5,Medium,Slightly Thick (Faceted),4.0,,,,14.5,34.0,44.5,41.7,MUM,https://thnk18.azureedge.net/img/images/imaged/J106-218013/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J106-218013,https://thnk18.azureedge.net/img/CertImages/502149244.jpg,,,,,NONE,NONE,NONE,100.0
H615-218015,Subject to Prior Sale,ROUND,0.3,G,SI1,EX,EX,VG,,NON,4.40 - 4.34 X 2.64,GIA,6412846664,1900.0,23.0,1463.0,,,,60.4,56.0,THN,MED,3.0,Faceted,NON,,14.0,32.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-218015/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-218015,https://thnk18.azureedge.net/img/CertImages/6412846664.jpg,,,,Cloud,NONE,PIN POINT BLACK,NONE,90.0
H615-218017,Subject to Prior Sale,ROUND,0.7,H,VS1,EX,EX,EX,,NON,5.71 - 5.63 X 3.55,IGI,510178820,4800.0,29.0,3408.0,,,,62.8,55.0,Medium (Faceted) ,,3.0,,,,16.0,35.8,43.0,41.1,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-218017/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-218017,https://thnk18.azureedge.net/img/CertImages/510178820.jpg,,,,,NONE,PIN POINT BLACK,NONE,100.0
H379-218019,Subject to Prior Sale,PEAR,1.0,F,SI1,,EX,VG,,NON,8.32 - 5.32 X 3.56,GIA,1413962373,5900.0,30.0,4130.0,,,,66.8,59.0,THN,ETK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H379-218019/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H379-218019,https://thnk18.azureedge.net/img/CertImages/1413962373.jpg,,,,Feather  Crystal  Cavity  Indented Natural  Needle,NONE,NONE,NONE,85.0
H570-218022,Subject to Prior Sale,PEAR,1.7,D,SI2,,VG,VG,,NON,10.89 - 6.36 X 4.08,GIA,2416900605,9100.0,25.5,6779.5,,,,64.0,56.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H570-218022/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H570-218022,https://thnk18.azureedge.net/img/CertImages/2416900605.jpg,,,,Crystal  Twinning Wisp  Feather  Cavity  Cloud  Needle  Natural,NONE,MEDIUM BLACK,MILKY,80.0
H571-218023,Subject to Prior Sale,OVAL,1.0,J,SI1,,G,G,,NON,7.91 - 5.56 X 3.33,IGI,502149236,3700.0,45.0,2035.0,,,,59.9,58.0,SLIGHTLY THICK,VERY THICK (FA,7.0,,NON,,14.0,33.7,38.5,36.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H571-218023/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H571-218023,https://thnk18.azureedge.net/img/CertImages/502149236.jpg,,,,,NONE,PIN POINT BLACK,NONE,100.0
H618-218024,Subject to Prior Sale,OVAL,0.7,F,SI2,,VG,VG,,NON,7.39 - 5.04 X 2.88,GIA,7411977350,3200.0,28.0,2304.0,,,,57.0,63.0,THN,THK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H618-218024/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H618-218024,https://thnk18.azureedge.net/img/CertImages/7411977350.jpg,,,,Crystal  Feather,NONE,MEDIUM BLACK,NONE,80.0
H615-218027,Subject to Prior Sale,ROUND,0.34,H,VS2,EX,EX,EX,,NON,4.52 - 4.51 X 2.81,GIA,2418860796,2000.0,17.0,1660.0,,,,62.2,57.0,MED,,3.5,Faceted,NON,,15.0,34.5,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H615-218027/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H615-218027,https://thnk18.azureedge.net/img/CertImages/2418860796.jpg,,,,Crystal,NONE,PIN POINT BLACK,NONE,100.0
J100-218029,Subject to Prior Sale,ROUND,1.0,L,VS1,VG,EX,EX,,FNT,6.29 - 6.23 X 3.99,GIA,7418968511,4100.0,24.5,3095.5,,,,63.7,58.0,STK,THK,4.5,FACETED,NON,,16.5,38.0,42.5,40.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J100-218029/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J100-218029,https://thnk18.azureedge.net/img/CertImages/7418968511.jpg,,,,CRYSTAL  FEATHER,NONE,PIN POINT BLACK,NONE,100.0
J403-218032,Subject to Prior Sale,ROUND,0.34,F,SI1,EX,EX,EX,,NON,4.47 - 4.44 X 2.80,GIA,6412845629,2000.0,27.5,1450.0,,,,62.8,58.0,MED,STK,4.0,Faceted,NON,,14.5,34.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-218032/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-218032,https://thnk18.azureedge.net/img/CertImages/6412845629.jpg,,,,Crystal,NONE,MEDIUM BLACK,NONE,80.0
J107-218036,Subject to Prior Sale,ROUND,0.6,E,VVS1,EX,EX,EX,,FNT,5.43 - 5.40 X 3.32,GIA,2414842196,5100.0,6.0,4794.0,,,,61.3,61.0,MED,STK,4.0,Faceted,NON,,13.0,33.5,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J107-218036/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J107-218036,https://thnk18.azureedge.net/img/CertImages/2414842196.jpg,,,,Pinpoint,NONE,NONE,NONE,100.0
H386-218044,Subject to Prior Sale,OVAL,1.0,F,SI2,,EX,VG,,NON,7.69 - 5.40 X 3.40,GIA,6415968094,5000.0,27.5,3625.0,,,,63.1,59.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-218044/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-218044,https://thnk18.azureedge.net/img/CertImages/6415968094.jpg,,,,TWINNING WISP  FEATHER  CAVITY  NATURAL,NONE,MINOR BLACK,NONE,80.0
H573-218051,Subject to Prior Sale,PEAR,0.6,I,VS1,,VG,VG,,NON,7.08 - 4.63 X 2.96,GIA,1415870746,2500.0,15.0,2125.0,,,,63.9,59.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H573-218051/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H573-218051,https://thnk18.azureedge.net/img/CertImages/1415870746.jpg,,,,Crystal  Indented Natural  Pinpoint,LIGHT BROWN,NONE,NONE,100.0
