stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
OLNZ5,227860,HK,G,round,0.30,H,VVS1,VG,VG,VG,N,4.21-4.26x2.67,GIA,1398674114,2300,-41.90%,$400.89,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,62.90,35.00,40.80,Cloud  Pinpoint  Internal Graining  Feather,N,2021-07-31,,Arrived,,,NO BGM  no black
MLNZ5,227858,HK,G,round,0.30,H,VVS1,VG,EX,VG,N,4.15-4.19x2.68,GIA,5406340182,2300,-41.90%,$400.89,WH,M0,,,BT0,BC0,EC0,VG,Y,56.00,64.30,37.50,40.20,Pinpoint  Feather,N,2021-09-14,,Arrived,,,NO BGM  no black
LLNZ5,227857,HK,G,round,0.30,H,VVS1,VG,VG,VG,N,4.17-4.21x2.70,GIA,6401219306,2300,-41.40%,$404.34,WH,M0,,,BT0,BC0,EC0,,Y,58.00,64.40,35.50,41.60,Feather,N,2021-09-03,,Arrived,,,NO BGM  no black
JLNZ5,227855,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.31-4.33x2.66,GIA,6401294687,3800,-37.10%,$717.06,WH,M0,,,BT0,BC0,EC0,,Y,57.00,61.50,36.50,40.80,Minor Details of Polish,N,2021-09-20,,Arrived,,,NO BGM  no black
ILNZ5,227854,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.37-4.40x2.59,GIA,1393117047,2300,-34.40%,$452.64,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.00,34.50,40.60,Pinpoint  Internal Graining  Feather,N,2021-06-22,,Arrived,,,NO BGM  no black
HLNZ5,227853,HK,G,round,0.30,H,VVS1,VG,VG,EX,N,4.20-4.24x2.69,GIA,1385091187,2300,-41.70%,$402.27,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.80,36.50,41.20,Pinpoint  Feather,N,2021-05-04,,Arrived,,,NO BGM  no black
FLNZ5,227851,HK,G,round,0.30,D,VVS1,VG,VG,VG,N,4.17-4.22x2.71,GIA,6385844923,3000,-48.90%,$459.90,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.50,36.00,41.20,Internal Graining  Feather,N,2021-05-27,,Arrived,,,NO BGM  no black
DLNZ5,227849,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.30-4.32x2.68,GIA,5403342898,3800,-37.10%,$717.06,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.30,36.50,40.80,Minor Details of Polish,N,2021-09-17,,Arrived,,,NO BGM  no black
ALNZ5,227846,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.33-4.35x2.67,GIA,6402365045,3800,-37.60%,$711.36,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.70,34.00,41.60,Natural  Minor Details of Polish,N,2021-09-16,,Arrived,,,NO BGM  no black
7LNZ5,227843,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.34-4.36x2.65,GIA,1398505169,3800,-37.60%,$711.36,WH,M0,,,BT0,BC0,EC0,,Y,55.00,60.90,33.00,40.80,Minor Details of Polish,N,2021-08-31,,Arrived,,,NO BGM  no black
6LNZ5,227842,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.32-4.35x2.66,GIA,1409294697,3800,-37.10%,$717.06,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,61.40,36.00,40.60,Minor Details of Polish,N,2021-09-10,,Arrived,,,NO BGM  no black
5LNZ5,227841,HK,G,round,0.30,H,VVS1,VG,EX,VG,N,4.15-4.20x2.69,GIA,2387936187,2300,-41.70%,$402.27,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.50,37.50,40.80,Pinpoint  Feather,N,2021-06-04,,Arrived,,,NO BGM  no black
0LNZ5,228825,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.35-4.36x2.59,GIA,7376860763,2300,-35.30%,$446.43,WH,M0,,,BT1,BC0,EC0,,Y,61.00,59.50,33.50,40.80,Feather,N,2021-03-04,,Arrived,,,NO BGM
ZKNZ5,228824,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.25-4.29x2.68,GIA,5373593762,2300,-35.60%,$444.36,WH,M0,,,BT1,BC0,EC0,EX,Y,57.00,62.60,35.00,41.00,Feather  Crystal  Needle  Cavity,N,2021-02-13,,Arrived,,,NO BGM
WKNZ5,228821,HK,G,round,0.30,D,VVS2,EX,EX,EX,N,4.24-4.27x2.65,GIA,2398624970,2800,-36.40%,$534.24,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.40,36.00,41.00,Pinpoint  Cloud  Internal Graining  Indented Natural,N,2021-07-28,,Arrived,,,NO BGM  no black
VKNZ5,228820,HK,G,round,0.40,G,VS1,EX,EX,EX,N,4.70-4.73x2.94,GIA,7381459029,2600,-26.60%,$763.36,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.20,35.00,41.40,Feather,N,2021-04-28,,Arrived,,,NO BGM  no black
UKNZ5,228819,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.27-4.28x2.65,GIA,6381615783,2500,-34.80%,$489.00,WH,M0,,,BT0,BC0,EC0,,Y,56.00,61.90,35.00,40.60,Feather  Pinpoint  Surface Graining,N,2021-05-11,,Arrived,,,NO BGM  no black
SKNZ5,228817,HK,G,round,0.50,G,VVS1,EX,EX,EX,N,5.07-5.09x3.19,GIA,2211708747,4200,-30.10%,$1467.90,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,36.00,41.00,Pinpoint  Indented Natural,N,2021-05-21,,Arrived,,,NO BGM  no black
RKNZ5,228816,HK,G,round,1.00,E,VVS2,EX,EX,EX,N,6.37-6.40x3.96,GIA,2211632802,12800,-29.60%,$9011.20,WH,M0,,,BT0,BC0,EC0,,Y,55.00,62.00,35.00,40.60,Needle  Cloud,N,2021-04-24,,Arrived,,,NO BGM  no black
QKNZ5,228815,HK,G,round,0.50,G,VVS1,EX,EX,EX,N,5.07-5.10x3.16,GIA,6214719782,4200,-30.40%,$1461.60,WH,M0,,,BT0,BC0,EC0,,Y,60.00,62.10,34.00,41.80,Pinpoint  Feather  Indented Natural,N,2021-05-26,,Arrived,,,NO BGM  no black
PKNZ5,228814,HK,G,round,0.50,G,VVS1,EX,EX,EX,F,5.04-5.08x3.13,GIA,2374657442,4200,-36.80%,$1327.20,WH,M0,,,BT0,BC0,EC0,,Y,61.00,61.80,33.50,41.60,Pinpoint  Feather,N,2021-02-19,,Arrived,,,NO BGM  no black
NKNZ5,228812,HK,G,round,0.50,H,VVS1,EX,EX,EX,N,5.08-5.09x3.11,GIA,7382764019,4000,-29.80%,$1404.00,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.20,35.00,40.60,Feather,N,2021-05-25,,Arrived,,,NO BGM  no black
GKNZ5,228805,HK,G,round,0.50,G,VVS1,EX,EX,EX,N,5.13-5.15x3.18,GIA,7383681927,4200,-30.10%,$1467.90,WH,M0,,,BT0,BC0,EC0,,Y,57.00,61.80,33.00,41.80,Pinpoint  Internal Graining,N,2021-05-15,,Arrived,,,NO BGM  no black
FKNZ5,228804,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.30-4.34x2.69,GIA,6385555485,2400,-35.00%,$468.00,WH,M0,,,BT1,BC0,EC0,,Y,56.00,62.20,35.00,41.20,Crystal  Cloud  Feather  Pinpoint,N,2021-05-06,,Arrived,,,NO BGM
CKNZ5,228801,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.24-4.28x2.68,GIA,6382711627,2300,-32.00%,$469.20,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.00,36.50,40.80,Cloud  Needle  Pinpoint,N,2021-05-15,,Arrived,,,NO BGM  no black
BKNZ5,228800,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.24-4.27x2.65,GIA,2397306139,2300,-32.90%,$462.99,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,62.20,36.00,40.80,Crystal  Cloud  Pinpoint,N,2021-07-02,,Arrived,,,NO BGM
AKNZ5,228799,HK,G,round,0.31,F,VS1,EX,EX,EX,N,4.37-4.39x2.64,GIA,2387836851,2300,-34.90%,$464.16,WH,M0,,,BT1,BC0,EC0,,Y,59.00,60.30,33.50,40.80,Cloud  Crystal  Pinpoint,N,2021-05-27,,Arrived,,,NO BGM
8KNZ5,228797,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.24-4.26x2.65,GIA,6382800532,2300,-32.90%,$462.99,WH,M0,,,BT1,BC0,EC0,EX,Y,58.00,62.40,36.00,40.80,Cloud  Needle  Pinpoint,N,2021-05-26,,Arrived,,,NO BGM
7KNZ5,228796,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.29-4.33x2.62,GIA,6382917869,2300,-32.50%,$465.75,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.80,33.50,41.20,Cavity  Pinpoint,N,2021-06-03,,Arrived,,,NO BGM
6KNZ5,228795,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.27-4.30x2.65,GIA,1385219009,2200,-30.70%,$457.38,WH,M0,,,BT1,BC0,EC0,,Y,60.00,61.90,33.00,41.80,Cavity  Needle  Cloud  Pinpoint,N,2021-03-31,,Arrived,,,NO BGM
4KNZ5,228793,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.29-4.32x2.62,GIA,7372599884,2400,-35.60%,$463.68,WH,M0,,,BT1,BC0,EC0,,Y,61.00,60.90,33.50,41.60,Crystal  Feather,N,2021-02-11,,Arrived,,,NO BGM
1KNZ5,228790,HK,G,round,0.50,G,VVS1,EX,EX,EX,N,5.07-5.09x3.17,GIA,2215606457,4200,-30.10%,$1467.90,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.50,35.50,41.20,Pinpoint  Feather,N,2021-04-14,,Arrived,,,NO BGM  no black
ZJNZ5,228788,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.39-4.40x2.63,GIA,6213552574,2500,-35.10%,$486.75,WH,M0,,,BT0,BC0,EC0,VG,Y,58.00,59.70,32.00,41.40,Pinpoint,N,2021-03-24,,Arrived,,,NO BGM  no black
YJNZ5,228787,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.31-4.33x2.68,GIA,2215588199,2500,-35.10%,$486.75,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.90,33.50,41.80,Feather,N,2021-04-09,,Arrived,,,NO BGM  no black
XJNZ5,228786,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.28-4.30x2.68,GIA,5383395318,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,62.40,36.50,40.60,Indented Natural,N,2021-04-22,,Arrived,,,NO BGM  no black
WJNZ5,228785,HK,G,round,0.60,G,VVS2,EX,EX,EX,N,5.41-5.43x3.37,GIA,2215555003,4100,-28.30%,$1763.82,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.20,34.50,41.60,Cloud  Pinpoint  Surface Graining,N,2021-03-25,,Arrived,,,NO BGM  no black
VJNZ5,228784,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.31-4.34x2.69,GIA,6214555214,2500,-35.10%,$486.75,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.20,34.50,41.60,Feather,N,2021-03-25,,Arrived,,,NO BGM  no black
TJNZ5,228782,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.25-4.29x2.64,GIA,7406141263,3800,-37.80%,$709.08,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,61.90,36.00,40.60,Minor Details of Polish,N,2021-09-25,,Arrived,,,NO BGM  no black
QJNZ5,228779,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.29-4.32x2.71,GIA,6401590892,3800,-38.30%,$703.38,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.00,36.00,41.20,0,N,2021-09-30,,Arrived,,,NO BGM  no black
PJNZ5,228778,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.25-4.29x2.67,GIA,2407076713,3800,-37.80%,$709.08,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.50,36.00,40.60,Minor Details of Polish,N,2021-09-18,,Arrived,,,NO BGM  no black
NJNZ5,228776,HK,G,round,0.50,E,IF,EX,EX,EX,N,5.14-5.18x3.06,GIA,7408387614,5400,-30.10%,$1887.30,WH,M0,,,BT0,BC0,EC0,,Y,59.00,59.30,33.00,40.80,Minor Details of Polish,N,2021-09-14,,Arrived,,,NO BGM  no black
KJNZ5,228773,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.68-4.72x2.94,GIA,2404959140,2500,-27.80%,$722.00,WH,M0,,,BT0,BC1,EC0,VG,Y,56.00,62.40,33.00,41.40,Crystal  Cloud,N,2021-10-26,,Arrived,,,NO BGM  table no black
GJNZ5,228769,HK,G,round,0.40,H,VS2,EX,EX,EX,N,4.68-4.71x2.93,GIA,3405984944,2400,-26.30%,$707.52,WH,M0,,,BT1,BC1,EC0,,Y,58.00,62.40,34.00,41.60,Crystal  Feather,N,2021-10-26,,Arrived,,,NO BGM
EJNZ5,228767,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.67-4.71x2.95,GIA,6412033431,2500,-28.40%,$716.00,WH,M0,,,BT1,BC0,EC0,EX,Y,55.00,62.90,36.50,40.60,Cloud  Crystal  Feather,N,2021-10-27,,Arrived,,,NO BGM
DJNZ5,228766,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.72-4.76x2.88,GIA,7408995099,2500,-28.10%,$719.00,WH,M0,,,BT1,BC0,EC0,,Y,60.00,60.80,34.50,41.00,Feather  Crystal,N,2021-10-27,,Arrived,,,NO BGM
AJNZ5,228763,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.67-4.70x2.95,GIA,2406790352,2500,-28.10%,$719.00,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.10,36.50,41.00,Crystal,N,2021-10-16,,Arrived,,,NO BGM
9JNZ5,228762,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.65-4.69x2.96,GIA,2408790597,2500,-26.20%,$738.00,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.40,36.50,41.20,Crystal  Cloud,N,2021-10-16,,Arrived,,,NO BGM
7JNZ5,228760,HK,G,round,0.50,E,IF,EX,EX,EX,N,5.03-5.07x3.18,GIA,1409503336,5400,-30.60%,$1873.80,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,62.90,36.50,40.60,Minor Details of Polish,N,2021-09-22,,Arrived,,,NO BGM  no black
6JNZ5,228759,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.24-4.27x2.68,GIA,6401568633,3800,-37.80%,$709.08,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.00,35.00,41.60,Minor Details of Polish,N,2021-09-27,,Arrived,,,NO BGM  no black
1JNZ5,228754,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.07-5.09x3.16,GIA,5396115852,4600,-32.20%,$1559.40,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.30,35.00,41.20,Crystal  Cloud  Pinpoint,N,2021-06-23,,Arrived,,,NO BGM
ZINZ5,228752,HK,G,round,0.70,H,VVS1,EX,EX,EX,N,5.64-5.68x3.54,GIA,2376980311,5000,-31.60%,$2394.00,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.60,35.50,40.80,Feather  Indented Natural,N,2021-03-15,,Arrived,,,NO BGM  no black
XINZ5,228750,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.67-4.71x2.94,GIA,1395444960,2500,-25.30%,$747.00,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.70,36.00,41.00,Feather  Indented Natural,N,2021-07-12,,Arrived,,,NO BGM  no black
UINZ5,228747,HK,G,round,0.50,D,VS2,EX,EX,EX,N,5.02-5.06x3.19,GIA,6395643502,4200,-30.70%,$1455.30,WH,M0,,,BT0,BC1,EC0,,Y,56.00,63.30,36.50,41.00,Crystal  Feather,N,2021-07-26,,Arrived,,,NO BGM  table no black
RINZ5,228744,HK,G,round,0.30,E,IF,EX,EX,EX,N,4.24-4.28x2.69,GIA,2398885983,3000,-38.10%,$557.10,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.10,36.50,41.00,Surface Graining  Minor Details of Polish,N,2021-08-12,,Arrived,,,NO BGM  no black
PINZ5,228742,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.27-4.30x2.70,GIA,1408719873,3800,-37.80%,$709.08,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,36.00,41.40,Minor Details of Polish,N,2021-10-07,,Arrived,,,NO BGM  no black
OINZ5,228741,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.27-4.30x2.68,GIA,7406706359,3800,-37.80%,$709.08,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.50,35.00,41.60,Minor Details of Polish,N,2021-10-07,,Arrived,,,NO BGM  no black
JINZ5,228736,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.30-4.32x2.64,GIA,5403656848,3800,-38.30%,$703.38,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.20,34.00,41.20,Minor Details of Polish,N,2021-10-04,,Arrived,,,NO BGM  no black
GINZ5,228733,HK,G,round,0.30,D,IF,EX,EX,EX,N,4.35-4.37x2.63,GIA,1403707872,3800,-38.30%,$703.38,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.30,32.50,41.60,Minor Details of Polish,N,2021-10-08,,Arrived,,,NO BGM  no black
EINZ5,228731,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.24-4.28x2.67,GIA,1393473405,2400,-34.70%,$470.16,WH,M0,,,BT1,BC1,EC0,,Y,57.00,62.80,36.50,40.80,Crystal  Cavity  Pinpoint,N,2021-07-13,,Arrived,,,NO BGM
DINZ5,228730,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.24-4.26x2.69,GIA,2396491837,2300,-32.90%,$462.99,WH,M0,,,BT1,BC0,EC0,,Y,56.00,63.40,36.50,41.00,Needle  Feather  Pinpoint,N,2021-07-14,,Arrived,,,NO BGM
BINZ5,228728,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.25-4.29x2.66,GIA,2396530781,2200,-30.00%,$462.00,WH,M0,,,BT1,BC0,EC0,,Y,59.00,62.20,35.50,41.00,Crystal  Pinpoint,N,2021-07-16,,Arrived,,,NO BGM
8INZ5,228725,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.04-5.08x3.15,GIA,1398495998,4600,-31.80%,$1568.60,WH,M0,,,BT1,BC0,EC0,,Y,59.00,62.20,36.00,41.00,Crystal  Pinpoint,N,2021-07-14,,Arrived,,,NO BGM
7INZ5,228724,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.29-4.33x2.61,GIA,7398466005,2400,-35.00%,$468.00,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.70,34.00,40.80,Crystal  Indented Natural  Needle  Pinpoint,N,2021-07-12,,Arrived,,,NO BGM
5INZ5,228722,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.29x2.68,GIA,3385502787,2500,-35.40%,$484.50,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,34.00,41.60,Pinpoint  Feather,N,2021-04-30,,Arrived,,,NO BGM  no black
4INZ5,228721,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.33-4.35x2.63,GIA,2388518725,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.70,32.50,41.40,Indented Natural,N,2021-04-30,,Arrived,,,NO BGM  no black
3INZ5,228720,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.29x2.68,GIA,1389493932,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.70,35.00,41.60,Pinpoint  Indented Natural  Feather,N,2021-04-29,,Arrived,,,NO BGM  no black
2INZ5,228719,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.28-4.32x2.66,GIA,6382652482,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.80,32.50,41.80,Pinpoint  Feather,N,2021-05-13,,Arrived,,,NO BGM  no black
ZHNZ5,228716,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.31-4.32x2.69,GIA,2386611605,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.40,36.50,41.00,Cloud  Pinpoint  Surface Graining,N,2021-05-11,,Arrived,,,NO BGM  no black
YHNZ5,228715,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.30-4.34x2.60,GIA,7381576891,2500,-35.90%,$480.75,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.20,33.50,40.80,Internal Graining  Feather,N,2021-05-08,,Arrived,,,NO BGM  no black
XHNZ5,228714,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.28x2.69,GIA,7386592503,2500,-35.40%,$484.50,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.90,36.50,41.00,Pinpoint,N,2021-05-06,,Arrived,,,NO BGM  no black
VHNZ5,228712,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.33-4.34x2.58,GIA,2394017924,2300,-35.00%,$448.50,WH,M0,,,BT0,BC1,EC0,,Y,61.00,59.60,32.50,40.80,Feather  Crystal,N,2021-06-10,,Arrived,,,NO BGM  table no black
UHNZ5,228711,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.27-4.29x2.69,GIA,6391027547,2400,-34.30%,$473.04,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.70,35.50,41.00,Cloud  Needle,N,2021-06-10,,Arrived,,,NO BGM
SHNZ5,228709,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.28-4.30x2.67,GIA,2396115049,2400,-34.00%,$475.20,WH,M0,,,BT0,BC1,EC0,,Y,58.00,62.30,35.00,41.20,Crystal  Cloud  Needle  Pinpoint,N,2021-06-17,,Arrived,,,NO BGM  table no black
RHNZ5,228708,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.67-4.70x2.93,GIA,7398493460,2500,-24.60%,$754.00,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.60,35.50,41.20,Feather,N,2021-07-14,,Arrived,,,NO BGM  no black
QHNZ5,228707,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.31-4.34x2.65,GIA,5396072119,2600,-36.80%,$492.96,WH,M0,,,BT0,BC0,EC0,,Y,55.00,61.20,33.00,40.80,Cloud  Pinpoint,N,2021-06-15,,Arrived,,,NO BGM  no black
PHNZ5,228706,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.27-4.29x2.68,GIA,1393096254,2700,-38.10%,$501.39,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.60,34.50,41.80,Natural  Minor Details of Polish,N,2021-06-16,,Arrived,,,NO BGM  no black
OHNZ5,228705,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.27-4.30x2.65,GIA,7392097101,2300,-32.10%,$468.51,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.80,34.50,41.20,Crystal,N,2021-06-16,,Arrived,,,NO BGM  no black
NHNZ5,228704,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.27-4.30x2.69,GIA,1398094949,2600,-37.10%,$490.62,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.70,36.00,40.80,Cloud  Pinpoint  Surface Graining,N,2021-06-16,,Arrived,,,NO BGM  no black
MHNZ5,228703,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.23-4.26x2.68,GIA,5393093905,2400,-33.90%,$475.92,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.20,36.50,41.20,Feather  Internal Graining,N,2021-06-15,,Arrived,,,NO BGM  no black
KHNZ5,228701,HK,G,round,0.50,H,VVS1,EX,EX,EX,N,5.04-5.07x3.17,GIA,1395493241,4000,-30.30%,$1394.00,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.80,35.50,41.00,Cloud  Feather  Indented Natural,N,2021-07-14,,Arrived,,,NO BGM  no black
IHNZ5,228699,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.25-4.28x2.67,GIA,2211611551,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.60,36.50,40.60,Cloud,N,2021-04-16,,Arrived,,,NO BGM  no black
HHNZ5,228698,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.29x2.65,GIA,2215639988,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.00,36.00,40.60,Feather  Surface Graining,N,2021-04-26,,Arrived,,,NO BGM  no black
FHNZ5,228696,HK,G,round,0.30,F,IF,EX,EX,EX,N,4.31-4.35x2.61,GIA,2211624617,2900,-38.60%,$534.18,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.20,33.00,41.20,Minor Details of Polish,N,2021-04-21,,Arrived,,,NO BGM  no black
EHNZ5,228695,HK,G,round,0.31,G,IF,EX,EX,EX,N,4.33-4.36x2.66,GIA,6214648265,2700,-40.60%,$497.18,WH,M0,,,BT0,BC0,EC0,,Y,62.00,61.30,33.50,41.60,Minor Details of Polish,N,2021-04-30,,Arrived,,,NO BGM  no black
CHNZ5,228693,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.27-4.30x2.67,GIA,6213646181,2500,-35.90%,$480.75,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.30,36.00,40.60,Cloud  Surface Graining,N,2021-04-29,,Arrived,,,NO BGM  no black
AHNZ5,228691,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.29-4.32x2.67,GIA,2211573366,2500,-35.90%,$480.75,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.00,35.50,41.20,Cloud  Cavity  Feather  Indented Natural,N,2021-03-30,,Arrived,,,NO BGM  no black
9HNZ5,228690,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.31-4.34x2.64,GIA,6213568154,2500,-35.60%,$483.00,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.00,34.50,41.20,Pinpoint  Needle  Chip,N,2021-04-01,,Arrived,,,NO BGM  no black
8HNZ5,228689,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.27-4.28x2.67,GIA,7381402888,2300,-34.80%,$449.88,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.50,35.50,41.20,Crystal  Cloud  Feather,N,2021-04-21,,Arrived,,,NO BGM  no black
7HNZ5,228688,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.25-4.28x2.66,GIA,5211728423,2600,-36.60%,$494.52,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.30,36.00,40.60,Cloud  Pinpoint,N,2021-05-27,,Arrived,,,NO BGM  no black
5HNZ5,228686,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.28-4.31x2.65,GIA,6382635035,2400,-34.80%,$469.44,WH,M0,,,BT0,BC1,EC0,,Y,59.00,61.80,34.50,41.40,Crystal  Feather,N,2021-05-13,,Arrived,,,NO BGM  table no black
4HNZ5,228685,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.32-4.34x2.68,GIA,5212762580,2700,-35.80%,$520.02,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.80,33.50,41.80,Pinpoint  Feather  Indented Natural,N,2021-06-11,,Arrived,,,NO BGM  no black
