stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
DUOZ5,229731,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.27-4.29x2.68,GIA,6401431384,2200,-33.30%,$440.22,WH,M0,,,BT1,BC1,EC0,EX,Y,56.00,62.50,36.00,40.80,Cloud  Crystal,N,2021-09-16,,Arrived,,,NO BGM
CUOZ5,229730,HK,G,round,0.30,H,VS2,EX,EX,EX,N,4.28-4.30x2.67,GIA,7398389521,2000,-28.10%,$431.40,WH,M0,,,BT1,BC1,EC0,,Y,56.00,62.30,35.00,40.60,Crystal,N,2021-08-23,,Arrived,,,NO BGM
BUOZ5,229729,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.26-4.29x2.65,GIA,1395526236,2200,-33.30%,$440.22,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,62.00,35.00,41.00,Crystal  Feather  Cloud,N,2021-07-17,,Arrived,,,NO BGM
AUOZ5,229728,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.37-4.40x2.61,GIA,1398733344,2100,-27.70%,$455.49,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.60,33.50,41.20,Feather,N,2021-08-03,,Arrived,,,NO BGM  no black
9UOZ5,229727,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.28-4.31x2.66,GIA,7396143184,2100,-28.10%,$452.97,WH,M0,,,BT1,BC1,EC0,,Y,59.00,61.90,33.50,41.60,Needle,N,2021-07-22,,Arrived,,,NO BGM
8UOZ5,229726,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.24-4.27x2.68,GIA,2404286838,2300,-34.80%,$449.88,WH,M0,,,BT1,BC0,EC0,EX,Y,55.00,63.00,36.50,40.60,Cloud  Crystal,N,2021-09-10,,Arrived,,,NO BGM
7UOZ5,229725,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.33-4.36x2.63,GIA,1405718763,2400,-34.40%,$472.32,WH,M0,,,BT1,BC0,EC0,,Y,60.00,60.50,31.50,41.80,Feather  Pinpoint  Needle,N,2021-10-06,,Arrived,,,NO BGM
6UOZ5,229724,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.31-4.33x2.63,GIA,2407651904,2300,-31.60%,$471.96,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.90,32.50,41.60,Indented Natural,N,2021-10-02,,Arrived,,,NO BGM  no black
5UOZ5,229723,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.37-4.40x2.58,GIA,2407623243,2300,-31.60%,$471.96,WH,M0,,,BT0,BC0,EC0,,Y,60.00,58.90,32.00,41.00,Feather  Pinpoint,N,2021-09-30,,Arrived,,,NO BGM  no black
4UOZ5,229722,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.30-4.32x2.67,GIA,5406530100,2200,-33.00%,$442.20,WH,M0,,,BT1,BC0,EC0,,Y,56.00,61.80,33.00,41.60,Feather,N,2021-09-23,,Arrived,,,NO BGM
3UOZ5,229721,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.30-4.32x2.61,GIA,7392008314,2400,-34.50%,$471.60,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.60,33.50,41.00,Crystal  Feather,N,2021-06-10,,Arrived,,,NO BGM
2UOZ5,229720,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.33-4.36x2.60,GIA,2404403079,2400,-34.80%,$469.44,WH,M0,,,BT1,BC1,EC0,,Y,59.00,59.80,32.00,41.00,Crystal,N,2021-09-17,,Arrived,,,NO BGM
1UOZ5,229719,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.32-4.36x2.61,GIA,2407306966,2400,-35.10%,$467.28,WH,M0,,,BT1,BC1,EC0,,Y,55.00,60.20,32.00,40.80,Crystal,N,2021-09-07,,Arrived,,,NO BGM
0UOZ5,229718,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.35-4.37x2.60,GIA,5406511483,2400,-34.20%,$473.76,WH,M0,,,BT0,BC1,EC0,,Y,60.00,59.60,32.50,41.00,Feather  Crystal,N,2021-09-23,,Arrived,,,NO BGM  table no black
ZTOZ5,229717,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.33-4.35x2.61,GIA,2407501668,2400,-34.80%,$469.44,WH,M0,,,BT1,BC1,EC0,VG,Y,59.00,60.20,32.50,41.20,Crystal  Indented Natural,N,2021-09-22,,Arrived,,,NO BGM
YTOZ5,229716,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.39-4.41x2.60,GIA,6391827314,2200,-33.00%,$442.20,WH,M0,,,BT1,BC0,EC0,,Y,59.00,59.10,31.50,41.00,Cloud  Crystal,N,2021-08-09,,Arrived,,,NO BGM
XTOZ5,229715,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.25-4.27x2.66,GIA,7406502657,2200,-33.30%,$440.22,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.50,36.50,40.80,Crystal  Cloud,VS,2021-09-22,,Arrived,,,NO BGM
WTOZ5,229714,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.28-4.30x2.69,GIA,2406453047,2200,-33.30%,$440.22,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.70,36.00,41.00,Crystal,N,2021-09-20,,Arrived,,,NO BGM
VTOZ5,229713,HK,G,round,0.31,K,VS1,EX,EX,EX,N,4.33-4.35x2.73,GIA,3385592585,1500,-36.10%,$297.14,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.90,36.50,40.80,Crystal  Cloud  Needle,N,2021-06-10,,Arrived,,,NO BGM  no black
UTOZ5,229712,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.28-4.31x2.66,GIA,6405324848,2200,-33.00%,$442.20,WH,M0,,,BT1,BC1,EC0,,Y,59.00,62.00,36.00,41.00,Cloud  Crystal,N,2021-09-14,,Arrived,,,NO BGM
TTOZ5,229711,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.27-4.29x2.64,GIA,7402302329,2300,-33.50%,$458.85,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.70,35.50,41.20,Cloud,N,2021-09-09,,Arrived,,,NO BGM  no black
STOZ5,229710,HK,G,round,0.30,F,VS2,VG,VG,VG,N,4.31-4.36x2.58,GIA,7393568232,2200,-41.80%,$384.12,WH,M0,,,BT1,BC1,EC0,,Y,60.00,59.60,32.50,40.80,Feather  Crystal,VS,2021-08-31,,Arrived,,,NO BGM
RTOZ5,229709,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.38-4.40x2.65,GIA,1395403195,2300,-34.80%,$449.88,WH,M0,,,BT1,BC1,EC0,,Y,59.00,60.30,32.00,41.80,Crystal  Cloud  Feather,N,2021-08-21,,Arrived,,,NO BGM
QTOZ5,229708,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.38-4.40x2.59,GIA,1405089943,2300,-34.80%,$449.88,WH,M0,,,BT1,BC0,EC0,,Y,59.00,58.90,32.00,40.80,Crystal  Cloud  Feather,VS,2021-08-25,,Arrived,,,NO BGM
PTOZ5,229707,HK,G,round,0.31,F,VS1,EX,EX,EX,N,4.33-4.35x2.67,GIA,3395523472,2300,-34.40%,$467.73,WH,M0,,,BT1,BC0,EC0,EX,Y,58.00,61.50,36.00,40.60,Crystal  Cloud,N,2021-07-16,,Arrived,,,NO BGM
OTOZ5,229706,HK,G,round,0.30,G,VS2,EX,EX,EX,N,4.32-4.34x2.59,GIA,1383907582,2100,-30.40%,$438.48,WH,M0,,,BT1,BC1,EC0,,Y,60.00,59.80,33.00,40.80,Crystal,N,2021-06-02,,Arrived,,,NO BGM
NTOZ5,229705,HK,G,round,0.30,H,VS2,EX,EX,EX,F,4.34-4.37x2.62,GIA,6391375170,2000,-36.80%,$379.20,WH,M0,,,BT1,BC0,EC0,EX,Y,58.00,60.20,33.00,41.00,Feather  Crystal,N,2021-07-07,,Arrived,,,NO BGM
MTOZ5,229704,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.36-4.38x2.63,GIA,6392256609,2300,-34.00%,$455.40,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.20,33.00,41.20,Crystal  Cloud  Feather,N,2021-06-29,,Arrived,,,NO BGM  no black
LTOZ5,229703,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.34-4.36x2.63,GIA,2407675619,2500,-33.60%,$498.00,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.40,32.00,41.40,Cloud  Pinpoint,N,2021-10-28,,Arrived,,,NO BGM  no black
KTOZ5,229702,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.27-4.30x2.69,GIA,1408827245,2600,-36.70%,$493.74,WH,M0,,,BT1,BC0,EC0,,Y,56.00,62.70,34.50,41.20,Needle  Cloud  Pinpoint,N,2021-10-12,,Arrived,,,NO BGM
JTOZ5,229701,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.27-4.29x2.68,GIA,2408375806,2600,-35.80%,$500.76,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.60,35.00,41.40,Feather  Indented Natural,N,2021-10-11,,Arrived,,,NO BGM  no black
ITOZ5,229700,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.33-4.35x2.70,GIA,2407480199,2500,-33.80%,$496.50,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.30,34.00,41.60,Pinpoint  Cloud,N,2021-09-21,,Arrived,,,NO BGM  no black
HTOZ5,229699,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.27-4.29x2.66,GIA,1409422865,2500,-34.10%,$494.25,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.20,36.50,40.60,Cloud  Needle  Pinpoint  Indented Natural,N,2021-09-18,,Arrived,,,NO BGM  no black
GTOZ5,229698,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.25-4.28x2.69,GIA,5406422129,2500,-33.60%,$498.00,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.20,34.50,41.80,Needle  Pinpoint,N,2021-09-18,,Arrived,,,NO BGM  no black
FTOZ5,229697,HK,G,round,0.30,E,VVS1,EX,EX,EX,N,4.29-4.32x2.68,GIA,1405464313,2800,-35.90%,$538.44,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.20,34.50,41.80,Pinpoint  Cavity,N,2021-09-20,,Arrived,,,NO BGM  no black
ETOZ5,229696,HK,G,round,0.30,F,IF,EX,EX,EX,N,4.33-4.36x2.66,GIA,5403420701,2900,-38.10%,$538.53,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.30,32.50,41.80,Natural  Minor Details of Polish,N,2021-09-18,,Arrived,,,NO BGM  no black
DTOZ5,229361,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.26-4.29x2.65,GIA,1403947735,2200,-31.80%,$450.12,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.00,35.50,40.60,Needle  Feather  Pinpoint,N,2021-10-25,,Arrived,,,NO BGM  no black
CTOZ5,229367,HK,G,round,0.30,H,VS2,EX,EX,EX,N,4.27-4.30x2.67,GIA,2404829128,2000,-26.30%,$442.20,WH,M0,,,,,EC0,,Y,58.00,62.40,34.50,41.40,Feather  Crystal,N,2021-10-13,,Arrived,,,NO BGM
BTOZ5,229682,HK,G,round,0.30,H,VS2,EX,EX,EX,N,4.33-4.35x2.66,GIA,2407264366,2000,-26.30%,$442.20,WH,M0,,,,,EC0,,Y,57.00,61.20,33.00,40.80,Crystal  Feather,N,2021-09-08,,Arrived,,,NO BGM
ATOZ5,229687,HK,G,round,0.30,H,VS2,EX,EX,EX,N,4.26-4.28x2.67,GIA,6405281195,2000,-26.80%,$439.20,WH,M0,,,,,EC0,,Y,57.00,62.50,35.00,41.20,Crystal  Cloud,N,2021-09-21,,Arrived,,,NO BGM
9TOZ5,229364,HK,G,round,0.30,H,VS1,VG,VG,VG,N,4.19-4.24x2.69,GIA,1419212709,2100,-35.00%,$409.50,WH,M0,,,,,EC0,,Y,58.00,63.80,33.50,41.80,Feather  Needle,N,2021-11-10,,Arrived,,,NO BGM
8TOZ5,229365,HK,G,round,0.30,H,VS1,VG,VG,VG,N,4.25-4.29x2.58,GIA,2418210277,2100,-35.40%,$406.98,WH,M0,,,,,EC0,,Y,60.00,60.30,32.50,40.20,Feather  Needle  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
7TOZ5,229363,HK,G,round,0.30,H,VS1,VG,VG,VG,N,4.16-4.20x2.68,GIA,7416214701,2100,-35.40%,$406.98,WH,M0,,,,,EC0,,Y,56.00,64.10,37.50,40.00,Feather  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
6TOZ5,229362,HK,G,round,0.30,H,VS1,VG,EX,EX,N,4.17-4.20x2.68,GIA,7401941381,2100,-35.80%,$404.46,WH,M0,,,,,EC0,,Y,60.00,64.10,36.50,41.20,Feather  Cloud  Pinpoint,N,2021-10-25,,Arrived,,,NO BGM
5TOZ5,229366,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.28-4.31x2.66,GIA,3415004041,2100,-27.10%,$459.27,WH,M0,,,,,EC0,,Y,59.00,62.00,34.50,41.20,Feather,N,2021-10-27,,Arrived,,,NO BGM
3TOZ5,229675,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.25-4.29x2.65,GIA,1405458642,2100,-27.90%,$454.23,WH,M0,,,,,EC0,,Y,59.00,62.10,35.00,41.20,Crystal  Cloud  Needle  Pinpoint,N,2021-09-21,,Arrived,,,NO BGM
2TOZ5,229351,HK,G,round,0.30,G,VVS2,VG,VG,VG,N,4.19-4.22x2.68,GIA,1418032298,2300,-40.40%,$411.24,WH,M0,,,BT0,BC0,EC0,,Y,60.00,63.80,35.00,41.60,Cloud  Needle  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM  no black
1TOZ5,229352,HK,G,round,0.30,G,VVS2,EX,EX,EX,N,4.28-4.30x2.63,GIA,2407599443,2300,-32.10%,$468.51,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.40,34.50,40.80,Pinpoint  Feather,N,2021-09-29,,Arrived,,,NO BGM  no black
0TOZ5,229350,HK,G,round,0.30,G,VVS1,VG,VG,VG,N,4.31-4.35x2.60,GIA,2406512210,2500,-43.60%,$423.00,WH,M0,,,BT0,BC0,EC0,,Y,57.00,60.00,33.50,40.20,Feather  Cavity,N,2021-09-24,,Arrived,,,NO BGM  no black
ZSOZ5,229358,HK,G,round,0.30,G,VS1,VG,VG,VG,N,4.17-4.19x2.68,GIA,1417215350,2200,-37.30%,$413.82,WH,M0,,,,,EC0,EX,Y,56.00,64.10,35.50,40.80,Crystal  Feather  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
YSOZ5,229354,HK,G,round,0.30,G,VS1,VG,VG,VG,N,4.16-4.20x2.65,GIA,2417210207,2200,-36.90%,$416.46,WH,M0,,,,,EC0,,Y,58.00,63.20,37.50,40.00,Crystal  Feather  Cloud,N,2021-11-10,,Arrived,,,NO BGM
XSOZ5,229356,HK,G,round,0.30,G,VS1,VG,VG,EX,N,4.20-4.23x2.67,GIA,1419214424,2200,-36.90%,$416.46,WH,M0,,,,,EC0,,Y,59.00,63.30,35.50,41.00,Cloud  Needle  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
VSOZ5,229357,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.29-4.32x2.66,GIA,1403937646,2200,-28.30%,$473.22,WH,M0,,,,,EC0,EX,Y,58.00,61.80,35.50,40.80,Feather,N,2021-10-26,,Arrived,,,NO BGM
USOZ5,229360,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.25-4.28x2.66,GIA,1409829202,2200,-29.50%,$465.30,WH,M0,,,,,EC0,EX,Y,56.00,62.30,35.50,40.60,Crystal  Cloud  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM
TSOZ5,229685,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.29-4.31x2.66,GIA,2404700612,2200,-29.10%,$467.94,WH,M0,,,,,EC0,,Y,59.00,61.80,35.00,41.20,Crystal  Cloud  Feather  Pinpoint,N,2021-10-11,,Arrived,,,NO BGM
SSOZ5,229673,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.30-4.33x2.65,GIA,6402470432,2200,-29.10%,$467.94,WH,M0,,,,,EC0,VG,Y,59.00,61.40,35.00,40.80,Crystal  Cloud,N,2021-09-22,,Arrived,,,NO BGM
RSOZ5,229674,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.24-4.28x2.66,GIA,3395189816,2200,-29.10%,$467.94,WH,M0,,,,,EC0,EX,Y,57.00,62.40,35.00,41.00,Crystal  Cloud,N,2021-06-23,,Arrived,,,NO BGM
QSOZ5,229338,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.16-4.21x2.69,GIA,6411212458,2500,-44.60%,$415.50,WH,M0,,,BT0,BC0,EC0,,Y,58.00,64.30,35.50,41.40,Indented Natural  Pinpoint  Natural,N,2021-11-11,,Arrived,,,NO BGM  no black
PSOZ5,229334,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.18-4.23x2.69,GIA,7418031651,2500,-44.60%,$415.50,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.00,35.50,41.00,Feather  Indented Natural,N,2021-10-29,,Arrived,,,NO BGM  no black
OSOZ5,229337,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.15-4.19x2.66,GIA,2416031237,2500,-44.10%,$419.25,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,63.70,37.50,40.40,Feather  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM  no black
NSOZ5,229343,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.22-4.25x2.67,GIA,1405822139,2500,-44.10%,$419.25,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.00,37.00,41.00,Feather  Pinpoint,N,2021-10-19,,Arrived,,,NO BGM  no black
MSOZ5,229340,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.19-4.22x2.68,GIA,1408702084,2500,-44.10%,$419.25,WH,M0,,,BT0,BC0,EC0,VG,Y,57.00,63.70,37.50,40.20,Pinpoint  Cavity,N,2021-10-19,,Arrived,,,NO BGM  no black
LSOZ5,229336,HK,G,round,0.30,F,VVS2,VG,EX,EX,N,4.18-4.20x2.67,GIA,2404693575,2500,-44.60%,$415.50,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,63.70,37.00,40.60,Needle  Pinpoint  Cloud  Indented Natural,N,2021-10-19,,Arrived,,,NO BGM  no black
KSOZ5,229333,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.13-4.18x2.68,GIA,2407609253,2500,-44.30%,$417.75,WH,M0,,,BT0,BC0,EC0,,Y,58.00,64.50,37.50,40.60,Indented Natural  Cloud  Pinpoint,N,2021-09-30,,Arrived,,,NO BGM  no black
JSOZ5,229339,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.16-4.20x2.69,GIA,1403515277,2500,-44.10%,$419.25,WH,M0,,,BT0,BC0,EC0,,Y,58.00,64.30,36.50,41.40,Needle  Pinpoint,N,2021-09-27,,Arrived,,,NO BGM  no black
ISOZ5,229335,HK,G,round,0.30,F,VVS2,VG,VG,VG,N,4.24-4.27x2.66,GIA,1409274554,2500,-44.30%,$417.75,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.60,33.50,41.60,Indented Natural  Cloud,N,2021-09-08,,Arrived,,,NO BGM  no black
ESOZ5,229312,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.30-4.32x2.62,GIA,7418193129,2700,-34.30%,$532.17,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,60.80,33.50,41.00,Feather,N,2021-11-10,,Arrived,,,NO BGM  no black
CSOZ5,229308,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.25-4.28x2.64,GIA,1418220960,2700,-34.80%,$528.12,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.90,35.00,40.60,Pinpoint  Cloud  Feather  Surface Graining,N,2021-11-10,,Arrived,,,NO BGM  no black
BSOZ5,229315,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.29-4.32x2.65,GIA,2417221572,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.60,33.50,41.60,Pinpoint  Feather,N,2021-11-11,,Arrived,,,NO BGM  no black
ASOZ5,229320,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.31-4.34x2.63,GIA,1419221807,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.80,33.00,41.40,Feather,N,2021-11-15,,Arrived,,,NO BGM  no black
7SOZ5,229310,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.28-4.31x2.67,GIA,7401947848,2700,-34.30%,$532.17,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.10,34.50,41.40,Feather,N,2021-10-27,,Arrived,,,NO BGM  no black
5SOZ5,229325,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.25-4.28x2.66,GIA,2407937830,2700,-34.80%,$528.12,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.30,35.50,40.60,Pinpoint  Feather,N,2021-10-23,,Arrived,,,NO BGM  no black
3SOZ5,229309,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.29-4.31x2.69,GIA,6415030227,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.50,35.00,41.40,Feather  Chip,N,2021-10-27,,Arrived,,,NO BGM  no black
0SOZ5,229331,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.31-4.34x2.64,GIA,2418033532,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.00,33.00,41.20,Pinpoint  Cavity,N,2021-10-28,,Arrived,,,NO BGM  no black
XROZ5,229330,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.29-4.32x2.67,GIA,1407805337,2700,-34.80%,$528.12,WH,M0,,,BT0,BC0,EC0,,Y,56.00,61.90,34.00,40.80,Pinpoint  Cavity,N,2021-10-20,,Arrived,,,NO BGM  no black
WROZ5,229329,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.27-4.30x2.68,GIA,2407804474,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.40,34.00,41.20,Feather  Chip,N,2021-10-21,,Arrived,,,NO BGM  no black
VROZ5,229319,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.25-4.28x2.66,GIA,3405700895,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.40,35.50,41.20,Pinpoint  Surface Graining,N,2021-10-11,,Arrived,,,NO BGM  no black
UROZ5,229324,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.36-4.38x2.62,GIA,7402707018,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.10,33.00,41.00,Pinpoint  Cloud,N,2021-10-11,,Arrived,,,NO BGM  no black
SROZ5,229316,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.32-4.34x2.63,GIA,1408597957,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.80,33.50,41.00,Indented Natural,N,2021-09-30,,Arrived,,,NO BGM  no black
RROZ5,229328,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.33-4.36x2.67,GIA,7402597908,2700,-34.30%,$532.17,WH,M0,,,BT0,BC0,EC0,VG,Y,58.00,61.40,33.00,41.40,Feather,N,2021-09-28,,Arrived,,,NO BGM  no black
QROZ5,229327,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.26-4.29x2.67,GIA,5403599324,2700,-34.30%,$532.17,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.60,34.50,41.40,Feather,N,2021-09-29,,Arrived,,,NO BGM  no black
PROZ5,229326,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.28-4.31x2.66,GIA,2406239220,2700,-34.60%,$529.74,WH,M0,,,BT0,BC0,EC0,VG,Y,57.00,61.90,33.00,41.40,Feather  Cavity,N,2021-10-09,,Arrived,,,NO BGM  no black
OROZ5,229348,HK,G,round,0.30,F,VS1,VG,VG,VG,N,4.17-4.21x2.68,GIA,1413030211,2300,-39.20%,$419.52,WH,M0,,,,,EC0,,Y,56.00,64.00,37.50,40.00,Feather,N,2021-10-27,,Arrived,,,NO BGM
NROZ5,229345,HK,G,round,0.30,F,VS1,VG,VG,VG,N,4.23-4.27x2.62,GIA,2406864111,2300,-39.60%,$416.76,WH,M0,,,,,EC0,,Y,60.00,61.70,35.00,40.80,Feather  Pinpoint,N,2021-10-21,,Arrived,,,NO BGM
MROZ5,229347,HK,G,round,0.30,F,VS1,VG,EX,VG,N,4.15-4.19x2.66,GIA,1403863759,2300,-40.00%,$414.00,WH,M0,,,,,EC0,,Y,60.00,63.90,37.00,40.80,Cloud  Crystal  Needle,N,2021-10-20,,Arrived,,,NO BGM
LROZ5,229349,HK,G,round,0.30,F,VS1,VG,EX,VG,N,4.20-4.23x2.65,GIA,2406866968,2300,-39.60%,$416.76,WH,M0,,,,,EC0,VG,Y,59.00,62.90,35.50,40.80,Cloud  Feather  Needle  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM
KROZ5,229346,HK,G,round,0.30,F,VS1,VG,VG,VG,N,4.15-4.19x2.68,GIA,1403692110,2300,-40.00%,$414.00,WH,M0,,,,,EC0,EX,Y,57.00,64.20,37.00,40.40,Cloud  Pinpoint  Needle  Indented Natural,N,2021-10-19,,Arrived,,,NO BGM
JROZ5,229230,HK,G,round,0.30,E,VVS2,VG,EX,EX,N,4.19-4.22x2.69,GIA,6411203564,2600,-44.60%,$432.12,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,63.90,36.00,40.80,Needle,N,2021-11-09,,Arrived,,,NO BGM  no black
IROZ5,229222,HK,G,round,0.30,E,VVS2,VG,EX,EX,N,4.17-4.19x2.67,GIA,1419213147,2600,-44.60%,$432.12,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,63.80,37.50,40.20,Pinpoint,N,2021-11-11,,Arrived,,,NO BGM  no black
HROZ5,229231,HK,G,round,0.30,E,VVS2,VG,VG,VG,N,4.13-4.19x2.68,GIA,6415053785,2600,-44.90%,$429.78,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,64.60,37.00,40.60,Feather  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM  no black
DROZ5,229219,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.26-4.29x2.66,GIA,6412031743,2600,-43.90%,$437.58,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.30,34.50,41.40,Cloud  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM  no black
CROZ5,229223,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.33-4.36x2.63,GIA,6401947669,2600,-43.60%,$439.92,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.50,33.00,41.40,Feather,N,2021-10-26,,Arrived,,,NO BGM  no black
AROZ5,229242,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.28-4.30x2.66,GIA,1403936278,2600,-44.10%,$436.02,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.00,34.00,41.40,Feather  Internal Graining,N,2021-10-28,,Arrived,,,NO BGM  no black
