stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10250329,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.3x4.27x2.67,GIA,5406454930,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,59.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250328,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.29x4.26x2.66,GIA,7401976733,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,60.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250327,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.3x4.27x2.66,GIA,6412545286,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,56.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250326,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.32x4.3x2.63,GIA,6411550009,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,61.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250325,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.29x4.26x2.67,GIA,2414551493,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250324,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.31x4.28x2.69,GIA,1418635218,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250323,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.3x4.28x2.65,GIA,7412587343,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,60.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250322,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.29x4.26x2.67,GIA,2417506791,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250321,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.28x4.24x2.66,GIA,1415511232,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250320,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.28x4.25x2.68,GIA,6415464493,2100,-29.70%,$442.89,WH,M0,,,,,EC0,,Y,55.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250319,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.31x4.28x2.69,GIA,7408868827,2100,-29.90%,$441.63,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250318,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.28x4.25x2.67,GIA,2407985286,2100,-29.90%,$441.63,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250317,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.21x4.18x2.65,GIA,1403987709,2100,-38.60%,$386.82,WH,M0,,,,,EC0,,Y,60.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250316,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.28x4.25x2.67,GIA,7418314347,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250315,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.27x4.23x2.66,GIA,1409747868,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250314,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.37x4.34x2.61,GIA,1405728669,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,59.00,60.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250313,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.29x4.25x2.66,GIA,2416009745,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250312,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.29x4.26x2.68,GIA,6411290827,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250311,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.27x4.24x2.64,GIA,1415623773,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,60.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250310,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.29x4.27x2.66,GIA,7411618831,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,56.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250309,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.3x4.27x2.68,GIA,6415545786,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250308,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.28x4.25x2.67,GIA,2418614673,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250307,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.31x4.28x2.68,GIA,6411612184,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250306,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.29x4.26x2.67,GIA,6402872337,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250305,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.3x4.27x2.69,GIA,6405729766,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250304,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.32x4.29x2.65,GIA,6405747314,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,59.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250303,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.28x4.25x2.65,GIA,6402790125,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,58.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250302,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.3x4.27x2.64,GIA,1419580655,2200,-29.80%,$463.32,WH,M0,,,,,EC0,,Y,60.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250301,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.25-4.28x2.67,GIA,2414142337,2300,-33.00%,$462.30,WH,M0,,,,,EC0,N,Y,57.00,62.60,36.00,41.20,"Pinpoint  Feather  Cloud",N,2021-11-06,Y,,,,"NO BGM and 100%EC"
10250300,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.25-4.28x2.67,GIA,2417038923,2300,-33.00%,$462.30,WH,M0,,,,,EC0,N,Y,57.00,62.60,36.50,40.80,Pinpoint,N,2021-10-31,Y,,,,"NO BGM and 100%EC"
10250299,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.28-4.31x2.69,GIA,2414142167,2300,-33.00%,$462.30,WH,M0,,,,,EC0,N,Y,56.00,62.60,33.50,41.60,"Cloud  Pinpoint  Feather",N,2021-11-06,Y,,,,"NO BGM and 100%EC"
10250298,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.25-4.28x2.69,GIA,7416040769,2300,-33.00%,$462.30,WH,M0,,,,,EC0,N,Y,56.00,63.10,36.00,41.00,"Cloud  Pinpoint",N,2021-10-28,Y,,,,"NO BGM and 100%EC"
10250297,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.27x4.24x2.67,GIA,2406880521,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250296,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.26x4.24x2.66,GIA,2417472868,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250295,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.27x4.24x2.67,GIA,7402932067,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250294,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.27x4.24x2.65,GIA,6412498242,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250293,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.27x4.24x2.66,GIA,2417473626,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,55.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250292,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.29x4.25x2.67,GIA,1418538251,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250291,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.3x4.27x2.63,GIA,1413316335,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,60.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250290,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.3x4.27x2.68,GIA,5413315398,2300,-34.00%,$455.40,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250289,INDIA,G,round,0.30,F,SI1,VG,VG,VG,N,4.21x4.15x2.66,GIA,2408734464,2000,-37.90%,$372.60,WH,M0,,,,,EC0,,Y,58.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250288,INDIA,G,round,0.30,F,SI1,VG,EX,VG,N,4.22x4.18x2.68,GIA,1403693646,2000,-37.90%,$372.60,WH,M0,,,,,EC0,,Y,58.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250287,INDIA,G,round,0.30,F,SI1,GD,VG,VG,N,4.12x4.08x2.69,GIA,1413415086,2000,-47.20%,$316.80,WH,M0,,,,,EC0,,Y,59.00,65.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250286,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.28x4.25x2.67,GIA,2414580025,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250285,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.27x4.23x2.65,GIA,7402692867,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250284,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.27x4.24x2.67,GIA,6415460004,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250283,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.29x4.26x2.67,GIA,2416462594,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250282,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.28x4.25x2.67,GIA,6411537901,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250281,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.27x4.24x2.67,GIA,2416503261,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,56.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250280,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.3x4.27x2.65,GIA,7416560490,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,60.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250279,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.27x4.24x2.67,GIA,2417533434,2200,-32.80%,$443.52,WH,M0,,,,,EC0,,Y,56.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250278,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.27x4.24x2.66,GIA,5416580011,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250277,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.27x4.24x2.67,GIA,1413407316,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,56.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250276,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.28x4.25x2.67,GIA,5413510746,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250275,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.29x4.26x2.67,GIA,6412319711,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250274,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.33x4.3x2.6,GIA,1418292012,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,60.00,60.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250273,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.37x4.34x2.59,GIA,5413500531,2300,-33.00%,$462.30,WH,M0,,,,,EC0,,Y,61.00,59.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250272,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.28x4.25x2.66,GIA,2416272528,2300,-33.80%,$456.78,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250271,INDIA,G,round,0.30,F,VVS2,EX,EX,EX,N,4.38x4.36x2.61,GIA,3405877000,2500,-36.20%,$478.50,WH,M0,,,,,EC0,,Y,58.00,59.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250270,INDIA,G,round,0.30,E,VS1,EX,EX,EX,N,4.28x4.26x2.67,GIA,1419059097,2400,-34.20%,$473.76,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250269,INDIA,G,round,0.30,E,VS1,EX,EX,EX,N,4.3x4.26x2.67,GIA,6411057647,2400,-34.20%,$473.76,WH,M0,,,,,EC0,,Y,56.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250268,INDIA,G,round,0.30,E,VS1,EX,EX,EX,N,4.39x4.36x2.6,GIA,6401694321,2400,-34.20%,$473.76,WH,M0,,,,,EC0,,Y,59.00,59.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250267,INDIA,G,round,0.30,E,VS1,EX,EX,EX,N,4.28x4.25x2.66,GIA,6401925464,2400,-34.20%,$473.76,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250266,INDIA,G,round,0.30,E,VVS2,EX,EX,EX,N,4.34x4.31x2.59,GIA,1405807314,2600,-36.50%,$495.30,WH,M0,,,,,EC0,,Y,59.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250265,INDIA,G,round,0.30,E,VVS2,EX,EX,EX,N,4.28x4.25x2.66,GIA,1415421614,2600,-36.50%,$495.30,WH,M0,,,,,EC0,,Y,59.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250264,INDIA,G,round,0.30,E,VVS2,EX,EX,EX,N,4.28x4.25x2.67,GIA,2416299868,2600,-36.50%,$495.30,WH,M0,,,,,EC0,,Y,59.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250263,INDIA,G,round,0.30,E,VVS2,EX,EX,EX,N,4.27x4.25x2.66,GIA,3415184529,2600,-36.50%,$495.30,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250262,INDIA,G,round,0.30,E,VVS2,EX,EX,EX,N,4.28x4.25x2.67,GIA,5416408529,2600,-36.50%,$495.30,WH,M0,,,,,EC0,,Y,55.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250261,INDIA,G,round,0.30,D,VS2,EX,EX,EX,F,4.25-4.28x2.68,GIA,2417420418,2400,-43.20%,$408.96,WH,M0,,,,,EC0,N,Y,56.00,62.80,36.50,40.80,"Crystal  Feather",N,2021-11-25,Y,,,,"NO BGM and 100%EC"
10250260,INDIA,G,round,0.30,D,VS2,EX,EX,EX,N,4.28x4.25x2.68,GIA,5416508220,2400,-36.10%,$460.08,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250259,INDIA,G,round,0.30,D,VS2,EX,EX,EX,N,4.29x4.26x2.67,GIA,3415462629,2400,-36.10%,$460.08,WH,M0,,,,,EC0,,Y,60.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250258,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.29x4.26x2.65,GIA,2406879464,2600,-35.00%,$507.00,WH,M0,,,,,EC0,,Y,58.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250257,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.32x4.3x2.61,GIA,7408796685,2600,-35.30%,$504.66,WH,M0,,,,,EC0,,Y,60.00,60.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250256,INDIA,G,round,0.31,I,VS1,EX,EX,EX,N,4.38x4.36x2.64,GIA,2211955151,2000,-35.50%,$399.90,WH,M0,,,,,EC0,,Y,60.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250255,INDIA,G,round,0.31,H,VS2,EX,EX,EX,N,4.33x4.3x2.71,GIA,6411508021,2000,-30.20%,$432.76,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250254,INDIA,G,round,0.31,H,VS2,EX,EX,EX,N,4.32x4.29x2.7,GIA,6412549960,2000,-30.20%,$432.76,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250253,INDIA,G,round,0.31,G,VS2,EX,EX,EX,N,4.32x4.28x2.71,GIA,6412514359,2100,-32.70%,$438.12,WH,M0,,,,,EC0,,Y,56.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250252,INDIA,G,round,0.31,G,VS2,EX,EX,EX,N,4.33x4.3x2.69,GIA,2417545171,2100,-32.70%,$438.12,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250251,INDIA,G,round,0.31,G,VS2,EX,EX,EX,N,4.33x4.3x2.69,GIA,6415414306,2100,-32.70%,$438.12,WH,M0,,,,,EC0,,Y,56.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250250,INDIA,G,round,0.31,F,VS2,EX,EX,EX,N,4.33x4.31x2.71,GIA,7411417110,2200,-35.70%,$438.53,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250248,INDIA,G,round,0.40,H,VS1,EX,EX,EX,N,4.7x4.66x2.94,GIA,6411612541,2500,-26.40%,$736.00,WH,M0,,,,,EC0,,Y,56.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250247,INDIA,G,round,0.40,H,VS1,EX,EX,EX,N,4.69x4.66x2.94,GIA,2417570558,2500,-26.40%,$736.00,WH,M0,,,,,EC0,,Y,56.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250246,INDIA,G,round,0.40,G,VS2,EX,EX,EX,N,4.73-4.77x2.90,GIA,7411478352,2500,-28.00%,$720.00,WH,M0,,,,,EC0,N,Y,60.00,61.10,33.50,41.60,Feather,N,2021-11-30,Y,,,,"NO BGM and 100%EC"
10250245,INDIA,G,round,0.40,G,VS2,EX,EX,EX,N,4.7x4.66x2.95,GIA,6412499629,2500,-28.00%,$720.00,WH,M0,,,,,EC0,,Y,55.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250244,INDIA,G,round,0.40,G,VS2,EX,EX,EX,N,4.76x4.73x2.87,GIA,7411514288,2500,-28.40%,$716.00,WH,M0,,,,,EC0,,Y,60.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250243,INDIA,G,round,0.40,E,VS1,EX,EX,EX,N,4.72x4.69x2.93,GIA,1417570389,2900,-31.70%,$792.28,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250242,INDIA,G,round,0.40,E,VS1,EX,EX,EX,N,4.7x4.67x2.93,GIA,6415561772,2900,-31.70%,$792.28,WH,M0,,,,,EC0,,Y,56.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250240,INDIA,G,round,0.40,E,VVS2,EX,EX,EX,N,4.71x4.67x2.94,GIA,6411547037,3100,-32.20%,$840.72,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250239,INDIA,G,round,0.41,G,VS2,EX,EX,EX,N,4.76x4.72x2.96,GIA,6412501491,2500,-29.80%,$719.55,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250238,INDIA,G,round,0.41,E,VS2,EX,EX,EX,N,4.77x4.74x2.97,GIA,2407753300,2700,-33.60%,$735.05,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250237,INDIA,G,round,0.41,E,VS2,EX,EX,EX,N,4.75x4.71x2.97,GIA,2408767078,2700,-33.60%,$735.05,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250234,INDIA,G,round,0.50,I,VS2,EX,EX,EX,N,5.06x5.04x3.17,GIA,7416570827,3000,-27.80%,$1083.00,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250233,INDIA,G,round,0.50,I,VS2,EX,EX,EX,N,5.11x5.07x3.11,GIA,1418568895,3000,-27.80%,$1083.00,WH,M0,,,,,EC0,,Y,61.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250232,INDIA,G,round,0.50,I,VS1,EX,EX,EX,N,5.08x5.04x3.17,GIA,2416549297,3200,-29.60%,$1126.40,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250230,INDIA,G,round,0.50,H,VS1,EX,EX,EX,N,5.07x5.03x3.18,GIA,6411508831,3800,-28.30%,$1362.30,WH,M0,,,,,EC0,,Y,58.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250229,INDIA,G,round,0.50,H,VS1,EX,EX,EX,N,5.07x5.04x3.18,GIA,7411505225,3800,-28.30%,$1362.30,WH,M0,,,,,EC0,,Y,58.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250228,INDIA,G,round,0.50,H,VS1,EX,EX,EX,N,5.08x5.05x3.15,GIA,2417549030,3800,-28.30%,$1362.30,WH,M0,,,,,EC0,,Y,61.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250227,INDIA,G,round,0.50,H,VS1,EX,EX,EX,N,5.07x5.03x3.17,GIA,1418559460,3800,-28.30%,$1362.30,WH,M0,,,,,EC0,,Y,58.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250224,INDIA,G,round,0.50,G,VS1,EX,EX,EX,N,5.09x5.06x3.17,GIA,2416571651,4000,-28.60%,$1428.00,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250223,INDIA,G,round,0.50,G,VS1,VG,EX,VG,N,5x4.93x3.2,GIA,2406716934,4000,-39.90%,$1202.00,WH,M0,,,,,EC0,,Y,58.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250222,INDIA,G,round,0.50,G,VS1,EX,EX,EX,N,5.06x5.03x3.17,GIA,1419563143,4000,-28.60%,$1428.00,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250215,INDIA,G,round,0.50,F,VS2,EX,EX,EX,N,5.12-5.15x3.10,GIA,2414260454,3900,-30.00%,$1365.00,WH,M0,,,,,EC0,N,Y,59.00,60.30,34.00,40.60,"Crystal  Cloud",N,2021-11-12,Y,,,,"NO BGM and 100%EC"
10250214,INDIA,G,round,0.50,F,VS2,EX,EX,EX,N,5.11x5.09x3.14,GIA,5416564662,3900,-30.00%,$1365.00,WH,M0,,,,,EC0,,Y,60.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250213,INDIA,G,round,0.50,F,VS1,EX,EX,EX,N,5.09x5.06x3.17,GIA,1413510004,4200,-30.10%,$1467.90,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250212,INDIA,G,round,0.50,F,VS1,VG,EX,EX,N,4.96x4.91x3.17,GIA,6391943609,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,56.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250211,INDIA,G,round,0.50,F,VS1,VG,EX,VG,N,4.97x4.93x3.18,GIA,6395943993,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,58.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250210,INDIA,G,round,0.50,D,SI1,EX,EX,EX,N,5.14x5.11x3.07,GIA,6412542075,3600,-31.00%,$1242.00,WH,M0,,,,,EC0,,Y,60.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10250209,INDIA,G,round,0.51,H,VS1,EX,EX,EX,N,5.1x5.06x3.17,GIA,6415579979,3800,-29.30%,$1370.17,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
