Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
K31435,RBC,0.32,J,VS2,EX,EX,EX,STG,,4.35 - 4.38 * 2.74,Gia,1397536432,,1600.00,1040.00,-35.00,332.80,,,,62.70,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1397536432,Cloud  Feather,NO,NO,YES,,,,
K31438,RBC,0.36,E,VS2,EX,EX,EX,MED,,4.51 - 4.54 * 2.85,Gia,7398536474,,2300.00,1449.00,-37.00,521.64,,,,62.90,56.00,STK,STK,4.00,F,,NON,16.00,35.50,43.00,40.80,GIA 7398536474,Crystal,NO,N,YES,,,,
K31439,RBC,0.30,D,IF,VG,EX,EX,FNT,,4.19 - 4.21 * 2.71,Gia,7396536455,,3800.00,2128.00,-44.00,638.40,,,,64.50,56.00,STK to THK,STK to THK,5.00,F,,NON,16.50,37.00,43.00,40.80,GIA 7396536455,Minor Details of Polish,NO,NO,YES,,,,
K31442,RBC,0.30,D,VVS2,EX,EX,VG,STG,,4.24 - 4.28 * 2.65,Gia,3395536513,,2800.00,1344.00,-52.00,403.20,,,,62.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 3395536513,Indented Natural  Manufacturing Remnant  Natural,NO,NO,YES,,,,
K31444,RBC,0.30,I,VS2,EX,EX,EX,STG,,4.25 - 4.28 * 2.68,Gia,2396535828,,1900.00,1235.00,-35.00,370.50,,,,63.00,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2396535828,Cloud  Crystal  Feather,NO,N,YES,,,,
K31448,RBC,0.30,F,VVS2,VG,EX,VG,MED,,4.15 - 4.19 * 2.68,Gia,1398535326,,2500.00,1400.00,-44.00,420.00,,,,64.30,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.40,GIA 1398535326,Pinpoint  Cavity,NO,NO,YES,,,,
K31449,RBC,0.31,D,VVS1,EX,EX,EX,FNT,,4.34 - 4.36 * 2.71,Gia,1395535350,,3000.00,1800.00,-40.00,558.00,,,,62.30,57.00,MED,MED,3.50,F,,NON,15.00,35.50,44.00,41.20,GIA 1395535350,Feather,NO,NO,YES,,,,
K31450,RBC,0.30,H,VVS1,VG,EX,EX,STG,,4.15 - 4.19 * 2.71,Gia,1395536171,,2300.00,1334.00,-42.00,400.20,,,,64.90,56.00,STK to THK,STK to THK,5.00,F,,NON,17.50,38.00,42.50,40.40,GIA 1395536171,Pinpoint  Feather,NO,NO,YES,,,,
K31452,RBC,0.30,D,VS2,EX,EX,EX,STG,,4.26 - 4.28 * 2.68,Gia,7391536201,,2400.00,1368.00,-43.00,410.40,,,,62.80,56.00,THN to STK,THN to STK,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 7391536201,Crystal,NO,NO,YES,,,,
K31453,RBC,0.30,I,VVS2,VG,VG,VG,FNT,,4.19 - 4.23 * 2.70,Gia,2398535787,,2100.00,1449.00,-31.00,434.70,,,,64.10,58.00,MED to THK,MED to THK,5.00,F,,NON,16.00,36.50,43.50,41.00,GIA 2398535787,Pinpoint  Indented Natural  Cloud  Internal Graining,NO,NO,YES,,,,
K31458,RBC,0.30,G,SI2,EX,EX,EX,STG,,4.27 - 4.29 * 2.68,Gia,6395535614,,1600.00,1040.00,-35.00,312.00,,,,62.60,58.00,STK,STK,4.00,F,,NON,14.50,34.50,44.00,41.40,GIA 6395535614,Twinning Wisp,NO,NO,YES,,,,
K31461,RBC,0.30,J,VVS2,EX,EX,EX,FNT,,4.24 - 4.28 * 2.68,Gia,2397535803,,1800.00,1296.00,-28.00,388.80,,,,62.80,56.00,MED,MED,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 2397535803,Pinpoint  Indented Natural  Cavity  Needle,NO,NO,YES,,,,
K31462,RBC,0.30,K,VVS2,EX,EX,VG,STG,,4.22 - 4.28 * 2.68,Gia,6392535729,,1600.00,992.00,-38.00,297.60,,,,63.00,57.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.50,41.00,GIA 6392535729,Indented Natural  Pinpoint,NO,NO,YES,,,,
K31464,RBC,0.31,G,VVS2,EX,EX,EX,MED,,4.33 - 4.37 * 2.74,Gia,6395537459,,2300.00,1426.00,-38.00,442.06,,,,62.90,57.00,MED,MED,3.50,F,,NON,15.50,35.50,44.00,41.40,GIA 6395537459,Cloud  Pinpoint,NO,NO,YES,,,,
K31465,RBC,0.30,D,VS1,VG,VG,VG,MED,,4.26 - 4.29 * 2.60,Gia,6392537444,,2600.00,1352.00,-48.00,405.60,,,,60.80,59.00,STK to THK,STK to THK,4.50,F,,NON,14.50,35.00,41.50,40.00,GIA 6392537444,Crystal  Cavity  Pinpoint,NO,NO,YES,,,,
K31467,RBC,0.33,G,VS1,EX,EX,EX,MED,,4.41 - 4.43 * 2.74,Gia,7391537415,,2200.00,1452.00,-34.00,479.16,,,,62.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 7391537415,Crystal  Pinpoint,NO,NO,YES,,,,
K31469,RBC,0.31,H,VVS2,EX,EX,EX,MED,,4.31 - 4.33 * 2.71,Gia,2397536794,,2200.00,1452.00,-34.00,450.12,,,,62.80,55.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.50,42.50,40.60,GIA 2397536794,Pinpoint,NO,NO,YES,,,,
K31470,RBC,0.30,E,VVS1,VG,EX,EX,STG,,4.20 - 4.24 * 2.67,Gia,2396536783,,2800.00,1400.00,-50.00,420.00,,,,63.20,57.00,STK to THK,STK to THK,5.00,F,,NON,16.00,37.00,42.00,40.20,GIA 2396536783,Pinpoint  Feather,NO,NO,YES,,,,
K31471,RBC,0.30,D,VS1,EX,EX,VG,MED,,4.28 - 4.30 * 2.66,Gia,6392536763,,2600.00,1378.00,-47.00,413.40,,,,62.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.00,40.80,GIA 6392536763,Crystal  Feather,NO,NO,YES,,,,
K31473,RBC,0.30,I,VVS2,EX,VG,VG,No,,4.24 - 4.29 * 2.65,Gia,2398536934,,2100.00,1512.00,-28.00,453.60,,,,62.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 2398536934,Indented Natural  Pinpoint,NO,NO,YES,,,,
K31479,RBC,0.33,H,VVS2,EX,EX,EX,MED,,4.39 - 4.41 * 2.76,Gia,6391537324,,2200.00,1430.00,-35.00,471.90,,,,62.70,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 6391537324,Pinpoint,NO,NO,YES,,,,
K31480,RBC,0.30,E,SI1,EX,EX,VG,MED,,4.24 - 4.28 * 2.67,Gia,5393537745,,2100.00,1302.00,-38.00,390.60,,,,62.70,59.00,STK,STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 5393537745,Feather  Crystal,NO,NO,YES,,,,
K31484,RBC,0.30,D,VVS2,EX,EX,EX,FNT,,4.25 - 4.28 * 2.68,Gia,7396537849,,2800.00,1736.00,-38.00,520.80,,,,62.80,56.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,43.00,40.80,GIA 7396537849,Cloud  Indented Natural  Pinpoint,NO,NO,YES,,,,
K31487,RBC,0.35,I,VVS2,EX,EX,VG,No,,4.49 - 4.51 * 2.79,Gia,7393535148,,2100.00,1512.00,-28.00,529.20,,,,62.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,36.00,42.50,40.60,GIA 7393535148,Pinpoint  Indented Natural,NO,NO,YES,,,,
K31493,RBC,0.32,H,VVS1,EX,EX,EX,MED,,4.34 - 4.36 * 2.71,Gia,6392535522,,2300.00,1495.00,-35.00,478.40,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,36.00,42.50,40.60,GIA 6392535522,Feather,NO,NO,YES,,,,
K31494,RBC,0.30,L,VVS1,VG,EX,VG,No,,4.19 - 4.23 * 2.70,Gia,6392535513,,1500.00,1050.00,-30.00,315.00,,,,64.20,58.00,STK to THK,STK to THK,5.00,F,,NON,16.00,37.00,43.50,41.00,GIA 6392535513,Cloud,NO,NO,YES,,,,
K31496,RBC,0.31,D,IF,EX,EX,EX,MED,,4.30 - 4.32 * 2.71,Gia,6395535762,,3800.00,2280.00,-40.00,706.80,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.00,44.00,41.60,GIA 6395535762,Minor Details of Polish,NO,NO,YES,,,,
K31497,RBC,0.30,J,VVS1,EX,EX,EX,MED,,4.30 - 4.32 * 2.68,Gia,1395536161,,1900.00,1273.00,-33.00,381.90,,,,62.30,58.00,MED to STK,MED to STK,3.50,F,,NON,14.00,34.00,44.50,41.80,GIA 1395536161,Pinpoint,NO,NO,YES,,,,
K31498,RBC,0.30,J,VS2,EX,EX,EX,STG,,4.27 - 4.30 * 2.69,Gia,1399535785,,1600.00,1040.00,-35.00,312.00,,,,62.80,56.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 1399535785,Crystal,NO,NO,YES,,,,
K31500,RBC,0.30,K,VS2,EX,EX,EX,STG,,4.26 - 4.29 * 2.67,Gia,6391535871,,1400.00,938.00,-33.00,281.40,,,,62.40,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.60,GIA 6391535871,Crystal  Feather,NO,NO,YES,,,,
K31503,RBC,0.30,I,VS2,VG,EX,EX,MED,,4.18 - 4.20 * 2.70,Gia,1395535727,,1900.00,1292.00,-32.00,387.60,,,,64.30,56.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.40,GIA 1395535727,Crystal  Feather,NO,NO,YES,,,,
K31508,RBC,0.30,E,VVS1,EX,EX,EX,STG,,4.25 - 4.28 * 2.68,Gia,2396536618,,2800.00,1428.00,-49.00,428.40,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 2396536618,Pinpoint  Indented Natural,NO,NO,YES,,,,
K31515,RBC,0.33,F,VVS1,VG,EX,EX,STG,,4.38 - 4.41 * 2.74,Gia,2394536716,,2700.00,1377.00,-49.00,454.41,,,,62.30,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,36.00,43.00,40.80,GIA 2394536716,Pinpoint  Feather,NO,NO,YES,,,,
K31521,RBC,0.30,I,VVS2,EX,EX,EX,MED,,4.28 - 4.29 * 2.68,Gia,7398536839,,2100.00,1428.00,-32.00,428.40,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,41.00,GIA 7398536839,Pinpoint,NO,N,YES,,,,
K31522,RBC,0.37,D,SI2,EX,EX,EX,No,,4.56 - 4.59 * 2.86,Gia,6214887123,,1900.00,1330.00,-30.00,492.10,,,,62.50,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.20,GIA 6214887123,Crystal,NO,N,YES,,,,
K31523,RBC,0.37,J,VVS2,EX,EX,EX,No,,4.55 - 4.56 * 2.86,Gia,6214887131,,1800.00,1350.00,-25.00,499.50,,,,62.80,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 6214887131,Pinpoint  Cloud,NO,N,YES,,,,
K31526,RBC,0.30,D,VS2,EX,EX,EX,MED,,4.27 - 4.29 * 2.68,Gia,2215887386,,2400.00,1440.00,-40.00,432.00,,,,62.50,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 2215887386,Crystal,NO,N,YES,,,,
K31529,RBC,0.31,G,VVS2,EX,EX,EX,MED,,4.32 - 4.35 * 2.70,Gia,6391536900,,2300.00,1426.00,-38.00,442.06,,,,62.30,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 6391536900,Pinpoint,NO,,YES,,,,
K31532,RBC,0.30,E,VVS2,EX,EX,EX,MED,,4.29 - 4.30 * 2.70,Gia,6391536751,,2600.00,1456.00,-44.00,436.80,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6391536751,Pinpoint,NO,NO,YES,,,,
K31533,RBC,0.30,D,VVS2,EX,EX,EX,MED,,4.26 - 4.29 * 2.65,Gia,2396537216,,2800.00,1512.00,-46.00,453.60,,,,62.00,57.00,STK,STK,4.00,F,,,15.50,35.50,42.50,40.60,GIA 2396537216,Feather  Pinpoint,NO,NO,YES,,,,
K31536,RBC,0.30,D,SI2,EX,EX,VG,No,,4.25 - 4.28 * 2.67,Gia,5211887391,,1900.00,1292.00,-32.00,387.60,,,,62.60,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 5211887391,Crystal,NO,N,YES,,,,
K31540,RBC,0.30,F,SI2,G,EX,EX,FNT,,4.20 - 4.22 * 2.71,Gia,5212887374,,1700.00,1054.00,-38.00,316.20,,,,64.30,56.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.60,GIA 5212887374,Crystal  Feather,NO,N,YES,,,,
K31543,RBC,0.34,I,SI2,EX,EX,EX,No,,4.46 - 4.48 * 2.77,Gia,6217888224,,1400.00,1050.00,-25.00,357.00,,,,62.10,58.00,STK,STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 6217888224,Twinning Wisp  Crystal,NO,N,YES,,,,
K31544,RBC,0.37,H,VVS2,EX,EX,EX,No,,4.55 - 4.58 * 2.88,Gia,2213888223,,2200.00,1628.00,-26.00,602.36,,,,63.00,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.50,41.60,GIA 2213888223,Feather  Pinpoint,NO,N,YES,,,,
K31553,RBC,0.35,I,SI2,EX,EX,EX,No,,4.51 - 4.53 * 2.76,Gia,2211888378,,1400.00,1022.00,-27.00,357.70,,,,61.10,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,35.00,43.50,41.20,GIA 2211888378,Crystal  Cloud,NO,N,YES,,,,
K31560,RBC,0.30,E,SI2,EX,EX,EX,MED,,4.32 - 4.34 * 2.64,Gia,1216888382,,1800.00,1134.00,-37.00,340.20,,,,61.00,57.00,MED to STK,MED to STK,4.00,F,,NON,14.00,33.00,43.00,40.80,GIA 1216888382,Feather,NO,N,YES,,,,
K31574,RBC,0.30,I,VS2,VG,VG,VG,FNT,,4.20 - 4.24 * 2.70,Gia,1395536971,,1900.00,1349.00,-29.00,404.70,,,,63.90,57.00,STK to THK,STK to THK,5.00,F,,NON,15.00,35.00,44.00,41.40,GIA 1395536971,Crystal,NO,NO,YES,,,,
K31578,RBC,0.30,E,SI2,EX,EX,EX,No,,4.26 - 4.29 * 2.69,Gia,3395537276,,1800.00,1314.00,-27.00,394.20,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 3395537276,Crystal,NO,NO,YES,,,,
K31579,RBC,0.30,D,VS1,EX,EX,EX,MED,,4.29 - 4.32 * 2.68,Gia,5393537263,,2600.00,1456.00,-44.00,436.80,,,,62.20,57.00,MED to STK,MED to STK,3.50,F,,NON,15.50,35.50,43.50,41.00,GIA 5393537263,Needle  Pinpoint,NO,NO,YES,,,,
K31581,RBC,0.30,J,VS1,VG,EX,VG,STG,,4.18 - 4.23 * 2.71,Gia,2397537601,,1700.00,1122.00,-34.00,336.60,,,,64.50,57.00,STK to THK,STK to THK,5.00,F,,NON,16.00,36.00,43.50,41.20,GIA 2397537601,Crystal,NO,NO,YES,,,,
K31583,RBC,0.30,H,VS1,VG,EX,EX,MED,,4.19 - 4.22 * 2.68,Gia,6392537305,,2100.00,1386.00,-34.00,415.80,,,,63.70,58.00,STK to THK,STK to THK,5.00,F,,NON,16.00,38.00,42.50,40.60,GIA 6392537305,Crystal  Cloud  Pinpoint,NO,NO,YES,,,,
K31585,RBC,0.34,G,VS1,EX,EX,EX,STG,,4.45 - 4.46 * 2.80,Gia,1395537882,,2200.00,1386.00,-37.00,471.24,,,,62.90,56.00,MED,MED,3.50,F,,NON,16.00,36.50,43.50,41.00,GIA 1395537882,Crystal  Pinpoint,NO,NO,YES,,,,
K31586,RBC,0.30,G,VS1,EX,EX,EX,MED,,4.28 - 4.30 * 2.68,Gia,1397537889,,2200.00,1452.00,-34.00,435.60,,,,62.40,56.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.50,42.50,40.60,GIA 1397537889,Crystal  Feather,NO,NO,YES,,,,
K31588,RBC,0.30,D,VS2,EX,EX,EX,MED,,4.25 - 4.29 * 2.68,Gia,7398537868,,2400.00,1440.00,-40.00,432.00,,,,62.90,57.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.50,41.00,GIA 7398537868,Feather  Crystal,NO,NO,YES,,,,
K31592,RBC,0.33,H,VS1,EX,EX,EX,STG,,4.40 - 4.43 * 2.77,Gia,7391537822,,2100.00,1386.00,-34.00,457.38,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 7391537822,Cloud  Needle,NO,NO,YES,,,,
K31593,RBC,0.30,I,VVS1,VG,EX,VG,MED,,4.18 - 4.22 * 2.70,Gia,1399537807,,2200.00,1386.00,-37.00,415.80,,,,64.40,57.00,STK to THK,STK to THK,5.00,F,,NON,17.50,38.50,42.00,40.20,GIA 1399537807,Pinpoint  Chip,NO,NO,YES,,,,
K31594,RBC,0.30,J,VS2,EX,EX,EX,STG,,4.24 - 4.27 * 2.69,Gia,6392537790,,1600.00,1040.00,-35.00,312.00,,,,63.10,55.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.50,42.50,40.60,GIA 6392537790,Crystal  Indented Natural,NO,NO,YES,,,,
K31595,RBC,0.33,D,VS2,EX,EX,EX,MED,,4.41 - 4.44 * 2.75,Gia,3395537395,,2400.00,1440.00,-40.00,475.20,,,,62.20,56.00,MED,MED,3.00,F,,NON,16.00,36.50,43.00,40.80,GIA 3395537395,Crystal,NO,NO,YES,,,,
K31596,RBC,0.32,G,VVS2,EX,EX,EX,No,,4.35 - 4.37 * 2.73,Gia,2397536575,,2300.00,1656.00,-28.00,529.92,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 2397536575,Needle  Pinpoint,NO,,YES,,,,
K31599,RBC,0.31,E,IF,EX,EX,EX,No,,4.32 - 4.35 * 2.71,Gia,7396537392,,3000.00,1980.00,-34.00,613.80,,,,62.50,57.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 7396537392,Minor Details of Polish,NO,NO,YES,,,,
K31602,RBC,0.30,E,SI1,EX,EX,EX,FNT,,4.31 - 4.32 * 2.65,Gia,6392537504,,2100.00,1449.00,-31.00,434.70,,,,61.40,55.00,MED to STK,MED to STK,3.50,F,,NON,15.00,33.00,43.00,40.80,GIA 6392537504,Crystal,NO,NO,YES,,,,
K31603,RBC,0.30,H,VVS2,VG,EX,VG,STG,,4.14 - 4.20 * 2.70,Gia,6395537502,,2200.00,1320.00,-40.00,396.00,,,,64.60,56.00,STK to THK,STK to THK,5.00,F,,NON,17.00,37.00,42.50,40.40,GIA 6395537502,Crystal  Indented Natural  Pinpoint  Natural,NO,NO,YES,,,,
K31604,RBC,0.30,J,VVS1,VG,VG,VG,MED,,4.21 - 4.23 * 2.68,Gia,1393537480,,1900.00,1140.00,-40.00,342.00,,,,63.50,57.00,MED to STK,MED to STK,4.50,F,,NON,17.00,38.00,42.50,40.40,GIA 1393537480,Cloud  Pinpoint  Indented Natural  Manufacturing Remnant,NO,NO,YES,,,,
K31606,RBC,0.30,J,VVS1,EX,EX,EX,FNT,,4.24 - 4.28 * 2.69,Gia,6395536055,,1900.00,1387.00,-27.00,416.10,,,,63.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.60,GIA 6395536055,Pinpoint  Feather  Cavity,NO,NO,YES,,,,
K31611,RBC,0.30,I,VVS1,EX,EX,EX,STG,,4.26 - 4.27 * 2.67,Gia,5396536775,,2200.00,1342.00,-39.00,402.60,,,,62.70,56.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,43.00,40.60,GIA 5396536775,Indented Natural  Manufacturing Remnant,NO,NO,YES,,,,
K31612,RBC,0.31,L,VVS1,VG,EX,EX,FNT,,4.20 - 4.23 * 2.69,Gia,6392536115,,1500.00,945.00,-37.00,292.95,,,,64.00,57.00,STK to THK,STK to THK,5.50,F,,NON,16.50,38.00,42.00,40.00,GIA 6392536115,Pinpoint  Cloud  Feather  Indented Natural,NO,NO,YES,,,,
K31613,RBC,0.30,L,VVS2,EX,EX,EX,MED,,4.27 - 4.29 * 2.66,Gia,6395536127,,1400.00,966.00,-31.00,289.80,,,,62.00,58.00,MED to STK,MED to STK,3.50,F,,NON,15.50,36.00,43.00,40.80,GIA 6395536127,Indented Natural,NO,NO,YES,,,,
K31617,RBC,0.35,G,VVS1,EX,EX,EX,FNT,,4.51 - 4.54 * 2.79,Gia,6392537756,,2500.00,1675.00,-33.00,586.25,,,,61.70,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,36.00,42.50,40.60,GIA 6392537756,Pinpoint  Surface Graining,NO,NO,YES,,,,
K31619,RBC,0.30,E,VVS1,EX,EX,EX,MED,,4.27 - 4.30 * 2.68,Gia,7391536988,,2800.00,1484.00,-47.00,445.20,,,,62.60,56.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.50,42.50,40.60,GIA 7391536988,Pinpoint  Feather  Cavity,NO,NO,YES,,,,
K31620,RBC,0.30,F,VVS1,VG,EX,VG,FNT,,4.19 - 4.23 * 2.70,Gia,2397537000,,2700.00,1566.00,-42.00,469.80,,,,64.20,59.00,STK to THK,STK to THK,5.00,F,,NON,16.00,37.00,43.50,41.20,GIA 2397537000,Pinpoint,NO,NO,YES,,,,
K31629,RBC,0.30,F,VVS2,VG,VG,VG,STG,,4.16 - 4.21 * 2.68,Gia,2394537693,,2500.00,1350.00,-46.00,405.00,,,,64.00,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.50,42.00,40.00,GIA 2394537693,Feather  Pinpoint,NO,NO,YES,,,,
K31631,RBC,0.30,H,VS1,VG,EX,VG,VST,,4.22 - 4.26 * 2.66,Gia,1398537091,,2100.00,1260.00,-40.00,378.00,,,,62.80,61.00,STK to THK,STK to THK,5.00,F,,NON,14.00,35.50,44.00,41.40,GIA 1398537091,Crystal  Needle  Cloud  Pinpoint,NO,NO,YES,,,,
K31640,RBC,0.31,G,VVS1,EX,EX,EX,STG,,4.33 - 4.35 * 2.68,Gia,5393538059,,2500.00,1375.00,-45.00,426.25,,,,61.70,59.00,MED to STK,MED to STK,4.00,F,,NON,15.00,36.00,43.00,40.80,GIA 5393538059,Pinpoint  Feather,NO,NO,YES,,,,
K31641,RBC,0.30,E,VS2,EX,EX,EX,STG,,4.25 - 4.28 * 2.68,Gia,6391537500,,2300.00,1311.00,-43.00,393.30,,,,62.90,55.00,MED to STK,MED to STK,3.50,F,,NON,17.00,36.50,42.50,40.60,GIA 6391537500,Crystal  Cloud,NO,NO,YES,,,,
K31642,RBC,0.30,D,VS1,EX,EX,VG,FNT,,4.25 - 4.29 * 2.68,Gia,5396537903,,2600.00,1508.00,-42.00,452.40,,,,62.70,57.00,THN to STK,THN to STK,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 5396537903,Indented Natural  Pinpoint,NO,NO,YES,,,,
K31645,RBC,0.30,F,SI1,EX,EX,EX,FNT,,4.23 - 4.27 * 2.67,Gia,1399537991,,2000.00,1400.00,-30.00,420.00,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 1399537991,Crystal,NO,NO,YES,,,,
K31647,RBC,0.31,I,VS2,EX,EX,EX,No,,4.31 - 4.33 * 2.72,Gia,6395538010,,1900.00,1425.00,-25.00,441.75,,,,62.90,56.00,THN to MED,THN to MED,3.50,F,,NON,16.00,36.00,43.50,41.00,GIA 6395538010,Crystal  Feather,NO,NO,YES,,,,
K31649,RBC,0.30,E,VVS2,EX,EX,EX,MED,,4.29 - 4.31 * 2.67,Gia,1395538032,,2600.00,1456.00,-44.00,436.80,,,,62.10,56.00,THN to MED,THN to MED,3.50,F,,NON,16.00,36.00,42.50,40.60,GIA 1395538032,Needle  Pinpoint,NO,NO,YES,,,,
K31655,RBC,0.30,J,VS2,EX,EX,EX,STG,,4.25 - 4.28 * 2.68,Gia,2397537253,,1600.00,1040.00,-35.00,312.00,,,,62.90,55.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.50,42.50,40.60,GIA 2397537253,Crystal  Feather,NO,NO,YES,,,,
K31658,RBC,0.33,E,VVS1,EX,EX,EX,MED,,4.43 - 4.46 * 2.76,Gia,6395535264,,2800.00,1484.00,-47.00,489.72,,,,62.00,57.00,THN to MED,THN to MED,3.00,F,,NON,15.00,35.50,44.00,41.40,GIA 6395535264,Pinpoint,NO,NO,YES,,,,
K31661,RBC,0.30,K,SI1,EX,EX,EX,No,,4.29 - 4.30 * 2.67,Gia,6214888228,,1300.00,1001.00,-23.00,300.30,,,,62.10,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,44.00,41.40,GIA 6214888228,Crystal  Cloud,NO,N,YES,,,,
K31663,RBC,0.34,I,SI2,EX,EX,EX,No,,4.45 - 4.48 * 2.76,Gia,6213888230,,1400.00,1050.00,-25.00,357.00,,,,61.80,59.00,MED to STK,MED to STK,4.00,F,,NON,13.50,33.50,44.50,41.60,GIA 6213888230,Crystal  Feather,NO,N,YES,,,,
K31675,RBC,0.30,I,SI2,VG,EX,EX,No,,4.18 - 4.20 * 2.69,Gia,5211888277,,1400.00,1022.00,-27.00,306.60,,,,64.30,56.00,MED to THK,MED to THK,5.00,F,,NON,17.00,38.00,42.50,40.40,GIA 5211888277,Twinning Wisp  Feather,NO,N,YES,,,,
K31680,RBC,0.31,H,IF,EX,EX,EX,No,,4.30 - 4.32 * 2.70,Gia,2396535540,,2500.00,1600.00,-36.00,496.00,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 2396535540,Minor Details of Polish,NO,NO,YES,,,,
K31681,RBC,0.35,F,VVS2,EX,EX,EX,STG,,4.49 - 4.53 * 2.83,Gia,2397535686,,2500.00,1500.00,-40.00,525.00,,,,62.80,56.00,STK,STK,4.00,F,,NON,15.50,35.00,43.50,41.00,GIA 2397535686,Needle  Pinpoint  Cloud,NO,NO,YES,,,,
K31683,RBC,0.30,H,VS1,EX,EX,VG,STG,,4.28 - 4.30 * 2.64,Gia,1398535664,,2100.00,1365.00,-35.00,409.50,,,,61.60,59.00,MED to STK,MED to STK,4.00,F,,NON,13.50,33.50,44.00,41.40,GIA 1398535664,Crystal  Needle  Pinpoint,NO,NO,YES,,,,
K31686,RBC,0.30,J,SI1,EX,EX,EX,MED,,4.31 - 4.32 * 2.65,Gia,6395535229,,1500.00,1080.00,-28.00,324.00,,,,61.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.80,GIA 6395535229,Feather,NO,NO,YES,,,,
