Stock No,Shape,Carat,Color,Clarity,Cut,Polish,Symm,Fluor,Cert,Cert No,Measurements,Rap,back,Amount,Depth,Table,Shade,Milky,Eye Clean,Black Tab,Black Crn,Location,Comments,Arrive,Img
MWNZ5,round,0.50,F,VVS2,EX,EX,EX,N,GIA,2225106468,5.09-5.12x3.19,4400,-31.10%,$1515.80,62.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LWNZ5,round,0.52,G,VS1,EX,EX,EX,N,GIA,1405636597,5.13-5.14x3.20,4000,-30.90%,$1437.28,62.30%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
KWNZ5,round,0.50,F,VS1,EX,EX,EX,M,GIA,3405567494,5.04-5.07x3.16,4200,-44.50%,$1165.50,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
JWNZ5,round,0.50,H,VS1,EX,EX,EX,N,GIA,2225068933,5.07-5.10x3.17,3800,-26.50%,$1396.50,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
IWNZ5,round,0.50,G,VVS2,VG,VG,VG,N,GIA,6392361630,4.93-4.99x3.20,4100,-41.10%,$1207.45,64.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
HWNZ5,round,0.52,G,VS1,EX,EX,EX,F,GIA,6402478753,5.13-5.16x3.22,4000,-39.60%,$1256.32,62.70%,56.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
GWNZ5,round,0.40,G,VS2,EX,EX,EX,N,GIA,1403616570,4.70-4.72x2.94,2500,-27.90%,$721.00,62.40%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
FWNZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,1409675157,4.72-4.74x2.96,2700,-27.10%,$787.32,62.60%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
EWNZ5,round,0.30,G,VS2,VG,VG,VG,N,GIA,2407760747,4.16-4.20x2.67,2100,-38.30%,$388.71,63.90%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
DWNZ5,round,0.31,H,VVS1,EX,EX,EX,N,GIA,7406644314,4.30-4.33x2.69,2300,-36.10%,$455.61,62.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
BWNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,5403689478,6.44-6.49x3.92,11200,-30.00%,$7840.00,60.50%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
AWNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,7408692004,6.38-6.43x4.00,10800,-30.20%,$7613.78,62.40%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
9WNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,5406688883,6.39-6.43x3.94,11200,-30.00%,$7840.00,61.40%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
8WNZ5,round,0.30,G,VS2,EX,EX,EX,N,GIA,2406239997,4.28-4.30x2.67,2100,-30.30%,$439.11,62.20%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
7WNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,2408678484,6.44-6.48x3.94,11200,-30.40%,$7795.20,61.00%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
6WNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,6402515879,6.40-6.42x3.95,11200,-29.70%,$7873.60,61.70%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
5WNZ5,round,1.00,H,VS1,GD,VG,VG,N,GIA,7398506070,6.13-6.21x4.05,8500,-54.80%,$3842.00,65.70%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
4WNZ5,round,1.00,F,VS1,EX,EX,EX,N,GIA,2406660571,6.36-6.40x4.00,10800,-30.20%,$7538.40,62.70%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
3WNZ5,round,1.01,E,VS1,EX,EX,EX,N,GIA,2406678602,6.37-6.40x4.00,11200,-30.10%,$7907.09,62.70%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
2WNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,2407565304,6.36-6.40x3.99,9500,-29.40%,$6707.00,62.60%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
1WNZ5,round,1.00,H,VS1,EX,EX,EX,N,GIA,5221066609,6.39-6.42x4.01,8500,-25.70%,$6315.50,62.60%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
0WNZ5,round,1.20,E,VS1,EX,EX,EX,N,GIA,6405661627,6.78-6.82x4.24,11200,-26.50%,$9878.40,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
YVNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,6411024590,6.44-6.49x3.87,11200,-31.20%,$7705.60,59.80%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
XVNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,6405655780,6.45-6.48x3.96,10800,-30.20%,$7613.78,61.30%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
WVNZ5,round,1.00,E,IF,EX,EX,EX,N,GIA,2215912219,6.36-6.40x3.99,14800,-29.10%,$10493.20,62.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
VVNZ5,round,1.51,G,VS1,EX,EX,EX,N,GIA,5403652379,7.26-7.30x4.56,12700,-26.80%,$14037.56,62.70%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
UVNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,7401377220,6.39-6.42x3.98,9500,-29.40%,$6707.00,62.10%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
TVNZ5,round,1.01,E,VS2,EX,EX,EX,N,GIA,2397544223,6.34-6.38x3.97,10000,-31.10%,$6958.90,62.40%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
SVNZ5,round,1.01,G,VS2,EX,EX,EX,N,GIA,2406980480,6.40-6.44x4.01,9000,-28.40%,$6508.44,62.40%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
RVNZ5,round,1.01,G,VS1,EX,EX,EX,N,GIA,6402965375,6.39-6.42x4.01,9900,-28.70%,$7129.29,62.70%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
QVNZ5,round,1.00,H,VS2,EX,EX,EX,F,GIA,2407590466,6.32-6.36x4.01,8000,-30.70%,$5544.00,63.30%,56.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
PVNZ5,round,1.00,G,VS1,EX,EX,EX,N,GIA,7408489455,6.37-6.41x3.96,9900,-28.20%,$7108.20,62.00%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
OVNZ5,round,1.00,D,VS2,EX,EX,EX,N,GIA,3415093922,6.35-6.39x4.00,10700,-31.00%,$7383.00,62.80%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
NVNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,2406599926,6.34-6.38x3.91,9000,-27.60%,$6516.00,61.50%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MVNZ5,round,1.00,H,VS1,EX,EX,EX,N,GIA,7406547350,6.37-6.39x3.99,8500,-25.70%,$6315.50,62.50%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
LVNZ5,round,1.00,E,VS2,VG,EX,VG,N,GIA,2408375973,6.20-6.26x4.00,10000,-48.10%,$5190.00,64.10%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
KVNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,6405986538,6.34-6.37x4.01,8000,-24.50%,$6040.00,63.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
JVNZ5,round,2.00,G,VVS2,EX,EX,EX,N,GIA,5212959200,7.96-8.01x5.05,19500,-27.30%,$28353.00,63.20%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
IVNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,6405743043,6.44-6.46x3.95,11200,-30.00%,$7840.00,61.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
HVNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,2407245595,6.39-6.43x3.97,8000,-26.00%,$5920.00,61.90%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
GVNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,7401869222,6.33-6.37x3.98,8000,-26.00%,$5920.00,62.70%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
FVNZ5,round,1.00,F,VS1,EX,EX,EX,N,GIA,6401866753,6.32-6.36x4.00,10800,-30.20%,$7538.40,63.10%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
EVNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,6401261934,6.37-6.41x3.89,9000,-27.30%,$6543.00,60.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
DVNZ5,round,1.00,H,VVS2,EX,EX,EX,N,GIA,6224066519,6.32-6.35x4.00,8900,-27.10%,$6488.10,63.10%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
CVNZ5,round,1.01,E,VS2,EX,EX,EX,N,GIA,2406822779,6.46-6.49x3.97,10000,-31.80%,$6888.20,61.20%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
BVNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,7403822404,6.32-6.36x4.00,9500,-29.80%,$6669.00,63.00%,55.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
AVNZ5,round,1.01,E,VS1,EX,EX,EX,N,GIA,2225036901,6.38-6.42x4.00,11200,-29.70%,$7952.34,62.50%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
9VNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,2406282570,6.48-6.52x3.90,9500,-29.40%,$6707.00,60.00%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
8VNZ5,round,1.00,E,VS2,EX,EX,EX,N,GIA,2404761560,6.35-6.38x3.97,10000,-31.40%,$6860.00,62.40%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
7VNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,5406965285,6.38-6.40x4.00,8000,-25.60%,$5952.00,62.50%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
6VNZ5,round,1.00,G,VS1,EX,EX,EX,N,GIA,7408518346,6.34-6.37x4.01,9900,-27.90%,$7137.90,63.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
5VNZ5,round,1.01,F,VS2,EX,EX,EX,N,GIA,6401866664,6.42-6.44x4.00,9500,-29.40%,$6774.07,62.10%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
4VNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,5403822632,6.37-6.41x4.00,10800,-30.20%,$7613.78,62.60%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
3VNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,7406377188,6.35-6.40x3.95,11200,-30.00%,$7840.00,62.00%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
2VNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,7408743677,6.33-6.36x4.01,8000,-25.30%,$5976.00,63.30%,56.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
1VNZ5,round,1.00,F,VS1,EX,EX,EX,N,GIA,2408966880,6.35-6.39x3.96,10800,-30.50%,$7506.00,62.20%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
0VNZ5,round,1.00,F,VS1,EX,EX,EX,N,GIA,6401315579,6.41-6.44x3.94,10800,-29.10%,$7657.20,61.20%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ZUNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,2406532796,6.31-6.36x4.01,11200,-30.00%,$7840.00,63.30%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
YUNZ5,round,1.00,G,VS1,EX,EX,EX,N,GIA,2221035723,6.36-6.39x3.99,9900,-29.00%,$7029.00,62.60%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
XUNZ5,round,1.00,D,VS2,EX,EX,EX,N,GIA,6402854484,6.31-6.36x3.98,10700,-31.00%,$7383.00,62.80%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
WUNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,2221032910,6.36-6.40x4.03,10800,-30.50%,$7581.06,63.20%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
VUNZ5,round,1.01,G,VS1,EX,EX,EX,N,GIA,5222053851,6.44-6.47x3.99,9900,-28.70%,$7129.29,61.80%,59.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
UUNZ5,round,1.01,F,VS2,EX,EX,EX,N,GIA,7406967052,6.39-6.43x4.02,9500,-29.40%,$6774.07,62.70%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
TUNZ5,round,1.00,F,IF,EX,EX,EX,N,GIA,6224053715,6.36-6.41x3.99,13300,-29.10%,$9429.70,62.40%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
SUNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,2406677621,6.34-6.38x4.00,11200,-30.00%,$7840.00,62.90%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
RUNZ5,round,1.00,E,VS2,VG,EX,VG,N,GIA,6401965169,6.18-6.24x4.03,10000,-48.50%,$5150.00,64.90%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
QUNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,2407981666,6.40-6.43x3.98,8000,-25.30%,$5976.00,62.10%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
PUNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,2398542311,6.36-6.39x3.98,8000,-25.30%,$5976.00,62.50%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
OUNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,1405761026,6.38-6.40x3.96,11200,-31.20%,$7705.60,62.00%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
NUNZ5,round,1.00,F,IF,EX,EX,EX,N,GIA,6227021567,6.37-6.42x3.92,13300,-27.60%,$9629.20,61.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MUNZ5,round,1.01,F,IF,EX,EX,EX,N,GIA,2225066501,6.38-6.41x4.01,13300,-28.10%,$9658.33,62.70%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LUNZ5,round,1.01,G,VS1,EX,EX,EX,N,GIA,6402690922,6.36-6.40x4.00,9900,-28.70%,$7129.29,62.70%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
KUNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,1419037375,6.30-6.35x4.00,9000,-28.40%,$6444.00,63.30%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
JUNZ5,round,1.01,F,VS2,EX,EX,EX,N,GIA,6402822549,6.41-6.45x3.98,9500,-29.40%,$6774.07,61.80%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
IUNZ5,round,1.00,D,SI1,EX,EX,EX,N,GIA,1408582100,6.31-6.35x4.00,8400,-31.10%,$5787.60,63.20%,55.00%,WH,M0,EC0,BT1,BC2,INDIA,NO BGM,,
HUNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,2404144519,6.33-6.37x3.99,8000,-25.00%,$6000.00,62.90%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
GUNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,1405261181,6.45-6.48x3.93,9500,-29.40%,$6707.00,60.70%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
FUNZ5,round,1.00,K,VVS2,VG,EX,VG,N,GIA,1407457364,6.21-6.29x4.05,4800,-38.10%,$2971.20,64.80%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
EUNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,1408731338,6.38-6.42x3.99,11200,-30.10%,$7828.80,62.30%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
DUNZ5,round,1.50,G,VVS2,EX,EX,EX,N,GIA,5222021826,7.24-7.28x4.59,13600,-27.30%,$14830.80,63.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
CUNZ5,round,1.01,F,IF,EX,EX,EX,N,GIA,1409557282,6.35-6.40x3.98,13300,-27.60%,$9725.49,62.50%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
BUNZ5,round,1.00,K,VS1,GD,EX,GD,N,GIA,1409367505,6.02-6.13x4.07,4500,-45.00%,$2475.00,67.00%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
AUNZ5,round,1.01,G,VS1,EX,EX,EX,F,GIA,2407432073,6.36-6.40x4.00,9900,-36.00%,$6399.36,62.70%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
9UNZ5,round,1.01,G,VS1,EX,EX,EX,N,GIA,2225029527,6.43-6.48x3.96,9900,-29.30%,$7069.29,61.40%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
8UNZ5,round,1.01,F,SI2,EX,EX,EX,N,GIA,2397562303,6.40-6.44x3.96,6300,-32.70%,$4282.30,61.70%,61.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
7UNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,6401417261,6.34-6.39x3.98,9500,-29.40%,$6707.00,62.60%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
6UNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,2407144007,6.32-6.36x4.02,9000,-28.80%,$6408.00,63.50%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
5UNZ5,round,1.00,G,VS2,EX,EX,EX,F,GIA,6405434819,6.32-6.36x4.00,9000,-36.20%,$5742.00,63.10%,55.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
4UNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,2406958747,6.35-6.39x4.00,11200,-30.00%,$7840.00,62.80%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
3UNZ5,round,1.00,D,VS1,EX,EX,EX,N,GIA,2416130291,6.35-6.39x4.01,12000,-32.20%,$8136.00,62.90%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
2UNZ5,round,1.01,D,VS2,EX,EX,EX,N,GIA,7408524035,6.37-6.39x3.99,10700,-31.00%,$7456.83,62.50%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
1UNZ5,round,1.01,F,VS2,EX,EX,EX,N,GIA,2404847564,6.37-6.39x4.00,9500,-28.80%,$6831.64,62.70%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
0UNZ5,round,1.01,H,VS2,EX,EX,EX,N,GIA,2407654414,6.36-6.39x4.02,8000,-25.60%,$6011.52,63.10%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
ZTNZ5,round,1.01,J,VS1,EX,EX,EX,N,GIA,6402432215,6.37-6.41x4.00,5500,-26.50%,$4082.93,62.60%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
YTNZ5,round,1.01,E,VS1,EX,EX,EX,N,GIA,5413010720,6.43-6.47x3.97,11200,-30.00%,$7918.40,61.50%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
XTNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,1408640561,6.29-6.33x4.02,8000,-26.00%,$5920.00,63.80%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
WTNZ5,round,1.01,G,VS1,EX,EX,EX,N,GIA,7401803221,6.36-6.40x4.01,9900,-28.70%,$7129.29,62.80%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
VTNZ5,round,1.00,E,VS2,VG,EX,VG,N,GIA,7411025182,6.14-6.23x4.03,10000,-47.30%,$5270.00,65.20%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
UTNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,1409655764,6.38-6.41x4.00,10800,-30.20%,$7613.78,62.50%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
TTNZ5,round,1.00,H,VS1,EX,EX,EX,N,GIA,2406533163,6.36-6.40x3.99,8500,-24.90%,$6383.50,62.60%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
STNZ5,round,1.01,H,VS2,EX,EX,EX,N,GIA,5403522962,6.42-6.45x3.96,8000,-25.30%,$6035.76,61.50%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
RTNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,6405418013,6.35-6.39x4.00,9000,-28.40%,$6444.00,62.80%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
QTNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,2406981851,6.32-6.37x3.98,11200,-30.60%,$7772.80,62.60%,58.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
PTNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,5403426462,6.41-6.44x3.96,10800,-29.10%,$7733.77,61.70%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
OTNZ5,round,1.01,H,VS2,EX,EX,EX,F,GIA,2406618934,6.37-6.41x4.00,8000,-31.00%,$5575.20,62.70%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
NTNZ5,round,1.00,D,VS1,EX,EX,EX,N,GIA,7408486749,6.36-6.39x3.99,12000,-31.70%,$8196.00,62.60%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MTNZ5,round,1.00,G,VS2,EX,EX,EX,N,GIA,6401575753,6.32-6.36x4.01,9000,-28.80%,$6408.00,63.20%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
LTNZ5,round,1.01,H,VVS2,EX,EX,EX,N,GIA,7401616457,6.49-6.53x3.91,8900,-27.40%,$6526.01,60.00%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
KTNZ5,round,1.00,H,VS2,VG,EX,VG,F,GIA,1405740696,6.18-6.26x4.01,8000,-42.80%,$4576.00,64.40%,55.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
JTNZ5,round,1.00,F,VS2,EX,EX,EX,N,GIA,1403743039,6.51-6.54x3.87,9500,-29.10%,$6735.50,59.40%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
HTNZ5,round,1.00,E,VS1,EX,EX,EX,N,GIA,1405971622,6.35-6.37x3.98,11200,-30.00%,$7840.00,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
GTNZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,6405600045,6.34-6.38x4.01,8000,-25.60%,$5952.00,63.00%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
FTNZ5,round,1.00,D,VS2,EX,EX,EX,N,GIA,6402690941,6.39-6.42x3.90,10700,-30.00%,$7490.00,61.00%,59.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
ETNZ5,round,1.00,G,VS1,EX,EX,EX,N,GIA,6405619861,6.35-6.39x3.98,9900,-29.30%,$6999.30,62.40%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
DTNZ5,round,1.01,F,VS1,EX,EX,EX,N,GIA,2417025331,6.41-6.44x3.97,10800,-30.50%,$7581.06,61.90%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
CTNZ5,round,1.01,F,VS2,EX,EX,EX,N,GIA,1407330696,6.36-6.40x3.99,9500,-29.40%,$6774.07,62.50%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
BTNZ5,round,1.01,D,VS1,EX,EX,EX,N,GIA,7401434988,6.37-6.41x4.00,12000,-32.50%,$8181.00,62.60%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
ATNZ5,round,0.70,F,VS2,EX,EX,EX,N,GIA,2221106923,5.62-5.66x3.54,5000,-31.10%,$2411.50,62.70%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
9TNZ5,round,0.80,I,VS1,EX,EX,EX,N,GIA,5403695262,5.89-5.93x3.70,3900,-21.40%,$2452.32,62.50%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
8TNZ5,round,0.70,D,VS2,VG,EX,VG,N,GIA,1405637454,5.51-5.58x3.56,5500,-42.80%,$2202.20,64.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
7TNZ5,round,0.80,G,VS2,EX,EX,EX,N,GIA,2225088929,6.04-6.08x3.56,4800,-22.60%,$2972.16,58.70%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
6TNZ5,round,0.70,D,VS1,EX,EX,EX,N,GIA,2225042042,5.64-5.68x3.54,5900,-32.30%,$2796.01,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
5TNZ5,round,0.70,G,VS2,EX,EX,EX,N,GIA,2225068685,5.61-5.65x3.56,4800,-30.10%,$2348.64,63.20%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
4TNZ5,round,0.70,F,VS2,EX,EX,EX,N,GIA,2225072631,5.66-5.69x3.56,5000,-31.10%,$2411.50,62.80%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
3TNZ5,round,0.80,D,VS2,EX,EX,EX,N,GIA,1408884820,5.91-5.93x3.71,5500,-26.10%,$3251.60,62.80%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
2TNZ5,round,0.70,G,VS2,EX,EX,EX,N,GIA,5212968291,5.66-5.67x3.52,4800,-30.50%,$2335.20,62.20%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
1TNZ5,round,0.70,F,VS2,EX,EX,EX,N,GIA,5393559888,5.61-5.66x3.53,5000,-30.00%,$2450.00,62.70%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
0TNZ5,round,0.72,F,VS2,EX,EX,EX,N,GIA,2225058894,5.71-5.75x3.58,5000,-32.80%,$2419.20,62.50%,59.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
