Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
KT2159,CB,0.60,J,SI1,,EX,VG,No,,4.67 - 5.00 * 3.18,Gia,3335296192,,1700.00,1020.00,-40.00,612.00,,,,68.00,59.00,THN to VTK,THN to VTK,,F,,NON,,,,,GIA 3335296192,Crystal  Cloud,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2159,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2159,
KT2439,Emerald,0.57,H,SI2,,VG,VG,No,,3.99 - 5.38 * 2.62,Gia,2347856596,,1800.00,900.00,-50.00,513.00,,,,65.60,67.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 2347856596,Twinning Wisp  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2439,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2439,
KT2465,CB,0.91,M,VS2,,EX,VG,MED,,5.33 - 5.33 * 3.58,Gia,3345844502,,1800.00,810.00,-55.00,737.10,,,,67.30,57.00,VTK,VTK,,F,,NON,,,,,GIA 3345844502,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2465,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2465,
KT2645,CB,0.51,I,SI1,,VG,VG,No,,4.18 - 4.78 * 2.94,Gia,2211129045,,1900.00,950.00,-50.00,484.50,,,,70.20,60.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 2211129045,Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2645,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2645,
KT2656,CB,0.90,F,SI1,,EX,G,No,,4.99 - 5.73 * 3.62,Gia,5211129322,,4700.00,1974.00,-58.00,1776.60,,,,72.60,59.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 5211129322,Cloud  Feather  Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2656,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2656,
KT2666,Marquise,0.58,K,VS2,,EX,VG,No,,4.35 - 8.44 * 2.71,Gia,5363217519,,1500.00,915.00,-39.00,530.70,,,,62.30,57.00,MED to VTK,MED to VTK,,F,,NON,,,,,GIA 5363217519,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2666,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2666,
KT2685,CB,0.70,I,SI1,,EX,G,No,,4.65 - 5.18 * 3.34,Gia,6214129345,,2600.00,1170.00,-55.00,819.00,,,,71.90,61.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 6214129345,Feather  Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2685,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2685,
KT2687,CB,1.00,K,SI2,,EX,VG,No,,5.24 - 5.27 * 4.05,Gia,6351910347,,2700.00,1296.00,-52.00,1296.00,,,,77.30,64.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6351910347,Crystal  Cloud  Feather  Needle  Knot  Indented Natural  Natural,N,N,YES,Additional clouds  pinpoints and surface graining are not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2687,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2687,
KT2689,CB,0.90,J,SI1,,EX,G,No,,5.10 - 5.37 * 3.69,Gia,6214129360,,3000.00,1260.00,-58.00,1134.00,,,,72.30,63.00,STK to ETK,STK to ETK,,F,,NON,,,,,GIA 6214129360,Crystal  Cloud  Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2689,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2689,
KT2773.,CB,0.70,E,VVS2,,EX,VG,No,,4.70 - 4.77 * 3.45,Gia,6362089158,,4600.00,2530.00,-45.00,1771.00,,,,73.50,60.00,,,,F,N,NON,,,,,GIA 6362089158,Needle  Pinpoint,NO,N ,YES,,,,
KT2776,CB,0.60,M,VVS2,,EX,VG,FNT,,4.43 - 4.86 * 3.07,Gia,6361088545,,1100.00,605.00,-45.00,363.00,,,,69.40,59.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6361088545,Indented Natural  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2776,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2776,
KT2800,Emerald,0.50,K,SI2,,EX,VG,No,,3.79 - 5.14 * 2.59,Gia,2366088814,,1300.00,754.00,-42.00,377.00,,,,68.40,65.00,THK,THK,,B,,NON,,,,,GIA 2366088814,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2800,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2800,
KT2900,CB,0.90,L,VS1,,EX,VG,FNT,,4.91 - 5.61 * 3.70,Gia,6361384385,,2200.00,1056.00,-52.00,950.40,,,,75.40,60.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 6361384385,Crystal  Needle  Pinpoint,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2900,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2900,
KT2902,CB,0.50,J,SI2,,EX,VG,FNT,,4.27 - 4.31 * 3.10,Gia,7361384364,,1600.00,784.00,-51.00,392.00,,,,72.70,59.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 7361384364,Crystal,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2902,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2902,
KT2910,CB,0.50,K,SI1,,EX,VG,No,,4.33 - 4.40 * 3.05,Gia,7362383902,,1400.00,700.00,-50.00,350.00,,,,70.40,60.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 7362383902,Cloud  Crystal,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2910,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2910,
KT2912,Emerald,0.52,L,SI2,,EX,VG,No,,3.88 - 5.42 * 2.53,Gia,6362383712,,1100.00,605.00,-45.00,314.60,,,,65.20,60.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 6362383712,Feather  Crystal  Cloud,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2912,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2912,
KT2926,CB,0.90,L,VS2,,EX,VG,FNT,,5.22 - 5.33 * 3.75,Gia,5363383871,,2100.00,924.00,-56.00,831.60,,,,71.80,62.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 5363383871,Crystal,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2926,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2926,
KT2949,Marquise,1.00,M,SI1,,EX,VG,MED,,5.01 - 10.97 * 3.03,Gia,5363501741,,2000.00,1300.00,-35.00,1300.00,,,,60.50,56.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 5363501741,Feather  Needle,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2949,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2949,
KT2954,Emerald,0.51,J,IF,,EX,VG,No,,3.66 - 5.22 * 2.62,Gia,6362698547,,2200.00,1254.00,-43.00,639.54,,,,71.50,65.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 6362698547,Minor Details of Polish,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2954,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2954,
KT2978,Princess,0.90,I,SI1,,EX,VG,FNT,,4.98 - 5.23 * 3.91,Gia,3365746175,,3600.00,1728.00,-52.00,1555.20,,,,78.60,80.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 3365746175,Feather,MILKEY1,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT2978,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT2978,
KT3052,Emerald,0.55,D,I1,,EX,EX,FNT,,3.86 - 5.27 * 2.65,Gia,6217410185,,1700.00,850.00,-50.00,467.50,,,,68.70,65.00,VTK,VTK,,B,,NON,,,,,GIA 6217410185,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3052,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3052,
KT3053,Emerald,0.60,L,SI1,,EX,VG,MED,,3.96 - 5.56 * 2.59,Gia,2211410165,,1200.00,660.00,-45.00,396.00,,,,65.30,66.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 2211410165,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3053,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3053,
KT3054,Emerald,0.51,M,VS2,,EX,VG,MED,,3.79 - 5.17 * 2.58,Gia,2211410179,,1000.00,620.00,-38.00,316.20,,,,68.00,66.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 2211410179,Feather  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3054,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3054,
KT3057,Emerald,0.70,M,SI2,,EX,VG,MED,,4.10 - 5.87 * 2.85,Gia,5211410155,,1300.00,624.00,-52.00,436.80,,,,69.60,66.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 5211410155,Crystal  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3057,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3057,
KT3063,Marquise,0.50,L,SI1,,EX,VG,No,,4.22 - 8.84 * 2.40,Gia,2213383531,,1200.00,720.00,-40.00,360.00,,,,56.90,59.00,STK to THK,STK to THK,,F,,NON,,,,,GIA 2213383531,Twinning Wisp  Feather  Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3063,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3063,
KT3073,Pear,0.90,G,SI2,,EX,VG,No,,5.40 - 8.18 * 3.38,Gia,2215383517,,3800.00,2166.00,-43.00,1949.40,,,,62.60,65.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 2215383517,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3073,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3073,
KT3074,Emerald,1.03,G,SI1,,EX,VG,VST,,4.75 - 6.75 * 3.14,Gia,7372201609,,5400.00,1890.00,-65.00,1946.70,,,,66.10,64.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 7372201609,Crystal  Feather  Needle,N ,N ,YES,Clouds are not shown. Pinpoints are not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3074,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3074,
KT3095,Emerald,0.50,F,I1,,VG,G,No,,3.79 - 5.24 * 2.51,Gia,6372391411,,1500.00,930.00,-38.00,465.00,,,,66.20,64.00,VTK,VTK,,B,,NON,,,,,GIA 6372391411,Feather,NO,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3095,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3095,
KT3104,Oval,0.51,J,SI2,,VG,G,MED,,4.38 - 6.40 * 2.82,Gia,6217410197,,1600.00,832.00,-48.00,424.32,,,,64.40,59.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 6217410197,Feather  Crystal  Twinning Wisp,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3104,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3104,
KT3125,CB,0.60,J,VS1,,EX,VG,MED,,4.31 - 5.05 * 3.11,Gia,6375361799,,1900.00,1045.00,-45.00,627.00,,,,72.20,60.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6375361799,Crystal  Cloud  Needle,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3125,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3125,
KT3132,CB,0.54,I,VS2,,EX,VG,No,,4.32 - 4.84 * 3.01,Gia,5373361052,,2100.00,1008.00,-52.00,544.32,,,,69.70,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 5373361052,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3132,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3132,
KT3134,CB,0.70,J,SI2,,EX,VG,No,,4.74 - 4.95 * 3.37,Gia,2378360477,,2200.00,1056.00,-52.00,739.20,,,,71.20,59.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 2378360477,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3134,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3134,
KT3137,CB,0.60,J,VS1,,EX,VG,No,,4.50 - 4.87 * 3.20,Gia,6372360604,,1900.00,1121.00,-41.00,672.60,,,,71.10,62.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 6372360604,Crystal  Feather  Needle,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3137,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3137,
KT3138,CB,0.50,K,VS2,,EX,VG,No,,4.25 - 4.29 * 3.17,Gia,2378360527,,1500.00,765.00,-49.00,382.50,,,,74.60,62.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 2378360527,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3138,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3138,
KT3147,CB,0.70,H,SI1,,EX,G,No,,4.58 - 4.96 * 3.48,Gia,5373362412,,2900.00,1363.00,-53.00,954.10,,,,75.80,61.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 5373362412,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3147,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3147,
KT3154,CB,0.60,J,VS1,,EX,VG,No,,4.45 - 4.81 * 3.17,Gia,5376361984,,1900.00,1121.00,-41.00,672.60,,,,71.30,61.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 5376361984,Crystal  Needle  Cloud  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3154,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3154,
KT3157,CB,0.60,M,VS1,,EX,G,FNT,,4.60 - 4.62 * 3.20,Gia,5373362451,,1100.00,638.00,-42.00,382.80,,,,69.60,60.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 5373362451,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3157,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3157,
KT3158,CB,0.70,J,SI1,,EX,VG,No,,4.73 - 4.74 * 3.49,Gia,6372362493,,2300.00,1127.00,-51.00,788.90,,,,73.60,59.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6372362493,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3158,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3158,
KT3161,CB,0.63,J,VS2,,VG,VG,No,,4.57 - 4.79 * 3.26,Gia,6372362435,,1800.00,1044.00,-42.00,657.72,,,,71.40,56.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6372362435,Crystal  Feather  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3161,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3161,
KT3164,CB,0.61,G,SI1,,EX,VG,No,,4.59 - 4.94 * 3.11,Gia,1379362566,,2100.00,1197.00,-43.00,730.17,,,,67.70,58.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 1379362566,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3164,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3164,
KT3177,CB,0.57,H,VS2,,EX,VG,No,,4.28 - 5.04 * 3.04,Gia,3375361665,,2300.00,1173.00,-49.00,668.61,,,,70.90,58.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 3375361665,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3177,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3177,
KT3178,CB,0.50,I,SI1,,EX,G,No,,4.22 - 4.56 * 3.00,Gia,6372361639,,1900.00,931.00,-51.00,465.50,,,,70.90,65.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 6372361639,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3178,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3178,
KT3179,CB,0.60,J,VS2,,EX,VG,No,,4.48 - 4.80 * 3.18,Gia,1373361616,,1800.00,1080.00,-40.00,648.00,,,,71.10,66.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 1373361616,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3179,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3179,
KT3180,CB,0.70,M,VS2,,EX,G,FNT,,4.57 - 5.07 * 3.41,Gia,6371361158,,1500.00,825.00,-45.00,577.50,,,,74.50,62.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6371361158,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3180,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3180,
KT3183,CB,0.60,J,SI1,,EX,VG,No,,4.48 - 4.82 * 3.20,Gia,2378360603,,1700.00,1020.00,-40.00,612.00,,,,71.30,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2378360603,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3183,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3183,
KT3185,Emerald,0.50,L,VS1,,EX,EX,No,,3.79 - 4.91 * 2.64,Gia,2377360917,,1300.00,910.00,-30.00,455.00,,,,69.80,63.00,THK,THK,,B,,NON,,,,,GIA 2377360917,Feather  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3185,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3185,
KT3196,CB,0.51,J,SI1,,EX,VG,No,,4.21 - 4.61 * 3.00,Gia,7378361323,,1700.00,833.00,-51.00,424.83,,,,71.30,64.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 7378361323,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3196,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3196,
KT3203,CB,0.60,L,VS1,,EX,VG,FNT,,4.57 - 4.69 * 3.25,Gia,1373360916,,1300.00,845.00,-35.00,507.00,,,,71.00,59.00,STK to THK,STK to THK,,F,,NON,,,,,GIA 1373360916,Crystal  Feather  Cloud  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3203,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3203,
KT3211,CB,0.70,K,VS2,,EX,VG,No,,4.81 - 4.85 * 3.40,Gia,6372361507,,1900.00,1045.00,-45.00,731.50,,,,70.60,64.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6372361507,Crystal  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3211,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3211,
KT3213,CB,0.60,I,VS2,,EX,VG,MED,,4.39 - 4.96 * 3.13,Gia,1379361881,,2100.00,1092.00,-48.00,655.20,,,,71.40,65.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 1379361881,Crystal  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3213,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3213,
KT3219,CB,0.60,K,VS2,,EX,VG,No,,4.29 - 4.97 * 3.20,Gia,1375362465,,1500.00,855.00,-43.00,513.00,,,,74.50,61.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 1375362465,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3219,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3219,
KT3221,CB,0.70,I,VVS2,,VG,VG,No,,4.71 - 4.97 * 3.36,Gia,6372362317,,3000.00,1560.00,-48.00,1092.00,,,,71.30,62.00,VTK,VTK,,F,,NON,,,,,GIA 6372362317,Needle  Cloud  Pinpoint  Surface Graining,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3221,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3221,
KT3224,CB,0.70,J,VVS2,,VG,VG,No,,4.65 - 4.94 * 3.42,Gia,6375362384,,2600.00,1352.00,-48.00,946.40,,,,73.60,57.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 6375362384,Feather  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3224,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3224,
KT3227,CB,0.70,G,VS2,,EX,VG,No,,4.69 - 4.94 * 3.35,Gia,1373362864,,3700.00,1887.00,-49.00,1320.90,,,,71.50,56.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 1373362864,Crystal  Feather  Indented Natural,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3227,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3227,
KT3229,CB,0.63,H,VS1,,EX,VG,FNT,,4.54 - 4.86 * 3.15,Gia,2377362080,,2400.00,1320.00,-45.00,831.60,,,,69.30,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2377362080,Crystal  Feather  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3229,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3229,
KT3235,CB,0.60,I,VS2,,EX,VG,No,,4.44 - 4.76 * 3.13,Gia,7371362286,,2100.00,1197.00,-43.00,718.20,,,,70.50,63.00,VTK,VTK,,F,,NON,,,,,GIA 7371362286,Crystal,N ,N ,YES,,,,
KT3236,CB,0.70,H,SI1,,EX,VG,FNT,,4.67 - 4.73 * 3.41,Gia,1373362307,,2900.00,1363.00,-53.00,954.10,,,,72.90,61.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 1373362307,Crystal  Feather,N ,N ,YES,,,,
KT3247,CB,0.80,I,VS2,,EX,VG,No,,5.03 - 5.94 * 3.08,Gia,1378529673,,2800.00,1568.00,-44.00,1254.40,,,,61.30,61.00,MED to STK,MED to STK,,F,,NON,,,,,GIA 1378529673,Twinning Wisp,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3247,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3247,
KT3257,Emerald,1.00,K,VVS1,,EX,VG,No,,4.89 - 6.50 * 3.15,Gia,6372528621,,3600.00,1908.00,-47.00,1908.00,,,,64.30,68.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 6372528621,,NO,N,YES,Clarity grade is based on internal graining that is not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3257,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3257,
KT3268,Triangle,1.81,I,SI2,,VG,VG,No,,8.79 - 8.56 * 3.18,Gia,6372807059,,6200.00,2790.00,-55.00,5049.90,,,,36.10,71.00,MED to VTK,MED to VTK,,B,,NON,,,,,GIA 6372807059,Twinning Wisp  Feather  Crystal  Indented Natural,N,N,YES,Additional twinning wisps are not shown. Surface graining is not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3268,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3268,
KT3279,CB,0.70,H,IF,,EX,VG,No,,4.72 - 5.53 * 3.05,Gia,1375530004,,4100.00,2173.00,-47.00,1521.10,,,,64.60,54.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 1375530004,Minor Details of Polish,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3279,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3279,
