stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10242173,INDIA,G,round,0.50,E,VS2,EX,EX,EX,N,5.08-5.12x3.13,GIA,6401289873,4000,-31.40%,$1372.00,WH,M0,,,,,EC0,,Y,59.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242171,INDIA,G,round,1.00,H,SI2,VG,VG,VG,N,6.18-6.27x3.98,GIA,7408609809,5600,-40.00%,$3360.00,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242169,INDIA,G,round,0.30,G,SI1,VG,VG,VG,N,4.2-4.23x2.69,GIA,6402998938,1900,-36.30%,$363.09,WH,M0,,,,,EC0,,Y,55.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242166,INDIA,G,round,0.40,G,SI1,EX,EX,EX,N,4.67-4.71x2.92,GIA,6401349051,2200,-29.80%,$617.76,WH,M0,,,,,EC0,,Y,60.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242164,INDIA,G,round,0.50,G,VS2,EX,EX,EX,N,5.17-5.21x3.1,GIA,2407756739,3800,-29.90%,$1331.90,WH,M0,,,,,EC0,,Y,58.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242163,INDIA,G,round,0.50,G,VS2,EX,EX,EX,N,5.03-5.06x3.17,GIA,6401950361,3800,-29.90%,$1331.90,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242162,INDIA,G,round,0.50,G,VS2,EX,EX,EX,N,5.08-5.09x3.15,GIA,1405899752,3800,-29.90%,$1331.90,WH,M0,,,,,EC0,,Y,58.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242161,INDIA,G,round,0.50,G,VS2,EX,EX,EX,N,5.14-5.17x3.13,GIA,7401965750,3800,-29.90%,$1331.90,WH,M0,,,,,EC0,,Y,58.00,60.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242160,INDIA,G,round,0.50,G,VS2,EX,EX,EX,N,5.14-5.18x3.08,GIA,2404965930,3800,-29.90%,$1331.90,WH,M0,,,,,EC0,,Y,59.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242159,INDIA,G,round,0.50,G,VS1,EX,EX,EX,N,5.2-5.23x3.06,GIA,1407965779,4000,-30.50%,$1390.00,WH,M0,,,,,EC0,,Y,59.00,58.60,0.00,0.00,,,,Y,,1407965779,,"NO BGM and 100%EC"
10242158,INDIA,G,round,0.50,F,VS1,EX,EX,EX,N,5.11-5.14x3.14,GIA,1408965826,4200,-31.60%,$1436.40,WH,M0,,,,,EC0,,Y,59.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242157,INDIA,G,round,0.51,E,VS2,EX,EX,EX,N,5.1-5.13x3.14,GIA,3405951661,4000,-32.80%,$1370.88,WH,M0,,,,,EC0,,Y,59.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242156,INDIA,G,round,0.50,E,VS1,EX,EX,EX,N,5.16-5.18x3.15,GIA,5406903847,4400,-32.80%,$1478.40,WH,M0,,,,,EC0,,Y,58.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242155,INDIA,G,round,0.60,H,VVS2,EX,EX,EX,N,5.4-5.43x3.37,GIA,1403526848,3900,-30.30%,$1630.98,WH,M0,,,,,EC0,,Y,59.00,62.30,0.00,0.00,,,,Y,,1403526848,,"NO BGM and 100%EC"
10242154,INDIA,G,round,0.60,H,VVS2,EX,EX,EX,N,5.43-5.46x3.29,GIA,6405663137,3900,-30.30%,$1630.98,WH,M0,,,,,EC0,,Y,59.00,60.50,0.00,0.00,,,,Y,,6405663137,,"NO BGM and 100%EC"
10242153,INDIA,G,round,0.70,G,VS1,EX,EX,EX,N,5.63-5.67x3.54,GIA,6401982118,5000,-30.50%,$2432.50,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,6401982118,,"NO BGM and 100%EC"
10242151,INDIA,G,round,0.70,G,VS1,EX,EX,EX,N,5.63-5.68x3.52,GIA,6391451434,5000,-30.80%,$2422.00,WH,M0,,,,,EC0,,Y,58.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242150,INDIA,G,round,0.70,G,VS1,EX,EX,EX,N,5.6-5.64x3.53,GIA,1407871553,5000,-30.80%,$2422.00,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242149,INDIA,G,round,0.70,F,VS1,VG,EX,VG,N,5.49-5.55x3.53,GIA,1409950979,5300,-42.90%,$2118.41,WH,M0,,,,,EC0,,Y,58.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242148,INDIA,G,round,0.70,F,VS1,EX,EX,EX,N,5.64-5.68x3.54,GIA,6402012468,5300,-30.40%,$2582.16,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242147,INDIA,G,round,0.70,F,VS1,EX,EX,EX,N,5.63-5.68x3.54,GIA,7368868242,5300,-30.40%,$2582.16,WH,M0,,,,,EC0,,Y,59.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242146,INDIA,G,round,0.70,F,VS1,EX,EX,EX,N,5.62-5.67x3.54,GIA,2357876649,5300,-30.60%,$2574.74,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242145,INDIA,G,round,0.70,F,VS1,EX,EX,EX,N,5.64-5.67x3.55,GIA,6401950780,5300,-30.60%,$2574.74,WH,M0,,,,,EC0,,Y,59.00,62.80,0.00,0.00,,,,Y,,6401950780,,"NO BGM and 100%EC"
10242144,INDIA,G,round,0.70,F,VS1,EX,EX,EX,N,5.62-5.66x3.54,GIA,6405965693,5300,-30.60%,$2574.74,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242143,INDIA,G,round,0.70,E,VS2,EX,EX,EX,N,5.66-5.7x3.51,GIA,2407965167,5300,-35.60%,$2389.24,WH,M0,,,,,EC0,,Y,59.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242142,INDIA,G,round,0.80,G,SI1,EX,EX,EX,N,5.86-5.9x3.7,GIA,6402757796,4000,-21.20%,$2521.60,WH,M0,,,,,EC0,,Y,58.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242141,INDIA,G,round,0.80,D,SI1,EX,EX,EX,N,5.89-5.92x3.68,GIA,6405628238,4600,-25.40%,$2745.28,WH,M0,,,,,EC0,,Y,59.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242139,INDIA,G,round,1.00,J,VS2,GD,EX,VG,N,6.09-6.16x3.93,GIA,2406235919,5300,-44.30%,$2952.10,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242135,INDIA,G,round,1.00,H,VS2,EX,EX,EX,N,6.33-6.38x3.97,GIA,1409831784,8000,-25.10%,$5992.00,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242134,INDIA,G,round,1.00,H,VS2,EX,EX,EX,N,6.31-6.36x3.99,GIA,2417087731,8000,-25.10%,$5992.00,WH,M0,,,,,EC0,,Y,59.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242133,INDIA,G,round,1.00,H,VS2,EX,EX,EX,N,6.34-6.38x3.99,GIA,5416030317,8000,-25.10%,$5992.00,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242131,INDIA,G,round,1.00,H,VVS2,EX,EX,EX,N,6.32-6.36x3.99,GIA,6402834354,8900,-27.30%,$6470.30,WH,M0,,,,,EC0,,Y,57.00,62.90,0.00,0.00,,,,Y,,6402834354,,"NO BGM and 100%EC"
10242130,INDIA,G,round,1.00,G,VS2,VG,VG,VG,N,6.15-6.23x4.01,GIA,6402205315,9000,-43.30%,$5103.00,WH,M0,,,,,EC0,,Y,57.00,64.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242129,INDIA,G,round,1.00,G,VS2,EX,EX,EX,N,6.41-6.45x3.91,GIA,2396608400,9000,-27.60%,$6516.00,WH,M0,,,,,EC0,,Y,58.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242128,INDIA,G,round,1.01,G,VS2,EX,EX,EX,N,6.38-6.42x4.01,GIA,6411137323,9000,-28.70%,$6481.17,WH,M0,,,,,EC0,,Y,56.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242127,INDIA,G,round,1.01,G,VS2,EX,EX,EX,N,6.37-6.42x3.99,GIA,6402582814,9000,-28.70%,$6481.17,WH,M0,,,,,EC0,,Y,58.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242126,INDIA,G,round,1.00,G,VS2,EX,EX,EX,N,6.32-6.37x3.98,GIA,7391106886,9000,-27.60%,$6516.00,WH,M0,,,,,EC0,,Y,58.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242124,INDIA,G,round,1.00,G,VS2,EX,EX,EX,N,6.34-6.38x4,GIA,1393777637,9000,-27.60%,$6516.00,WH,M0,,,,,EC0,,Y,57.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242122,INDIA,G,round,1.01,D,VS2,EX,EX,EX,N,6.34-6.38x3.98,GIA,1409982887,10700,-30.60%,$7500.06,WH,M0,,,,,EC0,,Y,59.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242121,INDIA,G,round,2.00,J,VVS1,EX,EX,EX,N,7.97-8.01x5.02,GIA,6402019964,12000,-27.60%,$17376.00,WH,M0,,,,,EC0,,Y,58.00,62.90,0.00,0.00,,,,Y,,6402019964,,"NO BGM and 100%EC"
10242120,INDIA,G,round,2.05,H,VS2,EX,EX,EX,N,8.06-8.1x5.05,GIA,2406755124,14000,-25.40%,$21410.20,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242119,SZ,G,round,2.01,F,VVS2,EX,EX,EX,N,8.02-8.09x5.01,GIA,7408578910,23000,-24.70%,$34811.19,WH,M0,,,,,EC0,N,Y,60.00,62.20,34.00,41.60,"Pinpoint  Needle  Natural",N,2021-09-30,Y,,7408578910,,"NO BGM and 100%EC"
10242108,INDIA,G,round,0.61,D,VS2,EX,EX,EX,N,5.44x5.41x3.4,GIA,6401345294,4200,-32.10%,$1739.60,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242107,INDIA,G,round,0.40,H,SI1,EX,EX,EX,N,4.71x4.68x2.96,GIA,6402658052,2100,-27.40%,$609.84,WH,M0,,,,,EC0,,Y,57.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242106,INDIA,G,round,0.40,H,VS2,EX,EX,EX,N,4.84x4.82x2.86,GIA,6402451269,2400,-27.10%,$699.84,WH,M0,,,,,EC0,,Y,59.00,59.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242105,INDIA,G,round,0.30,H,SI1,EX,EX,EX,N,4.29x4.27x2.64,GIA,7401068499,1800,-28.40%,$386.64,WH,M0,,,,,EC0,,Y,57.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242104,INDIA,G,round,0.60,D,VS1,EX,EX,EX,N,5.39x5.35x3.39,GIA,6392944057,4600,-33.90%,$1824.36,WH,M0,,,,,EC0,,Y,58.00,63.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242102,INDIA,G,round,0.40,G,SI1,EX,EX,EX,N,4.72x4.69x2.95,GIA,7408590984,2200,-30.00%,$616.00,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242101,HK,G,round,1.00,F,VVS1,EX,EX,EX,N,6.40x6.44x3.91,GIA,1393542098,12600,-28.90%,$8958.60,WH,M0,,,,,EC0,,Y,62.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242097,HK01,G,round,1.01,G,IF,EX,EX,EX,N,6.33x6.38x4.05,GIA,7408746935,11300,-27.40%,$8285.84,WH,M0,,,,,EC0,,Y,56.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242093,INDIA,G,round,0.50,D,VVS1,EX,EX,EX,N,5.15x5.12x3.10,GIA,6227060232,5600,-34.00%,$1848.00,WH,M0,,,,,EC0,,Y,61.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242092,HK01,G,round,0.30,H,SI1,VG,EX,EX,F,4.2x4.23x2.66,GIA,7362297419,1800,-36.31%,$343.93,WH,M0,,,,,EC0,,Y,57.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242091,HK01,G,round,0.30,F,SI2,EX,EX,EX,N,4.26x4.3x2.66,GIA,7371590863,1700,-34.20%,$335.58,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242089,HK01,G,round,0.30,D,IF,EX,EX,EX,N,4.3x4.31x2.65,GIA,2388111663,3800,-39.60%,$688.56,WH,M0,,,,,EC0,,Y,59.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242088,HK01,G,round,0.30,E,SI1,VG,EX,VG,N,4.32x4.35x2.57,GIA,6382732957,2100,-42.40%,$362.88,WH,M0,,,,,EC0,,Y,65.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242087,HK01,G,round,0.30,E,VS2,EX,EX,EX,N,4.25x4.27x2.65,GIA,6382813789,2300,-36.90%,$435.39,WH,M0,,,,,EC0,,Y,61.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242086,HK01,G,round,0.30,E,SI1,VG,EX,EX,N,4.22x4.26x2.61,GIA,2384241922,2100,-42.40%,$362.88,WH,M0,,,,,EC0,,Y,63.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242085,HK01,G,round,0.30,H,SI2,VG,EX,VG,N,4.26x4.32x2.64,GIA,1385242571,1500,-36.40%,$286.20,WH,M0,,,,,EC0,,Y,64.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242084,HK01,G,round,0.30,D,SI1,GD,VG,VG,N,4.09x4.11x2.72,GIA,1398029184,2200,-50.38%,$327.49,WH,M0,,,,,EC0,,Y,53.00,66.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242083,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.07x4.13x2.72,GIA,2394148278,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,66.00,66.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242082,HK01,G,round,0.30,G,VS2,EX,EX,EX,F,4.32x4.34x2.63,GIA,5393152427,2100,-35.00%,$409.50,WH,M0,,,,,EC0,,Y,58.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242081,HK01,G,round,0.30,D,VVS1,EX,EX,EX,N,4.28x4.31x2.66,GIA,1399162635,3000,-36.90%,$567.90,WH,M0,,,,,EC0,,Y,60.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242080,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.11x4.14x2.67,GIA,1393216507,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,65.00,64.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242079,HK01,G,round,0.30,F,SI1,GD,EX,EX,N,4.19x4.22x2.6,GIA,2398216932,2000,-45.57%,$326.58,WH,M0,,,,,EC0,,Y,63.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242078,HK01,G,round,0.30,G,VS1,GD,VG,VG,N,4.02x4.07x2.71,GIA,7392217657,2200,-44.00%,$369.60,WH,M0,,,,,EC0,,Y,56.00,66.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242077,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.09x4.11x2.7,GIA,2396263557,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,52.00,65.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242076,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.08x4.11x2.71,GIA,6392278130,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,54.00,66.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242075,HK01,G,round,0.30,G,VS2,EX,EX,EX,F,4.3x4.31x2.66,GIA,6392280719,2100,-35.00%,$409.50,WH,M0,,,,,EC0,,Y,57.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242074,HK01,G,round,0.30,D,VVS1,EX,EX,EX,N,4.27x4.3x2.68,GIA,1393263833,3000,-36.90%,$567.90,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242073,HK01,G,round,0.30,H,SI2,VG,EX,VG,N,4.16x4.2x2.69,GIA,6391325738,1500,-36.40%,$286.20,WH,M0,,,,,EC0,,Y,58.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242072,HK01,G,round,0.30,E,VS1,GD,EX,VG,N,4.03x4.08x2.72,GIA,6392331977,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,59.00,67.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242071,HK01,G,round,0.30,H,VVS2,VG,VG,VG,N,4.22x4.27x2.65,GIA,1395368144,2200,-40.30%,$394.02,WH,M0,,,,,EC0,,Y,62.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242070,HK01,G,round,0.30,H,VVS2,EX,EX,EX,N,4.23x4.26x2.69,GIA,2396363970,2200,-33.80%,$436.92,WH,M0,,,,,EC0,,Y,56.00,63.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242069,HK01,G,round,0.30,E,VS1,GD,VG,VG,N,4.14x4.17x2.58,GIA,5393380304,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,68.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242067,HK01,G,round,0.30,E,VS1,GD,EX,VG,N,4.06x4.11x2.69,GIA,1398378154,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,61.00,66.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242065,HK01,G,round,0.30,G,VS1,GD,VG,VG,N,4.04x4.09x2.7,GIA,2394419174,2200,-44.00%,$369.60,WH,M0,,,,,EC0,,Y,58.00,66.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242064,HK01,G,round,0.30,E,VS1,GD,EX,VG,N,4.05x4.09x2.7,GIA,2394503091,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,61.00,66.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242063,HK01,G,round,0.30,H,VS2,GD,EX,EX,N,4.23x4.27x2.55,GIA,1399500557,2000,-43.04%,$341.76,WH,M0,,,,,EC0,,Y,64.00,60.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242062,HK01,G,round,0.30,E,SI2,EX,EX,EX,N,4.27x4.29x2.7,GIA,6392410188,1800,-36.10%,$345.06,WH,M0,,,,,EC0,,Y,56.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242061,HK01,G,round,0.30,D,VVS1,EX,EX,EX,N,4.29x4.3x2.64,GIA,2394456191,3000,-36.90%,$567.90,WH,M0,,,,,EC0,,Y,56.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242058,HK01,G,round,0.30,D,VVS2,EX,EX,EX,N,4.25x4.28x2.68,GIA,2397456318,2800,-37.40%,$525.84,WH,M0,,,,,EC0,,Y,56.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242057,HK01,G,round,0.30,G,VS2,EX,EX,EX,F,4.27x4.3x2.63,GIA,6392461073,2100,-35.00%,$409.50,WH,M0,,,,,EC0,,Y,61.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242056,HK01,G,round,0.30,F,VS2,EX,EX,EX,N,4.22x4.26x2.66,GIA,7391456799,2200,-34.90%,$429.66,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242055,HK01,G,round,0.30,E,VS1,GD,EX,VG,N,4.06x4.1x2.69,GIA,7392463832,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,55.00,65.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242054,HK01,G,round,0.30,G,VS1,GD,VG,VG,N,4.1x4.13x2.72,GIA,6395510373,2200,-44.00%,$369.60,WH,M0,,,,,EC0,,Y,66.00,66.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242053,HK01,G,round,0.30,F,SI1,GD,EX,VG,N,4.23x4.26x2.57,GIA,7398503626,2000,-45.57%,$326.58,WH,M0,,,,,EC0,,Y,67.00,60.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242052,HK01,G,round,0.30,G,VS2,GD,EX,EX,N,4.05x4.08x2.68,GIA,6391504216,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,64.00,65.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242051,HK01,G,round,0.30,E,VS1,EX,EX,EX,N,4.27x4.3x2.67,GIA,2396499856,2400,-35.50%,$464.40,WH,M0,,,,,EC0,,Y,60.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242049,HK01,G,round,0.30,E,VS2,EX,EX,EX,N,4.27x4.3x2.69,GIA,6395511113,2300,-36.90%,$435.39,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242047,HK01,G,round,0.30,G,VVS1,EX,EX,EX,N,4.24x4.27x2.68,GIA,6392510068,2500,-37.20%,$471.00,WH,M0,,,,,EC0,,Y,54.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242046,HK01,G,round,0.30,H,VVS2,EX,EX,EX,N,4.26x4.29x2.65,GIA,1399501663,2200,-33.60%,$438.24,WH,M0,,,,,EC0,,Y,59.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242045,HK01,G,round,0.30,G,VS1,GD,VG,VG,N,4.18x4.22x2.64,GIA,2397508011,2200,-44.00%,$369.60,WH,M0,,,,,EC0,,Y,59.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242044,HK01,G,round,0.30,G,VVS1,EX,EX,EX,N,4.24x4.28x2.63,GIA,1397508003,2500,-37.20%,$471.00,WH,M0,,,,,EC0,,Y,59.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242043,HK01,G,round,0.30,E,VS1,EX,EX,EX,N,4.35x4.38x2.6,GIA,2394510277,2400,-35.50%,$464.40,WH,M0,,,,,EC0,,Y,61.00,59.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242041,HK01,G,round,0.30,E,VVS2,EX,EX,EX,N,4.28x4.3x2.66,GIA,3395508044,2600,-38.30%,$481.26,WH,M0,,,,,EC0,,Y,57.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242040,HK01,G,round,0.30,D,VVS2,EX,EX,EX,N,4.25x4.27x2.7,GIA,1393520930,2800,-37.70%,$523.32,WH,M0,,,,,EC0,,Y,56.00,63.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242039,HK01,G,round,0.30,G,VS2,GD,EX,EX,N,4.14x4.16x2.69,GIA,6395514800,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,68.00,64.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242038,HK01,G,round,0.30,D,VS2,VG,EX,VG,N,4.23x4.26x2.69,GIA,5396514375,2400,-45.70%,$390.96,WH,M0,,,,,EC0,,Y,54.00,63.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242037,HK01,G,round,0.30,E,VVS2,EX,EX,EX,N,4.29x4.32x2.61,GIA,7396512935,2600,-38.30%,$481.26,WH,M0,,,,,EC0,,Y,60.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242036,HK01,G,round,0.30,G,VS1,GD,VG,VG,N,4.14x4.19x2.69,GIA,6395521802,2200,-44.00%,$369.60,WH,M0,,,,,EC0,,Y,58.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242035,HK01,G,round,0.30,E,VS2,EX,EX,EX,N,4.24x4.28x2.69,GIA,7392523559,2300,-36.90%,$435.39,WH,M0,,,,,EC0,,Y,56.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242034,HK01,G,round,0.30,E,VS1,GD,EX,VG,N,4.32x4.37x2.56,GIA,7396567276,2400,-48.33%,$372.02,WH,M0,,,,,EC0,,Y,61.00,58.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242033,HK01,G,round,0.30,G,VS2,EX,EX,EX,F,4.29x4.31x2.71,GIA,7392569086,2100,-35.00%,$409.50,WH,M0,,,,,EC0,,Y,56.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242032,HK01,G,round,0.30,G,VS2,EX,EX,EX,N,4.28x4.32x2.63,GIA,6391590750,2100,-32.20%,$427.14,WH,M0,,,,,EC0,,Y,58.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242031,HK01,G,round,0.30,G,VS2,EX,EX,EX,N,4.25x4.29x2.69,GIA,1395603912,2100,-32.20%,$427.14,WH,M0,,,,,EC0,,Y,58.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242030,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.15x4.18x2.7,GIA,6391598145,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,55.00,64.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242029,HK01,G,round,0.30,G,VS2,GD,EX,VG,N,4.11x4.13x2.7,GIA,6392595931,2100,-42.73%,$360.80,WH,M0,,,,,EC0,,Y,57.00,65.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242028,HK01,G,round,0.30,G,SI1,GD,EX,EX,N,4.12x4.13x2.63,GIA,1395596088,1900,-46.90%,$302.67,WH,M0,,,,,EC0,,Y,62.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10242026,HK01,G,round,0.30,D,VVS1,EX,EX,EX,N,4.26x4.28x2.65,GIA,2396666366,3000,-36.90%,$567.90,WH,M0,,,,,EC0,,Y,58.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
