Stock_ID,Shape,Cts,Color,Clarity,Rep_Price,Cut,Polish,Symm,Fls,Length,Width,Depth,Depth_Per,Table_Per,Cr_Ang,Cr_Ht,Pav_Ang,Pav_Ht,Certi_No,Girdle,Disc,Lab,Pointer,Status,Shade,Luster,Table_Natts,Girdle_Type,Culet,Table_Depth,Inclusion,HNA,Side_Natts,Table_Open,Crown_Open,Comments,Key_To_Symbol,Disc_By_Date,Inscription,Girdle_Per,Revise_Disc_Flag,Crown_Natts,Crown_Inclusion,Certi_Date,BGM,UserComments,Group_Disc,Rap_Amount,Net_Price,Table_White,Side_White,Milky_Grade,Source,Location,Fls_Color,Lab_Date,Price_Per_Cts,View_Image,View_Video,View_Certi,TableOpen,CrownOpen,PavillionOpen,GirdleOpen
D-376,PRINCESS,1.04,H,SI2,6300.0,-,EX,EX,NONE,5.9,5.56,3.86,69.5,80.0,0.0,0.0,0.0,0.0,2394255629,THN TO MED,-47.0,GIA,1.00-1.49,,WHITE,NONE,SMALL,,N,,,-,NONE,HAIR LINE,NONE,CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,0.0,,,,,NO BGM,,-47.0,6552.0,3403.11,MEDIUM,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3272.22,https://shairugems.net:8010/DNA/Image?sRefNo=D-376,https://shairugems.net:8010/DNA/Vision360?d=2394255629&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2394255629,https://shairugems.net:8010/DNA/certi?SeqNo=2394255629,HAIR LINE,NONE,-,-
D-370,OVAL,1.1,I,VVS1,5600.0,-,EX,EX,NONE,9.01,5.56,3.37,60.6,61.0,0.0,0.0,0.0,0.0,7392255720,STK TO VTK,-30.5,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.0,,,,,NO BGM,,-30.5,6160.0,4195.58,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3814.16,https://shairugems.net:8010/DNA/Image?sRefNo=D-370,https://shairugems.net:8010/DNA/Video?Certi=7392255720,https://shairugems.net:8010/DNA/certi?SeqNo=7392255720,NONE,NONE,-,-
D-361,CUSHION,2.04,J,VS2,8000.0,-,EX,EX,NONE,7.04,6.93,5.05,72.9,69.0,0.0,0.0,0.0,0.0,7392653907,VTK TO ETK,-37.2,GIA,2.00-99.99,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,PINPOINTS  CLOUDS  INTERNAL GRAINING AND SURFACE GRAINING ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,0.0,,,,,NO BGM,,-37.2,16320.0,10043.98,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4923.52,https://shairugems.net:8010/DNA/Image?sRefNo=D-361,https://shairugems.net:8010/DNA/Video?Certi=7392653907,https://shairugems.net:8010/DNA/certi?SeqNo=7392653907,NONE,NONE,-,-
D-360,SQUARE RADIANT,2.06,I,VVS1,11200.0,-,EX,EX,NONE,7.73,6.77,4.74,70.0,62.0,0.0,0.0,0.0,0.0,2397653867,THK,-30.3,GIA,2.00-99.99,,WHITE,NONE,NONE,,N,,,-,NONE,NONE,NONE,,PINPOINT  CHIP,0.0,,0.0,,,,,NO BGM,,-30.3,23072.0,15759.56,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,7650.27,https://shairugems.net:8010/DNA/Image?sRefNo=D-360,https://shairugems.net:8010/DNA/Video?Certi=2397653867,https://shairugems.net:8010/DNA/certi?SeqNo=2397653867,NONE,NONE,-,-
D-349,ROUND,3.17,L,SI2,8200.0,3EX,EX,EX,NONE,9.43,9.39,5.87,62.3,57.0,35.5,0.16,41.2,0.44,2408021097,THN TO MED,-25.85,GIA,2.00-99.99,,WHITE,NONE,SMALL,,N,,,-,SMALL,NONE,NONE,ADDITIONAL TWINNING WISPS  CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,TWINNING WISP  FEATHER  CRYSTAL  NEEDLE,0.0,,0.04,,,,,NO BGM,,-25.85,25994.0,18889.06,SMALL,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,5958.69,https://shairugems.net:8010/DNA/Image?sRefNo=D-349,https://shairugems.net:8010/DNA/Vision360?d=2408021097&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2408021097,https://shairugems.net:8010/DNA/certi?SeqNo=2408021097,NONE,NONE,-,-
D-345,CUSHION,5.02,E,VVS2,59000.0,-,EX,EX,NONE,10.7,9.01,6.21,68.9,63.0,0.0,0.0,0.0,0.0,6214728818,STK TO THK,-35.25,GIA,2.00-99.99,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  PINPOINT,0.0,,0.0,,,,,NO BGM,,-35.25,296180.0,187941.02,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,37438.45,https://shairugems.net:8010/DNA/Image?sRefNo=D-345,https://shairugems.net:8010/DNA/Vision360?d=6214728818&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6214728818,https://shairugems.net:8010/DNA/certi?SeqNo=6214728818,NONE,NONE,-,-
D-269,CUSHION,1.05,K,VS2,3200.0,-,EX,VG,NONE,6.98,5.28,3.57,67.5,64.0,0.0,0.0,0.0,0.0,2366730092,MED TO THK,-54.2,GIA,1.00-1.49,,WHITE,NONE,SMALL,FACETED,N,,,-,NONE,NONE,NONE,PINPOINTS ARE NOT SHOWN.,FEATHER  CRYSTAL  NEEDLE,0.0,,0.0,,,,,NO BGM,,-54.2,3360.0,1508.1,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1436.29,https://shairugems.net:8010/DNA/Image?sRefNo=D-269,https://shairugems.net:8010/DNA/Video?Certi=2366730092,https://shairugems.net:8010/DNA/certi?SeqNo=2366730092,NONE,NONE,-,-
D-268,SQUARE RADIANT,1.06,J,VS2,4000.0,-,EX,EX,FAINT,6.11,5.75,3.7,64.3,64.0,0.0,0.0,0.0,0.0,6372288413,THK,-51.2,GIA,1.00-1.49,,WHITE,NONE,MINOR,,N,,,-,MINOR,NONE,NONE,ADDITIONAL CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  CAVITY  NEEDLE  CLOUD,0.0,,0.0,,,,,NO BGM,,-51.2,4240.0,2027.74,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1912.96,https://shairugems.net:8010/DNA/Image?sRefNo=D-268,https://shairugems.net:8010/DNA/Video?Certi=6372288413,https://shairugems.net:8010/DNA/certi?SeqNo=6372288413,NONE,NONE,-,-
BW-12-21-96,PRINCESS,0.5,D,VVS2,3600.0,-,EX,VG,NONE,4.26,4.41,3.19,74.7,72.0,0.0,0.0,0.0,0.0,2416352039,STK,-41.5,GIA,0.50-0.59,,WHITE,NONE,NONE,,N,,,-,NONE,MINOR,NONE,,PINPOINT  KNOT,0.0,,0.0,,,,,NO BGM,,-41.5,1800.0,1031.94,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2063.88,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-96,https://shairugems.net:8010/DNA/Vision360?d=2416352039&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416352039,https://shairugems.net:8010/DNA/certi?SeqNo=2416352039,MINOR,NONE,-,-
BW-12-21-93,ROUND,0.51,H,VVS2,4100.0,3EX,EX,EX,STRON,5.11,5.08,3.18,62.3,59.0,35.0,14.5,41.4,44.0,1419336476,MED TO STK,-42.43,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,PINPOINT,0.0,,4.0,,,,,NO BGM,,-42.43,2091.0,1179.71,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2313.16,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-93,https://shairugems.net:8010/DNA/Vision360?d=1419336476&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1419336476,https://shairugems.net:8010/DNA/certi?SeqNo=1419336476,NONE,NONE,-,-
BW-12-21-91,PRINCESS,0.51,G,IF,3400.0,-,EX,VG,FAINT,4.38,4.45,3.16,72.2,72.0,0.0,0.0,0.0,0.0,1418207648,MED TO STK,-39.5,GIA,0.50-0.59,,WHITE,NONE,NONE,,N,,,-,NONE,NONE,NONE,,MINOR DETAILS OF POLISH,0.0,,0.0,,,,,NO BGM,,-39.5,1734.0,1028.09,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2015.86,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-91,https://shairugems.net:8010/DNA/Vision360?d=1418207648&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1418207648,https://shairugems.net:8010/DNA/certi?SeqNo=1418207648,NONE,NONE,-,-
BW-12-21-89,ROUND,0.53,K,VVS1,2500.0,3EX,EX,EX,NONE,5.2,5.18,3.23,62.3,56.0,36.5,16.0,40.8,43.0,1419207127,THN TO MED,-29.0,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,PINPOINT,0.0,,3.0,,,,,NO BGM,,-29.0,1325.0,921.93,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1739.49,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-89,https://shairugems.net:8010/DNA/Vision360?d=1419207127&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1419207127,https://shairugems.net:8010/DNA/certi?SeqNo=1419207127,NONE,NONE,-,-
BW-12-21-88,ROUND,0.55,I,IF,3700.0,3EX,EX,EX,NONE,5.23,5.19,3.26,62.6,58.0,36.5,15.5,41.0,43.5,2417336472,MED TO STK,-30.0,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,MINOR DETAILS OF POLISH,0.0,,3.5,,,,,NO BGM,,-30.0,2035.0,1396.01,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2538.2,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-88,https://shairugems.net:8010/DNA/Vision360?d=2417336472&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417336472,https://shairugems.net:8010/DNA/certi?SeqNo=2417336472,NONE,NONE,-,-
BW-12-21-81,ROUND,0.6,L,VVS1,2100.0,3EX,EX,EX,NONE,5.39,5.35,3.39,63.0,57.0,34.0,14.5,41.6,44.5,5413207128,MED TO STK,-28.75,GIA,0.60-0.69,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,,PINPOINT  FEATHER,0.0,,4.0,,,,,NO BGM,,-28.75,1260.0,879.8,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1466.33,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-81,https://shairugems.net:8010/DNA/Vision360?d=5413207128&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=5413207128,https://shairugems.net:8010/DNA/certi?SeqNo=5413207128,NONE,NONE,-,-
BW-12-21-78,ROUND,0.7,G,VVS2,5600.0,VG,EX,VG,FAINT,5.55,5.5,3.56,64.5,57.0,38.5,17.0,40.2,42.0,2416249590,STK TO THK,-44.0,GIA,0.70-0.79,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,,CLOUD  INDENTED NATURAL  PINPOINT,0.0,,5.0,,,,,NO BGM,,-44.0,3920.0,2151.3,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3073.29,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-78,https://shairugems.net:8010/DNA/Vision360?d=2416249590&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416249590,https://shairugems.net:8010/DNA/certi?SeqNo=2416249590,NONE,NONE,-,-
BW-12-21-76,ROUND,0.7,E,SI1,4700.0,3EX,EX,EX,NONE,5.69,5.65,3.54,62.4,59.0,34.0,14.0,41.8,44.5,2418473902,MED TO STK,-32.75,GIA,0.70-0.79,,WHITE,NONE,SMALL,FACETED,N,,,EX,NONE,NONE,NONE,,CRYSTAL  FEATHER  CLOUD,0.0,,4.0,,,,,NO BGM,,-32.75,3290.0,2168.27,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3097.53,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-76,https://shairugems.net:8010/DNA/Vision360?d=2418473902&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2418473902,https://shairugems.net:8010/DNA/certi?SeqNo=2418473902,NONE,NONE,-,-
BW-12-21-72,ROUND,0.71,H,VVS2,5200.0,3EX,EX,EX,FAINT,5.74,5.7,3.55,62.1,56.0,35.5,15.5,40.8,43.0,1419336497,THN TO STK,-33.75,GIA,0.70-0.79,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,PINPOINT  CLOUD,0.0,,3.5,,,,,NO BGM,,-33.75,3692.0,2397.03,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3376.1,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-72,https://shairugems.net:8010/DNA/Vision360?d=1419336497&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1419336497,https://shairugems.net:8010/DNA/certi?SeqNo=1419336497,NONE,NONE,-,-
BW-12-21-70,ROUND,0.8,F,VVS1,6400.0,VG,VG,VG,NONE,5.83,5.77,3.73,64.3,55.0,38.0,17.5,40.0,42.0,6415646417,STK - THK,-27.0,GIA,0.80-0.89,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,,PINPOINT  SURFACE GRAINING,0.0,,5.0,,,,,NO BGM,,-27.0,5120.0,3662.85,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4578.56,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-70,https://shairugems.net:8010/DNA/Vision360?d=6415646417&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415646417,https://shairugems.net:8010/DNA/certi?SeqNo=6415646417,NONE,NONE,-,-
BW-12-21-7,ROUND,2.2,G,SI2,12300.0,3EX,EX,EX,MED,8.32,8.25,5.14,62.0,59.0,35.5,15.0,40.8,43.0,2416566119,MED TO STK,-31.3,GIA,2.00-99.99,,WHITE,NONE,SMALL,FACETED,N,,,EX,NONE,NONE,HAIR LINE,ADDITIONAL TWINNING WISPS  CLOUDS  AND SURFACE GRAINING ARE NOT SHOWN.,TWINNING WISP  CRYSTAL  FEATHER  NEEDLE,0.0,,4.0,,,,,NO BGM,,-31.3,27060.0,18218.42,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,8281.1,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-7,https://shairugems.net:8010/DNA/Vision360?d=2416566119&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416566119,https://shairugems.net:8010/DNA/certi?SeqNo=2416566119,NONE,HAIR LINE,-,-
BW-12-21-68,ROUND,0.8,J,VS2,3200.0,3EX,EX,EX,FAINT,5.95,5.9,3.7,62.5,58.0,35.5,15.0,41.0,43.5,7418409491,MED TO STK,-24.75,GIA,0.80-0.89,,WHITE,NONE,MINOR,FACETED,N,,,EX,MINOR,NONE,NONE,,CLOUD  CRYSTAL  FEATHER,0.0,,4.0,,,,,NO BGM,,-24.75,2560.0,1887.87,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2359.84,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-68,https://shairugems.net:8010/DNA/Vision360?d=7418409491&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7418409491,https://shairugems.net:8010/DNA/certi?SeqNo=7418409491,NONE,NONE,-,-
BW-12-21-62,ROUND,1.0,E,VS2,11300.0,G,VG,VG,NONE,6.14,6.06,4.07,66.7,56.0,38.5,18.0,40.0,42.0,7416201672,THK TO VTK,-55.25,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  NEEDLE  INDENTED NATURAL,0.0,,7.0,,,,,NO BGM,,-55.25,11300.0,4955.61,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4955.61,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-62,https://shairugems.net:8010/DNA/Vision360?d=7416201672&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7416201672,https://shairugems.net:8010/DNA/certi?SeqNo=7416201672,NONE,NONE,-,-
BW-12-21-61,ROUND,1.0,G,VS2,10200.0,G,VG,VG,FAINT,6.18,6.16,4.01,64.9,56.0,38.5,17.5,39.8,41.5,1419201694,THK TO VTK,-54.0,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,FEATHER  PINPOINT,0.0,,6.0,,,,,NO BGM,,-54.0,10200.0,4598.16,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4598.16,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-61,https://shairugems.net:8010/DNA/Vision360?d=1419201694&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1419201694,https://shairugems.net:8010/DNA/certi?SeqNo=1419201694,NONE,NONE,-,-
BW-12-21-54,ROUND,1.0,G,SI2,6600.0,3EX,EX,EX,NONE,6.45,6.41,3.94,61.3,60.0,33.5,13.0,41.4,44.0,6412478744,MED TO STK,-32.75,GIA,1.00-1.49,,WHITE,NONE,SMALL,FACETED,N,,,EX,MINOR,NONE,NONE,CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE  INDENTED NATURAL  NATURAL,0.0,,4.0,,,,,NO BGM,,-32.75,6600.0,4349.73,NONE,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4349.73,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-54,https://shairugems.net:8010/DNA/Vision360?d=6412478744&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6412478744,https://shairugems.net:8010/DNA/certi?SeqNo=6412478744,NONE,NONE,-,-
BW-12-21-52,ROUND,1.0,I,VS1,7800.0,G,EX,VG,NONE,6.15,6.08,4.05,66.2,56.0,38.5,17.5,40.0,42.0,2416201720,VTK,-46.0,GIA,1.00-1.49,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,PINPOINTS ARE NOT SHOWN.,NEEDLE,0.0,,6.5,,,,,NO BGM,,-46.0,7800.0,4127.76,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4127.76,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-52,https://shairugems.net:8010/DNA/Vision360?d=2416201720&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416201720,https://shairugems.net:8010/DNA/certi?SeqNo=2416201720,NONE,NONE,-,-
BW-12-21-49,ROUND,1.0,H,VS1,9600.0,EX,EX,VG,NONE,6.37,6.32,4.01,63.1,55.0,35.5,16.0,41.0,43.5,2416409655,MED TO STK,-32.0,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,FEATHER  CLOUD  PINPOINT  NATURAL,0.0,,3.5,,,,,NO BGM,,-32.0,9600.0,6397.44,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,6397.44,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-49,https://shairugems.net:8010/DNA/Vision360?d=2416409655&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416409655,https://shairugems.net:8010/DNA/certi?SeqNo=2416409655,NONE,NONE,-,-
BW-12-21-48,ROUND,1.0,J,VS2,5900.0,3EX,EX,EX,MED,6.38,6.34,3.94,61.9,59.0,36.0,15.0,40.6,43.0,2417409516,STK,-35.0,GIA,1.00-1.49,,BROWN,NONE,MINOR,FACETED,N,,,VG,NONE,NONE,NONE,,FEATHER  CRYSTAL  CLOUD,0.0,,4.0,,,,,BROWN,VERY SLT BRN,-35.0,5900.0,3758.3,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3758.3,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-48,https://shairugems.net:8010/DNA/Vision360?d=2417409516&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417409516,https://shairugems.net:8010/DNA/certi?SeqNo=2417409516,NONE,NONE,-,-
BW-12-21-43,MARQUISE,1.0,D,VVS2,9400.0,-,EX,VG,NONE,5.49,9.87,3.09,56.4,54.0,0.0,0.0,0.0,0.0,2416539279,MED TO THK,-29.5,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.0,,,,,NO BGM,,-29.5,9400.0,6494.46,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,6494.46,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-43,https://shairugems.net:8010/DNA/Vision360?d=2416539279&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416539279,https://shairugems.net:8010/DNA/certi?SeqNo=2416539279,NONE,NONE,-,-
BW-12-21-42,ROUND,1.0,I,SI1,6700.0,G,EX,VG,NONE,6.14,6.11,4.07,66.5,58.0,39.5,17.5,40.6,42.5,1413201752,THK TO VTK,-47.75,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CRYSTAL  CLOUD  FEATHER  NEEDLE  NATURAL,0.0,,6.5,,,,,NO BGM,,-47.75,6700.0,3430.74,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3430.74,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-42,https://shairugems.net:8010/DNA/Vision360?d=1413201752&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1413201752,https://shairugems.net:8010/DNA/certi?SeqNo=1413201752,NONE,NONE,-,-
BW-12-21-40,ROUND,1.0,H,VS1,9600.0,VG,EX,VG,NONE,6.27,6.2,4.0,64.2,57.0,38.5,17.5,40.0,42.0,1413201690,STK TO THK,-37.0,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  NEEDLE  INDENTED NATURAL  NATURAL,0.0,,5.0,,,,,NO BGM,,-37.0,9600.0,5927.04,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,5927.04,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-40,https://shairugems.net:8010/DNA/Vision360?d=1413201690&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1413201690,https://shairugems.net:8010/DNA/certi?SeqNo=1413201690,NONE,NONE,-,-
BW-12-21-37,EMERALD,1.0,F,VS1,7500.0,-,EX,EX,FAINT,4.71,7.09,3.19,67.7,67.0,0.0,0.0,0.0,0.0,6411478763,STK TO THK,-45.5,GIA,1.00-1.49,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,MINOR,NONE,PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,0.0,,,,,NO BGM,,-45.5,7500.0,4005.75,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4005.75,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-37,https://shairugems.net:8010/DNA/Vision360?d=6411478763&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6411478763,https://shairugems.net:8010/DNA/certi?SeqNo=6411478763,MINOR,NONE,-,-
BW-12-21-2,ROUND,3.0,G,SI1,21000.0,3EX,EX,EX,NONE,9.17,9.11,5.77,63.1,58.0,35.5,15.0,41.2,44.0,1418566204,MED TO STK,-21.0,GIA,2.00-99.99,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,4.0,,,,,NO BGM,,-21.0,63000.0,48774.6,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,16258.2,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-2,https://shairugems.net:8010/DNA/Vision360?d=1418566204&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1418566204,https://shairugems.net:8010/DNA/certi?SeqNo=1418566204,NONE,NONE,-,-
BW-12-21-19,ROUND,1.32,G,IF,12900.0,3EX,EX,EX,NONE,7.08,7.03,4.38,62.1,56.0,43.0,15.0,41.6,44.0,7411564451,THN TO STK,-25.15,GIA,1.00-1.49,,BROWN,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,MINOR DETAILS OF POLISH ARE NOT SHOWN.,,0.0,,3.0,,,,,BROWN,VERY SLT BRN,-25.15,17028.0,12490.55,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,9462.54,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-19,https://shairugems.net:8010/DNA/Vision360?d=7411564451&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7411564451,https://shairugems.net:8010/DNA/certi?SeqNo=7411564451,NONE,NONE,-,-
BW-12-21-16,ROUND,1.5,G,SI1,11300.0,3EX,EX,EX,NONE,7.3,7.25,4.52,62.2,58.0,36.0,15.5,40.6,43.0,1413564407,MED TO STK,-27.0,GIA,1.50-1.99,,WHITE,NONE,SMALL,FACETED,N,,,EX,MINOR,NONE,NONE,CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE  INDENTED NATURAL  NATURAL,0.0,,4.0,,,,,NO BGM,,-27.0,16950.0,12126.03,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,8084.02,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-16,https://shairugems.net:8010/DNA/Vision360?d=1413564407&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1413564407,https://shairugems.net:8010/DNA/certi?SeqNo=1413564407,NONE,NONE,-,-
BW-12-21-133,PEAR,0.3,E,SI1,1600.0,-,EX,VG,NONE,3.7,6.25,2.06,55.7,63.0,0.0,0.0,0.0,0.0,1415636795,THK TO VTK,-37.2,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,-,MINOR,NONE,NONE,,CRYSTAL  FEATHER  CLOUD,0.0,,0.0,,,,,NO BGM,,-37.2,480.0,295.41,SMALL,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,984.7,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-133,https://shairugems.net:8010/DNA/Vision360?d=1415636795&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415636795,https://shairugems.net:8010/DNA/certi?SeqNo=1415636795,NONE,NONE,-,-
